-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.00
  2 (control)    14.20     4.00     4.25
  0 (direct)     22.45     4.00     1.25
  0 (direct)     27.70     4.00     5.25
  0 (direct)     36.95     4.00     1.25
  1 (profile)    42.20     4.00     2.50
  2 (control)    48.70     4.00     4.50
  0 (direct)     57.20     4.00     6.50
  1 (profile)    67.70     4.00     2.25
  1 (profile)    73.95     4.00     4.75
  0 (direct)     82.70     4.00     5.00
  2 (control)    91.70     4.00     3.00
  0 (direct)     98.70     4.00     3.75
  1 (profile)   106.45     4.00     6.00
  2 (control)   116.45     4.00     4.50
  0 (direct)    124.95     4.00     2.00
  1 (profile)   130.95     4.00     5.75
  1 (profile)   140.70     4.00     2.75
  2 (control)   147.45     4.00     2.25
  2 (control)   153.70     4.00     6.25
  2 (control)   163.95     4.00     3.50
  0 (direct)    171.45     4.00     5.25
  1 (profile)   180.70     4.00     5.50
  0 (direct)    190.20     4.00     1.00
  1 (profile)   195.20     4.00     1.50
  2 (control)   200.70     4.00     5.75
  1 (profile)   210.45     4.00     2.50
  2 (control)   216.95     4.00     6.75
  0 (direct)    227.70     4.00     6.50
  1 (profile)   238.20     4.00     3.50
  0 (direct)    245.70     4.00     7.00
  2 (control)   256.70     4.00     1.75
  0 (direct)    262.45     4.00     3.75
  0 (direct)    270.20     4.00     7.00
  2 (control)   281.20     4.00     3.00
  1 (profile)   288.20     4.00     1.50
  1 (profile)   293.70     4.00     6.25
  1 (profile)   303.95     4.00     5.00
  0 (direct)    312.95     4.00     5.50
  2 (control)   322.45     4.00     4.25
  0 (direct)    330.70     4.00     6.75
  1 (profile)   341.45     4.00     3.25
  1 (profile)   348.70     4.00     2.75
  2 (control)   355.45     4.00     1.75
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.50
  1 (profile)    14.70     4.00     5.50
  1 (profile)    24.20     4.00     5.75
  2 (control)    33.95     4.00     1.50
  2 (control)    39.45     4.00     6.75
  0 (direct)     50.20     4.00     5.50
  0 (direct)     59.70     4.00     3.00
  0 (direct)     66.70     4.00     6.25
  1 (profile)    76.95     4.00     3.50
  1 (profile)    84.45     4.00     1.00
  1 (profile)    89.45     4.00     2.00
  0 (direct)     95.45     4.00     5.25
  2 (control)   104.70     4.00     3.50
  0 (direct)    112.20     4.00     7.00
  2 (control)   123.20     4.00     4.25
  2 (control)   131.45     4.00     1.75
  0 (direct)    137.20     4.00     2.50
  2 (control)   143.70     4.00     5.75
  2 (control)   153.45     4.00     3.00
  2 (control)   160.45     4.00     1.75
  1 (profile)   166.20     4.00     6.50
  1 (profile)   176.70     4.00     2.75
  0 (direct)    183.45     4.00     1.00
  0 (direct)    188.45     4.00     1.25
  0 (direct)    193.70     4.00     3.75
  2 (control)   201.45     4.00     4.50
  1 (profile)   209.95     4.00     4.25
  0 (direct)    218.20     4.00     2.25
  0 (direct)    224.45     4.00     6.25
  2 (control)   234.70     4.00     4.50
  1 (profile)   243.20     4.00     5.25
  1 (profile)   252.45     4.00     5.00
  1 (profile)   261.45     4.00     6.75
  0 (direct)    272.20     4.00     6.00
  2 (control)   282.20     4.00     5.00
  2 (control)   291.20     4.00     4.75
  0 (direct)    299.95     4.00     2.25
  2 (control)   306.20     4.00     2.75
  1 (profile)   312.95     4.00     3.75
  2 (control)   320.70     4.00     1.25
  1 (profile)   325.95     4.00     6.50
  1 (profile)   336.45     4.00     7.00
  1 (profile)   347.45     4.00     3.25
  0 (direct)    354.70     4.00     2.50
  0 (direct)    361.20     4.00     0.00

