-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     5.00
  1 (profile)    18.20     4.00     1.00
  0 (direct)     23.20     4.00     4.25
  1 (profile)    31.45     4.00     2.50
  2 (control)    37.95     4.00     5.75
  0 (direct)     47.70     4.00     3.25
  1 (profile)    54.95     4.00     1.25
  0 (direct)     60.20     4.00     3.00
  0 (direct)     67.20     4.00     6.00
  0 (direct)     77.20     4.00     2.25
  2 (control)    83.45     4.00     1.00
  2 (control)    88.45     4.00     6.25
  1 (profile)    98.70     4.00     4.75
  0 (direct)    107.45     4.00     7.00
  0 (direct)    118.45     4.00     3.75
  0 (direct)    126.20     4.00     2.75
  2 (control)   132.95     4.00     2.25
  2 (control)   139.20     4.00     2.50
  2 (control)   145.70     4.00     6.50
  0 (direct)    156.20     4.00     3.75
  1 (profile)   163.95     4.00     4.25
  1 (profile)   172.20     4.00     1.50
  1 (profile)   177.70     4.00     4.50
  2 (control)   186.20     4.00     5.25
  0 (direct)    195.45     4.00     5.50
  1 (profile)   204.95     4.00     7.00
  2 (control)   215.95     4.00     1.50
  1 (profile)   221.45     4.00     1.75
  0 (direct)    227.20     4.00     6.50
  0 (direct)    237.70     4.00     6.25
  0 (direct)    247.95     4.00     5.50
  1 (profile)   257.45     4.00     5.00
  1 (profile)   266.45     4.00     3.50
  2 (control)   273.95     4.00     3.50
  0 (direct)    281.45     4.00     2.75
  1 (profile)   288.20     4.00     3.00
  1 (profile)   295.20     4.00     2.00
  2 (control)   301.20     4.00     1.25
  0 (direct)    306.45     4.00     4.50
  2 (control)   314.95     4.00     5.25
  2 (control)   324.20     4.00     5.75
  1 (profile)   333.95     4.00     6.75
  1 (profile)   344.70     4.00     1.75
  2 (control)   350.45     4.00     6.75
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.00
  0 (direct)     15.20     4.00     1.50
  1 (profile)    20.70     4.00     1.25
  2 (control)    25.95     4.00     2.25
  2 (control)    32.20     4.00     2.75
  0 (direct)     38.95     4.00     7.00
  0 (direct)     49.95     4.00     5.00
  0 (direct)     58.95     4.00     5.25
  2 (control)    68.20     4.00     2.50
  1 (profile)    74.70     4.00     3.50
  0 (direct)     82.20     4.00     1.75
  1 (profile)    87.95     4.00     6.75
  0 (direct)     98.70     4.00     7.00
  1 (profile)   109.70     4.00     4.25
  2 (control)   117.95     4.00     5.50
  2 (control)   127.45     4.00     1.75
  2 (control)   133.20     4.00     2.75
  1 (profile)   139.95     4.00     5.50
  1 (profile)   149.45     4.00     1.50
  1 (profile)   154.95     4.00     4.50
  0 (direct)    163.45     4.00     5.75
  2 (control)   173.20     4.00     6.25
  2 (control)   183.45     4.00     6.25
  0 (direct)    193.70     4.00     5.00
  1 (profile)   202.70     4.00     3.50
  0 (direct)    210.20     4.00     4.50
  1 (profile)   218.70     4.00     2.25
  1 (profile)   224.95     4.00     1.00
  0 (direct)    229.95     4.00     1.00
  2 (control)   234.95     4.00     3.75
  2 (control)   242.70     4.00     4.25
  0 (direct)    250.95     4.00     3.00
  2 (control)   257.95     4.00     4.75
  1 (profile)   266.70     4.00     3.25
  0 (direct)    273.95     4.00     6.50
  0 (direct)    284.45     4.00     6.75
  1 (profile)   295.20     4.00     3.00
  2 (control)   302.20     4.00     5.25
  2 (control)   311.45     4.00     6.00
  0 (direct)    321.45     4.00     5.75
  0 (direct)    331.20     4.00     6.50
  2 (control)   341.70     4.00     2.50
  1 (profile)   348.20     4.00     3.75
  1 (profile)   355.95     4.00     1.25
  2 (control)   361.20     4.00     0.00

