-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.75
  0 (direct)     14.95     4.00     4.50
  0 (direct)     23.45     4.00     3.00
  1 (profile)    30.45     4.00     6.00
  0 (direct)     40.45     4.00     1.50
  1 (profile)    45.95     4.00     1.00
  0 (direct)     50.95     4.00     3.50
  2 (control)    58.45     4.00     6.50
  1 (profile)    68.95     4.00     1.25
  1 (profile)    74.20     4.00     5.75
  2 (control)    83.95     4.00     5.25
  2 (control)    93.20     4.00     6.75
  2 (control)   103.95     4.00     3.00
  1 (profile)   110.95     4.00     6.25
  0 (direct)    121.20     4.00     1.75
  1 (profile)   126.95     4.00     6.25
  0 (direct)    137.20     4.00     7.00
  1 (profile)   148.20     4.00     6.75
  2 (control)   158.95     4.00     3.25
  0 (direct)    166.20     4.00     1.25
  0 (direct)    171.45     4.00     2.75
  1 (profile)   178.20     4.00     5.50
  1 (profile)   187.70     4.00     2.25
  1 (profile)   193.95     4.00     3.75
  2 (control)   201.70     4.00     5.00
  0 (direct)    210.70     4.00     5.25
  0 (direct)    219.95     4.00     2.50
  1 (profile)   226.45     4.00     3.75
  0 (direct)    234.20     4.00     7.00
  0 (direct)    245.20     4.00     4.25
  2 (control)   253.45     4.00     2.75
  2 (control)   260.20     4.00     1.50
  1 (profile)   265.70     4.00     4.25
  2 (control)   273.95     4.00     4.50
  2 (control)   282.45     4.00     2.25
  2 (control)   288.70     4.00     5.50
  0 (direct)    298.20     4.00     6.50
  2 (control)   308.70     4.00     3.50
  2 (control)   316.20     4.00     4.75
  1 (profile)   324.95     4.00     5.75
  2 (control)   334.70     4.00     2.50
  2 (control)   341.20     4.00     1.00
  1 (profile)   346.20     4.00     2.00
  0 (direct)    352.20     4.00     5.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     4.25
  0 (direct)     17.45     4.00     1.75
  0 (direct)     23.20     4.00     6.50
  2 (control)    33.70     4.00     1.75
  1 (profile)    39.45     4.00     2.00
  2 (control)    45.45     4.00     6.75
  1 (profile)    56.20     4.00     1.00
  0 (direct)     61.20     4.00     3.75
  2 (control)    68.95     4.00     1.25
  0 (direct)     74.20     4.00     5.25
  2 (control)    83.45     4.00     2.50
  1 (profile)    89.95     4.00     6.50
  1 (profile)   100.45     4.00     3.50
  0 (direct)    107.95     4.00     6.75
  1 (profile)   118.70     4.00     5.00
  1 (profile)   127.70     4.00     4.25
  0 (direct)    135.95     4.00     3.75
  2 (control)   143.70     4.00     3.50
  1 (profile)   151.20     4.00     5.75
  1 (profile)   160.95     4.00     6.25
  1 (profile)   171.20     4.00     2.25
  0 (direct)    177.45     4.00     4.50
  1 (profile)   185.95     4.00     5.75
  0 (direct)    195.70     4.00     3.25
  2 (control)   202.95     4.00     2.75
  2 (control)   209.70     4.00     4.50
  1 (profile)   218.20     4.00     2.50
  0 (direct)    224.70     4.00     7.00
  2 (control)   235.70     4.00     1.50
  0 (direct)    241.20     4.00     6.00
  0 (direct)    251.20     4.00     1.25
  0 (direct)    256.45     4.00     3.00
  2 (control)   263.45     4.00     1.00
  2 (control)   268.45     4.00     3.00
  2 (control)   275.45     4.00     5.50
  1 (profile)   284.95     4.00     6.25
  2 (control)   295.20     4.00     2.25
  1 (profile)   301.45     4.00     5.25
  2 (control)   310.70     4.00     5.50
  0 (direct)    320.20     4.00     4.75
  2 (control)   328.95     4.00     7.00
  0 (direct)    339.95     4.00     1.50
  2 (control)   345.45     4.00     2.75
  0 (direct)    352.20     4.00     5.00
  1 (profile)   361.20     4.00     0.00

