-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.25
  1 (profile)    14.45     4.00     2.75
  2 (control)    21.20     4.00     1.50
  2 (control)    26.70     4.00     1.75
  0 (direct)     32.45     4.00     6.25
  0 (direct)     42.70     4.00     2.50
  1 (profile)    49.20     4.00     7.00
  1 (profile)    60.20     4.00     6.75
  1 (profile)    70.95     4.00     5.00
  0 (direct)     79.95     4.00     1.25
  2 (control)    85.20     4.00     1.50
  2 (control)    90.70     4.00     3.50
  0 (direct)     98.20     4.00     6.25
  0 (direct)    108.45     4.00     6.75
  1 (profile)   119.20     4.00     5.75
  2 (control)   128.95     4.00     6.00
  1 (profile)   138.95     4.00     6.50
  1 (profile)   149.45     4.00     3.75
  2 (control)   157.20     4.00     5.50
  1 (profile)   166.70     4.00     1.00
  2 (control)   171.70     4.00     4.50
  2 (control)   180.20     4.00     1.00
  0 (direct)    185.20     4.00     2.25
  2 (control)   191.45     4.00     3.00
  0 (direct)    198.45     4.00     3.00
  2 (control)   205.45     4.00     2.00
  0 (direct)    211.45     4.00     4.75
  2 (control)   220.20     4.00     3.25
  1 (profile)   227.45     4.00     4.25
  2 (control)   235.70     4.00     4.50
  0 (direct)    244.20     4.00     5.25
  1 (profile)   253.45     4.00     3.75
  0 (direct)    261.20     4.00     2.25
  0 (direct)    267.45     4.00     4.25
  1 (profile)   275.70     4.00     5.50
  1 (profile)   285.20     4.00     5.75
  2 (control)   294.95     4.00     6.50
  1 (profile)   305.45     4.00     5.00
  2 (control)   314.45     4.00     2.75
  0 (direct)    321.20     4.00     7.00
  1 (profile)   332.20     4.00     2.50
  1 (profile)   338.70     4.00     1.75
  0 (direct)    344.45     4.00     3.50
  0 (direct)    351.95     4.00     5.25
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.25
  0 (direct)     16.45     4.00     5.25
  1 (profile)    25.70     4.00     3.75
  1 (profile)    33.45     4.00     5.50
  1 (profile)    42.95     4.00     1.00
  0 (direct)     47.95     4.00     2.00
  2 (control)    53.95     4.00     6.50
  2 (control)    64.45     4.00     6.75
  1 (profile)    75.20     4.00     3.00
  0 (direct)     82.20     4.00     5.50
  1 (profile)    91.70     4.00     1.50
  2 (control)    97.20     4.00     2.75
  0 (direct)    103.95     4.00     6.75
  2 (control)   114.70     4.00     4.25
  0 (direct)    122.95     4.00     5.00
  2 (control)   131.95     4.00     4.50
  1 (profile)   140.45     4.00     5.75
  1 (profile)   150.20     4.00     5.00
  2 (control)   159.20     4.00     5.25
  1 (profile)   168.45     4.00     2.25
  1 (profile)   174.70     4.00     4.25
  1 (profile)   182.95     4.00     6.25
  2 (control)   193.20     4.00     7.00
  0 (direct)    204.20     4.00     3.75
  1 (profile)   211.95     4.00     4.75
  1 (profile)   220.70     4.00     2.75
  0 (direct)    227.45     4.00     3.50
  2 (control)   234.95     4.00     6.50
  0 (direct)    245.45     4.00     7.00
  0 (direct)    256.45     4.00     1.25
  0 (direct)    261.70     4.00     2.50
  2 (control)   268.20     4.00     6.00
  1 (profile)   278.20     4.00     1.50
  2 (control)   283.70     4.00     1.00
  2 (control)   288.70     4.00     3.00
  0 (direct)    295.70     4.00     3.50
  2 (control)   303.20     4.00     1.75
  2 (control)   308.95     4.00     2.25
  0 (direct)    315.20     4.00     6.25
  0 (direct)    325.45     4.00     1.25
  2 (control)   330.70     4.00     4.50
  0 (direct)    339.20     4.00     2.50
  2 (control)   345.70     4.00     5.75
  1 (profile)   355.45     4.00     1.75
  0 (direct)    361.20     4.00     0.00

