-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.25
  2 (control)    14.45     4.00     1.25
  1 (profile)    19.70     4.00     1.75
  1 (profile)    25.45     4.00     6.75
  2 (control)    36.20     4.00     4.25
  0 (direct)     44.45     4.00     4.75
  2 (control)    53.20     4.00     3.50
  0 (direct)     60.70     4.00     2.25
  2 (control)    66.95     4.00     4.25
  1 (profile)    75.20     4.00     1.50
  1 (profile)    80.70     4.00     5.00
  1 (profile)    89.70     4.00     2.50
  2 (control)    96.20     4.00     6.25
  0 (direct)    106.45     4.00     5.25
  0 (direct)    115.70     4.00     1.00
  0 (direct)    120.70     4.00     7.00
  1 (profile)   131.70     4.00     3.00
  1 (profile)   138.70     4.00     3.75
  0 (direct)    146.45     4.00     5.75
  0 (direct)    156.20     4.00     1.75
  2 (control)   161.95     4.00     2.75
  1 (profile)   168.70     4.00     5.50
  0 (direct)    178.20     4.00     5.00
  2 (control)   187.20     4.00     2.25
  0 (direct)    193.45     4.00     6.50
  0 (direct)    203.95     4.00     3.50
  2 (control)   211.45     4.00     2.50
  1 (profile)   217.95     4.00     5.50
  0 (direct)    227.45     4.00     4.50
  2 (control)   235.95     4.00     3.75
  2 (control)   243.70     4.00     7.00
  2 (control)   254.70     4.00     4.50
  1 (profile)   263.20     4.00     6.50
  1 (profile)   273.70     4.00     1.50
  0 (direct)    279.20     4.00     6.25
  2 (control)   289.45     4.00     2.75
  1 (profile)   296.20     4.00     5.75
  0 (direct)    305.95     4.00     3.25
  2 (control)   313.20     4.00     2.00
  1 (profile)   319.20     4.00     1.00
  0 (direct)    324.20     4.00     3.00
  1 (profile)   331.20     4.00     6.00
  2 (control)   341.20     4.00     5.25
  2 (control)   350.45     4.00     6.75
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.00
  0 (direct)     14.20     4.00     5.75
  2 (control)    23.95     4.00     1.50
  0 (direct)     29.45     4.00     2.25
  2 (control)    35.70     4.00     1.50
  2 (control)    41.20     4.00     3.75
  2 (control)    48.95     4.00     1.25
  0 (direct)     54.20     4.00     5.00
  2 (control)    63.20     4.00     6.50
  0 (direct)     73.70     4.00     1.75
  1 (profile)    79.45     4.00     3.50
  2 (control)    86.95     4.00     4.50
  0 (direct)     95.45     4.00     7.00
  2 (control)   106.45     4.00     2.50
  2 (control)   112.95     4.00     2.25
  2 (control)   119.20     4.00     7.00
  1 (profile)   130.20     4.00     2.00
  1 (profile)   136.20     4.00     5.75
  1 (profile)   145.95     4.00     4.75
  0 (direct)    154.70     4.00     1.75
  1 (profile)   160.45     4.00     6.50
  2 (control)   170.95     4.00     2.50
  2 (control)   177.45     4.00     6.25
  0 (direct)    187.70     4.00     5.25
  1 (profile)   196.95     4.00     6.00
  0 (direct)    206.95     4.00     3.50
  2 (control)   214.45     4.00     4.25
  2 (control)   222.70     4.00     5.00
  0 (direct)    231.70     4.00     1.00
  1 (profile)   236.70     4.00     3.00
  1 (profile)   243.70     4.00     6.75
  0 (direct)    254.45     4.00     5.50
  1 (profile)   263.95     4.00     3.75
  0 (direct)    271.70     4.00     1.25
  0 (direct)    276.95     4.00     2.75
  0 (direct)    283.70     4.00     5.50
  1 (profile)   293.20     4.00     2.75
  2 (control)   299.95     4.00     3.00
  1 (profile)   306.95     4.00     6.25
  0 (direct)    317.20     4.00     4.50
  1 (profile)   325.70     4.00     5.25
  1 (profile)   334.95     4.00     6.75
  2 (control)   345.70     4.00     4.25
  0 (direct)    353.95     4.00     3.25
  1 (profile)   361.20     4.00     0.00

