-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.75
  1 (profile)    14.95     4.00     4.25
  2 (control)    23.20     4.00     2.25
  0 (direct)     29.45     4.00     7.00
  2 (control)    40.45     4.00     5.50
  0 (direct)     49.95     4.00     5.50
  2 (control)    59.45     4.00     5.00
  1 (profile)    68.45     4.00     4.25
  1 (profile)    76.70     4.00     1.25
  0 (direct)     81.95     4.00     5.25
  2 (control)    91.20     4.00     6.75
  1 (profile)   101.95     4.00     2.75
  0 (direct)    108.70     4.00     3.25
  1 (profile)   115.95     4.00     4.50
  2 (control)   124.45     4.00     6.00
  1 (profile)   134.45     4.00     1.75
  1 (profile)   140.20     4.00     6.25
  0 (direct)    150.45     4.00     1.50
  2 (control)   155.95     4.00     3.50
  1 (profile)   163.45     4.00     2.50
  2 (control)   169.95     4.00     3.00
  2 (control)   176.95     4.00     2.25
  1 (profile)   183.20     4.00     5.00
  2 (control)   192.20     4.00     5.25
  2 (control)   201.45     4.00     5.75
  1 (profile)   211.20     4.00     6.50
  2 (control)   221.70     4.00     2.75
  0 (direct)    228.45     4.00     4.50
  0 (direct)    236.95     4.00     1.25
  0 (direct)    242.20     4.00     6.25
  1 (profile)   252.45     4.00     6.75
  1 (profile)   263.20     4.00     5.75
  0 (direct)    272.95     4.00     4.75
  2 (control)   281.70     4.00     1.00
  2 (control)   286.70     4.00     3.75
  1 (profile)   294.45     4.00     3.00
  0 (direct)    301.45     4.00     2.50
  0 (direct)    307.95     4.00     3.75
  1 (profile)   315.70     4.00     1.00
  0 (direct)    320.70     4.00     2.00
  1 (profile)   326.70     4.00     1.50
  0 (direct)    332.20     4.00     6.50
  0 (direct)    342.70     4.00     3.50
  2 (control)   350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.00
  0 (direct)     14.20     4.00     3.50
  2 (control)    21.70     4.00     7.00
  2 (control)    32.70     4.00     5.00
  2 (control)    41.70     4.00     1.00
  1 (profile)    46.70     4.00     2.25
  1 (profile)    52.95     4.00     3.00
  1 (profile)    59.95     4.00     6.25
  0 (direct)     70.20     4.00     6.50
  0 (direct)     80.70     4.00     2.75
  0 (direct)     87.45     4.00     2.75
  1 (profile)    94.20     4.00     6.75
  1 (profile)   104.95     4.00     3.75
  0 (direct)    112.70     4.00     2.00
  0 (direct)    118.70     4.00     4.25
  2 (control)   126.95     4.00     3.00
  1 (profile)   133.95     4.00     1.25
  0 (direct)    139.20     4.00     6.75
  0 (direct)    149.95     4.00     1.50
  2 (control)   155.45     4.00     6.50
  2 (control)   165.95     4.00     5.00
  1 (profile)   174.95     4.00     4.50
  2 (control)   183.45     4.00     4.50
  1 (profile)   191.95     4.00     7.00
  1 (profile)   202.95     4.00     2.50
  2 (control)   209.45     4.00     6.00
  0 (direct)    219.45     4.00     5.25
  0 (direct)    228.70     4.00     3.50
  2 (control)   236.20     4.00     1.50
  2 (control)   241.70     4.00     1.75
  1 (profile)   247.45     4.00     6.25
  2 (control)   257.70     4.00     2.25
  2 (control)   263.95     4.00     5.75
  0 (direct)    273.70     4.00     3.75
  0 (direct)    281.45     4.00     2.50
  1 (profile)   287.95     4.00     1.25
  1 (profile)   293.20     4.00     4.25
  1 (profile)   301.45     4.00     3.25
  2 (control)   308.70     4.00     5.50
  1 (profile)   318.20     4.00     1.75
  0 (direct)    323.95     4.00     5.75
  2 (control)   333.70     4.00     4.75
  1 (profile)   342.45     4.00     5.25
  2 (control)   351.70     4.00     5.50
  0 (direct)    361.20     4.00     0.00

