-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.75
  0 (direct)     14.95     4.00     4.50
  2 (control)    23.45     4.00     3.75
  2 (control)    31.20     4.00     6.50
  2 (control)    41.70     4.00     1.25
  0 (direct)     46.95     4.00     3.00
  2 (control)    53.95     4.00     1.00
  1 (profile)    58.95     4.00     5.25
  2 (control)    68.20     4.00     2.75
  2 (control)    74.95     4.00     7.00
  0 (direct)     85.95     4.00     3.00
  0 (direct)     92.95     4.00     6.00
  0 (direct)    102.95     4.00     2.75
  1 (profile)   109.70     4.00     3.75
  2 (control)   117.45     4.00     5.25
  1 (profile)   126.70     4.00     2.00
  1 (profile)   132.70     4.00     4.75
  2 (control)   141.45     4.00     6.75
  2 (control)   152.20     4.00     1.50
  1 (profile)   157.70     4.00     6.75
  2 (control)   168.45     4.00     5.75
  0 (direct)    178.20     4.00     4.25
  2 (control)   186.45     4.00     1.25
  2 (control)   191.70     4.00     5.75
  0 (direct)    201.45     4.00     2.50
  0 (direct)    207.95     4.00     5.50
  1 (profile)   217.45     4.00     3.25
  2 (control)   224.70     4.00     2.25
  0 (direct)    230.95     4.00     5.00
  0 (direct)    239.95     4.00     3.50
  1 (profile)   247.45     4.00     4.50
  1 (profile)   255.95     4.00     1.75
  1 (profile)   261.70     4.00     4.25
  0 (direct)    269.95     4.00     6.50
  1 (profile)   280.45     4.00     6.25
  1 (profile)   290.70     4.00     1.50
  0 (direct)    296.20     4.00     6.25
  0 (direct)    306.45     4.00     7.00
  1 (profile)   317.45     4.00     3.50
  1 (profile)   324.95     4.00     2.50
  1 (profile)   331.45     4.00     5.50
  2 (control)   340.95     4.00     1.00
  2 (control)   345.95     4.00     2.25
  1 (profile)   352.20     4.00     5.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     5.00
  0 (direct)     18.20     4.00     1.00
  2 (control)    23.20     4.00     2.25
  0 (direct)     29.45     4.00     4.50
  1 (profile)    37.95     4.00     4.25
  2 (control)    46.20     4.00     4.50
  2 (control)    54.70     4.00     3.00
  1 (profile)    61.70     4.00     3.75
  1 (profile)    69.45     4.00     5.75
  1 (profile)    79.20     4.00     3.50
  0 (direct)     86.70     4.00     6.50
  2 (control)    97.20     4.00     2.00
  1 (profile)   103.20     4.00     3.75
  2 (control)   110.95     4.00     2.75
  0 (direct)    117.70     4.00     7.00
  1 (profile)   128.70     4.00     1.25
  0 (direct)    133.95     4.00     2.50
  1 (profile)   140.45     4.00     1.00
  1 (profile)   145.45     4.00     6.50
  0 (direct)    155.95     4.00     5.75
  2 (control)   165.70     4.00     6.00
  2 (control)   175.70     4.00     6.25
  2 (control)   185.95     4.00     7.00
  0 (direct)    196.95     4.00     5.50
  2 (control)   206.45     4.00     6.75
  1 (profile)   217.20     4.00     4.75
  0 (direct)    225.95     4.00     1.50
  0 (direct)    231.45     4.00     6.75
  2 (control)   242.20     4.00     1.25
  0 (direct)    247.45     4.00     2.50
  1 (profile)   253.95     4.00     4.25
  0 (direct)    262.20     4.00     3.25
  0 (direct)    269.45     4.00     2.75
  1 (profile)   276.20     4.00     6.25
  2 (control)   286.45     4.00     2.25
  2 (control)   292.70     4.00     1.75
  0 (direct)    298.45     4.00     3.50
  1 (profile)   305.95     4.00     1.50
  2 (control)   311.45     4.00     5.25
  1 (profile)   320.70     4.00     5.00
  2 (control)   329.70     4.00     1.75
  0 (direct)    335.45     4.00     5.50
  1 (profile)   344.95     4.00     5.25
  2 (control)   354.20     4.00     3.00
  0 (direct)    361.20     4.00     0.00

