-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     7.00
  2 (control)    20.20     4.00     1.75
  1 (profile)    25.95     4.00     1.75
  0 (direct)     31.70     4.00     4.50
  1 (profile)    40.20     4.00     3.75
  1 (profile)    47.95     4.00     7.00
  0 (direct)     58.95     4.00     6.25
  2 (control)    69.20     4.00     4.75
  0 (direct)     77.95     4.00     2.00
  0 (direct)     83.95     4.00     6.75
  1 (profile)    94.70     4.00     3.25
  2 (control)   101.95     4.00     5.00
  0 (direct)    110.95     4.00     5.25
  1 (profile)   120.20     4.00     6.50
  0 (direct)    130.70     4.00     2.25
  1 (profile)   136.95     4.00     2.50
  2 (control)   143.45     4.00     3.75
  2 (control)   151.20     4.00     5.75
  1 (profile)   160.95     4.00     5.25
  0 (direct)    170.20     4.00     3.50
  1 (profile)   177.70     4.00     6.75
  1 (profile)   188.45     4.00     2.75
  2 (control)   195.20     4.00     4.25
  2 (control)   203.45     4.00     2.25
  2 (control)   209.70     4.00     6.25
  1 (profile)   219.95     4.00     1.00
  2 (control)   224.95     4.00     6.50
  0 (direct)    235.45     4.00     1.25
  1 (profile)   240.70     4.00     3.00
  2 (control)   247.70     4.00     1.25
  0 (direct)    252.95     4.00     5.00
  0 (direct)    261.95     4.00     3.50
  0 (direct)    269.45     4.00     6.00
  1 (profile)   279.45     4.00     4.25
  2 (control)   287.70     4.00     4.50
  2 (control)   296.20     4.00     3.00
  2 (control)   303.20     4.00     5.50
  1 (profile)   312.70     4.00     1.50
  0 (direct)    318.20     4.00     5.75
  0 (direct)    327.95     4.00     2.75
  0 (direct)    334.70     4.00     1.00
  2 (control)   339.70     4.00     2.50
  2 (control)   346.20     4.00     1.50
  1 (profile)   351.70     4.00     5.50
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.75
  2 (control)    14.95     4.00     3.00
  0 (direct)     21.95     4.00     2.00
  0 (direct)     27.95     4.00     1.00
  0 (direct)     32.95     4.00     1.50
  1 (profile)    38.45     4.00     5.75
  1 (profile)    48.20     4.00     5.25
  1 (profile)    57.45     4.00     3.50
  2 (control)    64.95     4.00     3.00
  0 (direct)     71.95     4.00     2.50
  0 (direct)     78.45     4.00     5.00
  0 (direct)     87.45     4.00     5.50
  1 (profile)    96.95     4.00     6.75
  2 (control)   107.70     4.00     3.25
  1 (profile)   114.95     4.00     7.00
  2 (control)   125.95     4.00     4.75
  1 (profile)   134.70     4.00     1.00
  2 (control)   139.70     4.00     4.50
  0 (direct)    148.20     4.00     2.25
  2 (control)   154.45     4.00     3.75
  1 (profile)   162.20     4.00     6.25
  2 (control)   172.45     4.00     5.75
  1 (profile)   182.20     4.00     4.25
  1 (profile)   190.45     4.00     2.75
  2 (control)   197.20     4.00     2.75
  2 (control)   203.95     4.00     1.50
  0 (direct)    209.45     4.00     6.50
  2 (control)   219.95     4.00     1.75
  0 (direct)    225.70     4.00     2.50
  2 (control)   232.20     4.00     7.00
  1 (profile)   243.20     4.00     5.25
  1 (profile)   252.45     4.00     5.50
  0 (direct)    261.95     4.00     1.25
  0 (direct)    267.20     4.00     3.75
  2 (control)   274.95     4.00     6.50
  0 (direct)    285.45     4.00     5.00
  0 (direct)    294.45     4.00     4.50
  2 (control)   302.95     4.00     6.25
  0 (direct)    313.20     4.00     6.00
  1 (profile)   323.20     4.00     3.50
  1 (profile)   330.70     4.00     4.25
  1 (profile)   338.95     4.00     2.25
  2 (control)   345.20     4.00     1.25
  1 (profile)   350.45     4.00     6.75
  0 (direct)    361.20     4.00     0.00

