-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.25
  1 (profile)    14.45     4.00     7.00
  1 (profile)    25.45     4.00     1.50
  0 (direct)     30.95     4.00     5.25
  1 (profile)    40.20     4.00     1.00
  2 (control)    45.20     4.00     6.25
  1 (profile)    55.45     4.00     5.75
  1 (profile)    65.20     4.00     1.75
  1 (profile)    70.95     4.00     6.25
  0 (direct)     81.20     4.00     2.50
  2 (control)    87.70     4.00     4.25
  2 (control)    95.95     4.00     1.00
  2 (control)   100.95     4.00     2.75
  1 (profile)   107.70     4.00     3.25
  0 (direct)    114.95     4.00     2.75
  0 (direct)    121.70     4.00     6.50
  2 (control)   132.20     4.00     6.75
  0 (direct)    142.95     4.00     2.25
  0 (direct)    149.20     4.00     3.75
  0 (direct)    156.95     4.00     2.00
  2 (control)   162.95     4.00     3.75
  1 (profile)   170.70     4.00     2.25
  0 (direct)    176.95     4.00     6.75
  2 (control)   187.70     4.00     1.75
  2 (control)   193.45     4.00     7.00
  1 (profile)   204.45     4.00     6.00
  0 (direct)    214.45     4.00     3.00
  0 (direct)    221.45     4.00     3.50
  0 (direct)    228.95     4.00     5.00
  1 (profile)   237.95     4.00     1.50
  1 (profile)   243.45     4.00     3.00
  2 (control)   250.45     4.00     2.50
  1 (profile)   256.95     4.00     5.50
  2 (control)   266.45     4.00     4.25
  0 (direct)    274.70     4.00     5.00
  2 (control)   283.70     4.00     4.50
  2 (control)   292.20     4.00     5.50
  2 (control)   301.70     4.00     4.50
  0 (direct)    310.20     4.00     3.50
  2 (control)   317.70     4.00     5.75
  1 (profile)   327.45     4.00     1.25
  1 (profile)   332.70     4.00     4.75
  0 (direct)    341.45     4.00     6.50
  2 (control)   351.95     4.00     5.25
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.75
  2 (control)    15.95     4.00     2.00
  0 (direct)     21.95     4.00     2.75
  2 (control)    28.70     4.00     7.00
  0 (direct)     39.70     4.00     5.00
  1 (profile)    48.70     4.00     2.25
  2 (control)    54.95     4.00     1.00
  1 (profile)    59.95     4.00     1.25
  2 (control)    65.20     4.00     4.50
  1 (profile)    73.70     4.00     6.00
  2 (control)    83.70     4.00     4.25
  1 (profile)    91.95     4.00     5.50
  1 (profile)   101.45     4.00     3.75
  0 (direct)    109.20     4.00     1.50
  2 (control)   114.70     4.00     4.75
  1 (profile)   123.45     4.00     3.00
  1 (profile)   130.45     4.00     4.50
  2 (control)   138.95     4.00     6.25
  0 (direct)    149.20     4.00     5.75
  2 (control)   158.95     4.00     3.50
  0 (direct)    166.45     4.00     7.00
  1 (profile)   177.45     4.00     6.25
  0 (direct)    187.70     4.00     6.50
  0 (direct)    198.20     4.00     1.50
  2 (control)   203.70     4.00     2.50
  0 (direct)    210.20     4.00     5.00
  0 (direct)    219.20     4.00     4.25
  0 (direct)    227.45     4.00     1.25
  2 (control)   232.70     4.00     1.00
  2 (control)   237.70     4.00     5.75
  2 (control)   247.45     4.00     6.50
  1 (profile)   257.95     4.00     3.00
  0 (direct)    264.95     4.00     1.75
  0 (direct)    270.70     4.00     5.25
  2 (control)   279.95     4.00     2.25
  1 (profile)   286.20     4.00     6.75
  2 (control)   296.95     4.00     5.25
  1 (profile)   306.20     4.00     3.50
  1 (profile)   313.70     4.00     3.75
  0 (direct)    321.45     4.00     1.75
  0 (direct)    327.20     4.00     2.50
  1 (profile)   333.70     4.00     3.25
  2 (control)   340.95     4.00     6.75
  1 (profile)   351.70     4.00     5.50
  0 (direct)    361.20     4.00     0.00

