-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     6.50
  0 (direct)     19.70     4.00     1.75
  1 (profile)    25.45     4.00     1.50
  0 (direct)     30.95     4.00     2.00
  1 (profile)    36.95     4.00     3.00
  2 (control)    43.95     4.00     2.75
  2 (control)    50.70     4.00     3.75
  1 (profile)    58.45     4.00     2.50
  1 (profile)    64.95     4.00     3.75
  0 (direct)     72.70     4.00     4.75
  1 (profile)    81.45     4.00     1.00
  0 (direct)     86.45     4.00     3.50
  0 (direct)     93.95     4.00     5.00
  1 (profile)   102.95     4.00     6.25
  1 (profile)   113.20     4.00     7.00
  2 (control)   124.20     4.00     7.00
  1 (profile)   135.20     4.00     3.50
  1 (profile)   142.70     4.00     1.00
  1 (profile)   147.70     4.00     2.25
  2 (control)   153.95     4.00     3.00
  1 (profile)   160.95     4.00     5.25
  0 (direct)    170.20     4.00     5.00
  0 (direct)    179.20     4.00     5.25
  2 (control)   188.45     4.00     5.75
  2 (control)   198.20     4.00     2.75
  0 (direct)    204.95     4.00     6.75
  0 (direct)    215.70     4.00     6.25
  1 (profile)   225.95     4.00     4.25
  2 (control)   234.20     4.00     2.50
  2 (control)   240.70     4.00     5.75
  0 (direct)    250.45     4.00     4.25
  2 (control)   258.70     4.00     1.25
  2 (control)   263.95     4.00     4.50
  2 (control)   272.45     4.00     2.25
  1 (profile)   278.70     4.00     3.25
  1 (profile)   285.95     4.00     5.50
  0 (direct)    295.45     4.00     6.75
  2 (control)   306.20     4.00     1.25
  0 (direct)    311.45     4.00     4.50
  1 (profile)   319.95     4.00     1.50
  0 (direct)    325.45     4.00     6.50
  2 (control)   335.95     4.00     5.50
  0 (direct)    345.45     4.00     6.00
  2 (control)   355.45     4.00     1.75
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.75
  2 (control)    15.95     4.00     3.75
  2 (control)    23.70     4.00     2.25
  0 (direct)     29.95     4.00     5.00
  0 (direct)     38.95     4.00     4.50
  2 (control)    47.45     4.00     1.25
  0 (direct)     52.70     4.00     2.75
  2 (control)    59.45     4.00     2.00
  0 (direct)     65.45     4.00     7.00
  0 (direct)     76.45     4.00     4.50
  1 (profile)    84.95     4.00     1.25
  2 (control)    90.20     4.00     2.50
  1 (profile)    96.70     4.00     3.00
  1 (profile)   103.70     4.00     3.75
  2 (control)   111.45     4.00     6.00
  1 (profile)   121.45     4.00     6.25
  2 (control)   131.70     4.00     5.00
  2 (control)   140.70     4.00     5.75
  2 (control)   150.45     4.00     7.00
  0 (direct)    161.45     4.00     3.50
  0 (direct)    168.95     4.00     5.25
  1 (profile)   178.20     4.00     1.50
  1 (profile)   183.70     4.00     5.50
  0 (direct)    193.20     4.00     6.25
  1 (profile)   203.45     4.00     1.00
  1 (profile)   208.45     4.00     6.50
  1 (profile)   218.95     4.00     1.75
  0 (direct)    224.70     4.00     1.75
  0 (direct)    230.45     4.00     3.00
  1 (profile)   237.45     4.00     5.75
  1 (profile)   247.20     4.00     4.75
  1 (profile)   255.95     4.00     6.50
  2 (control)   266.45     4.00     4.25
  2 (control)   274.70     4.00     5.25
  1 (profile)   283.95     4.00     6.75
  0 (direct)    294.70     4.00     6.75
  2 (control)   305.45     4.00     2.25
  1 (profile)   311.70     4.00     3.50
  2 (control)   319.20     4.00     1.50
  2 (control)   324.70     4.00     2.50
  0 (direct)    331.20     4.00     1.00
  2 (control)   336.20     4.00     5.50
  0 (direct)    345.70     4.00     4.25
  0 (direct)    353.95     4.00     3.25
  1 (profile)   361.20     4.00     0.00

