-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.25
  0 (direct)     14.45     4.00     1.00
  2 (control)    19.45     4.00     7.00
  0 (direct)     30.45     4.00     5.50
  1 (profile)    39.95     4.00     2.75
  1 (profile)    46.70     4.00     1.75
  0 (direct)     52.45     4.00     2.25
  0 (direct)     58.70     4.00     1.00
  0 (direct)     63.70     4.00     3.25
  1 (profile)    70.95     4.00     2.25
  1 (profile)    77.20     4.00     6.25
  0 (direct)     87.45     4.00     6.00
  0 (direct)     97.45     4.00     3.00
  2 (control)   104.45     4.00     3.75
  2 (control)   112.20     4.00     4.75
  2 (control)   120.95     4.00     4.25
  1 (profile)   129.20     4.00     5.00
  2 (control)   138.20     4.00     6.75
  0 (direct)    148.95     4.00     2.50
  0 (direct)    155.45     4.00     3.00
  1 (profile)   162.45     4.00     1.50
  1 (profile)   167.95     4.00     4.50
  2 (control)   176.45     4.00     5.50
  0 (direct)    185.95     4.00     7.00
  1 (profile)   196.95     4.00     4.50
  0 (direct)    205.45     4.00     5.25
  2 (control)   214.70     4.00     2.50
  2 (control)   221.20     4.00     5.00
  0 (direct)    230.20     4.00     5.25
  2 (control)   239.45     4.00     2.00
  2 (control)   245.45     4.00     5.75
  2 (control)   255.20     4.00     6.75
  1 (profile)   265.95     4.00     1.25
  1 (profile)   271.20     4.00     2.75
  1 (profile)   277.95     4.00     3.50
  0 (direct)    285.45     4.00     5.75
  2 (control)   295.20     4.00     6.50
  1 (profile)   305.70     4.00     1.75
  1 (profile)   311.45     4.00     3.75
  0 (direct)    319.20     4.00     1.50
  1 (profile)   324.70     4.00     6.25
  2 (control)   334.95     4.00     3.50
  0 (direct)    342.45     4.00     6.50
  2 (control)   352.95     4.00     4.25
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     5.00
  1 (profile)    18.20     4.00     1.25
  2 (control)    23.45     4.00     3.75
  0 (direct)     31.20     4.00     5.25
  1 (profile)    40.45     4.00     3.75
  2 (control)    48.20     4.00     1.75
  1 (profile)    53.95     4.00     2.75
  1 (profile)    60.70     4.00     1.00
  2 (control)    65.70     4.00     5.75
  2 (control)    75.45     4.00     1.00
  0 (direct)     80.45     4.00     4.25
  1 (profile)    88.70     4.00     4.25
  1 (profile)    96.95     4.00     6.75
  1 (profile)   107.70     4.00     6.00
  2 (control)   117.70     4.00     1.75
  0 (direct)    123.45     4.00     3.00
  2 (control)   130.45     4.00     6.75
  0 (direct)    141.20     4.00     4.50
  0 (direct)    149.70     4.00     2.50
  1 (profile)   156.20     4.00     2.25
  0 (direct)    162.45     4.00     3.50
  1 (profile)   169.95     4.00     5.75
  2 (control)   179.70     4.00     1.50
  2 (control)   185.20     4.00     6.25
  1 (profile)   195.45     4.00     2.25
  2 (control)   201.70     4.00     4.50
  2 (control)   210.20     4.00     5.25
  1 (profile)   219.45     4.00     1.50
  0 (direct)    224.95     4.00     4.75
  0 (direct)    233.70     4.00     5.50
  2 (control)   243.20     4.00     2.00
  0 (direct)    249.20     4.00     6.50
  0 (direct)    259.70     4.00     3.25
  0 (direct)    266.95     4.00     1.25
  2 (control)   272.20     4.00     3.50
  2 (control)   279.70     4.00     7.00
  1 (profile)   290.70     4.00     3.00
  1 (profile)   297.70     4.00     2.75
  0 (direct)    304.45     4.00     5.00
  2 (control)   313.45     4.00     6.50
  0 (direct)    323.95     4.00     5.50
  1 (profile)   333.45     4.00     7.00
  2 (control)   344.45     4.00     6.25
  0 (direct)    354.70     4.00     2.50
  0 (direct)    361.20     4.00     0.00

