-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     4.50
  2 (control)    17.70     4.00     5.25
  1 (profile)    26.95     4.00     5.50
  1 (profile)    36.45     4.00     2.75
  2 (control)    43.20     4.00     1.25
  2 (control)    48.45     4.00     3.00
  0 (direct)     55.45     4.00     1.50
  0 (direct)     60.95     4.00     1.00
  1 (profile)    65.95     4.00     6.00
  1 (profile)    75.95     4.00     6.25
  2 (control)    86.20     4.00     3.50
  1 (profile)    93.70     4.00     5.50
  0 (direct)    103.20     4.00     6.75
  1 (profile)   113.95     4.00     3.25
  0 (direct)    121.20     4.00     5.75
  0 (direct)    130.95     4.00     6.75
  2 (control)   141.70     4.00     1.75
  1 (profile)   147.45     4.00     1.25
  1 (profile)   152.70     4.00     3.75
  2 (control)   160.45     4.00     2.50
  0 (direct)    166.95     4.00     5.25
  2 (control)   176.20     4.00     2.75
  2 (control)   182.95     4.00     1.75
  1 (profile)   188.70     4.00     3.75
  1 (profile)   196.45     4.00     5.00
  0 (direct)    205.45     4.00     4.75
  1 (profile)   214.20     4.00     4.25
  0 (direct)    222.45     4.00     4.25
  0 (direct)    230.70     4.00     5.00
  0 (direct)    239.70     4.00     2.00
  1 (profile)   245.70     4.00     5.75
  2 (control)   255.45     4.00     6.50
  1 (profile)   265.95     4.00     1.00
  1 (profile)   270.95     4.00     6.50
  2 (control)   281.45     4.00     3.50
  2 (control)   288.95     4.00     3.00
  2 (control)   295.95     4.00     2.25
  0 (direct)    302.20     4.00     7.00
  2 (control)   313.20     4.00     1.50
  1 (profile)   318.70     4.00     4.50
  2 (control)   327.20     4.00     2.50
  2 (control)   333.70     4.00     6.25
  0 (direct)    343.95     4.00     7.00
  0 (direct)    354.95     4.00     2.25
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.25
  1 (profile)    14.45     4.00     2.00
  0 (direct)     20.45     4.00     5.00
  1 (profile)    29.45     4.00     2.75
  0 (direct)     36.20     4.00     1.50
  1 (profile)    41.70     4.00     6.50
  1 (profile)    52.20     4.00     1.50
  0 (direct)     57.70     4.00     6.25
  1 (profile)    67.95     4.00     5.50
  2 (control)    77.45     4.00     6.50
  2 (control)    87.95     4.00     1.25
  2 (control)    93.20     4.00     2.50
  0 (direct)     99.70     4.00     5.75
  1 (profile)   109.45     4.00     5.75
  2 (control)   119.20     4.00     7.00
  0 (direct)    130.20     4.00     2.25
  2 (control)   136.45     4.00     2.75
  2 (control)   143.20     4.00     1.00
  2 (control)   148.20     4.00     1.75
  1 (profile)   153.95     4.00     5.25
  1 (profile)   163.20     4.00     1.75
  2 (control)   168.95     4.00     6.00
  0 (direct)    178.95     4.00     6.75
  1 (profile)   189.70     4.00     4.25
  0 (direct)    197.95     4.00     3.75
  0 (direct)    205.70     4.00     5.25
  0 (direct)    214.95     4.00     5.50
  1 (profile)   224.45     4.00     4.50
  1 (profile)   232.95     4.00     3.75
  2 (control)   240.70     4.00     5.00
  0 (direct)    249.70     4.00     6.25
  0 (direct)    259.95     4.00     4.75
  2 (control)   268.70     4.00     3.50
  1 (profile)   276.20     4.00     2.25
  2 (control)   282.45     4.00     4.50
  1 (profile)   290.95     4.00     3.50
  0 (direct)    298.45     4.00     2.50
  2 (control)   304.95     4.00     3.25
  0 (direct)    312.20     4.00     6.75
  1 (profile)   322.95     4.00     3.00
  2 (control)   329.95     4.00     1.00
  0 (direct)    334.95     4.00     7.00
  2 (control)   345.95     4.00     4.25
  1 (profile)   354.20     4.00     3.00
  0 (direct)    361.20     4.00     0.00

