-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     4.50
  1 (profile)    17.70     4.00     2.50
  0 (direct)     24.20     4.00     2.00
  2 (control)    30.20     4.00     1.50
  2 (control)    35.70     4.00     5.50
  1 (profile)    45.20     4.00     3.50
  0 (direct)     52.70     4.00     4.50
  0 (direct)     61.20     4.00     5.25
  0 (direct)     70.45     4.00     3.00
  1 (profile)    77.45     4.00     3.75
  2 (control)    85.20     4.00     6.50
  0 (direct)     95.70     4.00     1.50
  2 (control)   101.20     4.00     6.00
  1 (profile)   111.20     4.00     6.25
  2 (control)   121.45     4.00     7.00
  1 (profile)   132.45     4.00     3.25
  1 (profile)   139.70     4.00     1.75
  1 (profile)   145.45     4.00     5.75
  2 (control)   155.20     4.00     6.25
  0 (direct)    165.45     4.00     7.00
  1 (profile)   176.45     4.00     6.50
  0 (direct)    186.95     4.00     1.25
  0 (direct)    192.20     4.00     5.00
  1 (profile)   201.20     4.00     2.75
  2 (control)   207.95     4.00     4.25
  1 (profile)   216.20     4.00     3.00
  0 (direct)    223.20     4.00     1.25
  2 (control)   228.45     4.00     3.50
  1 (profile)   235.95     4.00     4.75
  0 (direct)    244.70     4.00     2.75
  0 (direct)    251.45     4.00     1.00
  0 (direct)    256.45     4.00     2.50
  2 (control)   262.95     4.00     3.75
  2 (control)   270.70     4.00     5.25
  1 (profile)   279.95     4.00     1.00
  2 (control)   284.95     4.00     5.50
  0 (direct)    294.45     4.00     1.75
  2 (control)   300.20     4.00     6.75
  0 (direct)    310.95     4.00     5.75
  1 (profile)   320.70     4.00     2.25
  2 (control)   326.95     4.00     4.25
  0 (direct)    335.20     4.00     2.25
  1 (profile)   341.45     4.00     5.00
  2 (control)   350.45     4.00     6.75
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.00
  2 (control)    15.20     4.00     2.50
  0 (direct)     21.70     4.00     1.75
  0 (direct)     27.45     4.00     1.25
  2 (control)    32.70     4.00     2.75
  1 (profile)    39.45     4.00     6.75
  0 (direct)     50.20     4.00     5.50
  2 (control)    59.70     4.00     6.50
  0 (direct)     70.20     4.00     1.25
  0 (direct)     75.45     4.00     3.75
  0 (direct)     83.20     4.00     5.25
  1 (profile)    92.45     4.00     7.00
  2 (control)   103.45     4.00     3.00
  2 (control)   110.45     4.00     5.75
  2 (control)   120.20     4.00     2.50
  0 (direct)    126.70     4.00     7.00
  1 (profile)   137.70     4.00     5.50
  2 (control)   147.20     4.00     2.75
  0 (direct)    153.95     4.00     1.00
  2 (control)   158.95     4.00     4.50
  1 (profile)   167.45     4.00     4.25
  1 (profile)   175.70     4.00     3.00
  0 (direct)    182.70     4.00     6.25
  1 (profile)   192.95     4.00     5.00
  2 (control)   201.95     4.00     1.50
  0 (direct)    207.45     4.00     6.50
  2 (control)   217.95     4.00     1.00
  0 (direct)    222.95     4.00     2.25
  1 (profile)   229.20     4.00     6.75
  0 (direct)    239.95     4.00     1.50
  1 (profile)   245.45     4.00     5.25
  2 (control)   254.70     4.00     4.50
  1 (profile)   263.20     4.00     5.00
  0 (direct)    272.20     4.00     1.75
  0 (direct)    277.95     4.00     3.50
  1 (profile)   285.45     4.00     3.50
  2 (control)   292.95     4.00     4.25
  2 (control)   301.20     4.00     3.25
  1 (profile)   308.45     4.00     4.75
  1 (profile)   317.20     4.00     3.75
  1 (profile)   324.95     4.00     6.25
  0 (direct)    335.20     4.00     2.25
  2 (control)   341.45     4.00     6.00
  1 (profile)   351.45     4.00     5.75
  2 (control)   361.20     4.00     0.00

