-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.50
  2 (control)    14.70     4.00     1.00
  2 (control)    19.70     4.00     5.75
  1 (profile)    29.45     4.00     4.75
  1 (profile)    38.20     4.00     2.00
  0 (direct)     44.20     4.00     3.75
  0 (direct)     51.95     4.00     5.25
  2 (control)    61.20     4.00     1.50
  2 (control)    66.70     4.00     7.00
  0 (direct)     77.70     4.00     2.50
  2 (control)    84.20     4.00     4.25
  1 (profile)    92.45     4.00     6.25
  2 (control)   102.70     4.00     3.00
  1 (profile)   109.70     4.00     3.25
  2 (control)   116.95     4.00     4.50
  1 (profile)   125.45     4.00     3.50
  0 (direct)    132.95     4.00     6.75
  0 (direct)    143.70     4.00     6.00
  2 (control)   153.70     4.00     4.25
  1 (profile)   161.95     4.00     6.50
  2 (control)   172.45     4.00     2.75
  0 (direct)    179.20     4.00     6.50
  0 (direct)    189.70     4.00     2.25
  1 (profile)   195.95     4.00     5.00
  2 (control)   204.95     4.00     7.00
  1 (profile)   215.95     4.00     4.50
  1 (profile)   224.45     4.00     3.50
  2 (control)   231.95     4.00     2.25
  0 (direct)    238.20     4.00     5.50
  2 (control)   247.70     4.00     3.75
  1 (profile)   255.45     4.00     2.50
  2 (control)   261.95     4.00     6.25
  1 (profile)   272.20     4.00     6.75
  0 (direct)    282.95     4.00     1.75
  0 (direct)    288.70     4.00     5.25
  2 (control)   297.95     4.00     1.75
  0 (direct)    303.70     4.00     1.25
  0 (direct)    308.95     4.00     3.00
  1 (profile)   315.95     4.00     5.50
  1 (profile)   325.45     4.00     2.75
  0 (direct)    332.20     4.00     5.75
  0 (direct)    341.95     4.00     1.25
  2 (control)   347.20     4.00     5.00
  1 (profile)   356.20     4.00     1.00
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.75
  1 (profile)    15.95     4.00     5.50
  2 (control)    25.45     4.00     2.75
  2 (control)    32.20     4.00     1.00
  0 (direct)     37.20     4.00     1.25
  0 (direct)     42.45     4.00     5.75
  0 (direct)     52.20     4.00     6.25
  2 (control)    62.45     4.00     7.00
  1 (profile)    73.45     4.00     3.00
  1 (profile)    80.45     4.00     2.00
  1 (profile)    86.45     4.00     6.50
  2 (control)    96.95     4.00     5.00
  2 (control)   105.95     4.00     6.75
  2 (control)   116.70     4.00     4.25
  1 (profile)   124.95     4.00     3.75
  2 (control)   132.70     4.00     4.75
  2 (control)   141.45     4.00     6.75
  1 (profile)   152.20     4.00     1.25
  2 (control)   157.45     4.00     2.25
  1 (profile)   163.70     4.00     6.25
  0 (direct)    173.95     4.00     2.50
  0 (direct)    180.45     4.00     5.25
  2 (control)   189.70     4.00     1.75
  0 (direct)    195.45     4.00     1.50
  2 (control)   200.95     4.00     2.50
  2 (control)   207.45     4.00     1.00
  1 (profile)   212.45     4.00     3.75
  1 (profile)   220.20     4.00     6.00
  0 (direct)    230.20     4.00     3.00
  0 (direct)    237.20     4.00     5.00
  1 (profile)   246.20     4.00     6.50
  1 (profile)   256.70     4.00     3.50
  0 (direct)    264.20     4.00     4.50
  1 (profile)   272.70     4.00     7.00
  2 (control)   283.70     4.00     3.50
  0 (direct)    291.20     4.00     4.25
  0 (direct)    299.45     4.00     3.25
  0 (direct)    306.70     4.00     5.75
  2 (control)   316.45     4.00     4.50
  0 (direct)    324.95     4.00     1.50
  0 (direct)    330.45     4.00     1.75
  1 (profile)   336.20     4.00     5.25
  0 (direct)    345.45     4.00     2.25
  1 (profile)   351.70     4.00     5.50
  1 (profile)   361.20     4.00     0.00

