-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     4.50
  2 (control)    17.70     4.00     5.75
  1 (profile)    27.45     4.00     5.00
  0 (direct)     36.45     4.00     5.50
  1 (profile)    45.95     4.00     1.25
  1 (profile)    51.20     4.00     3.25
  2 (control)    58.45     4.00     2.00
  1 (profile)    64.45     4.00     4.25
  2 (control)    72.70     4.00     4.75
  1 (profile)    81.45     4.00     7.00
  0 (direct)     92.45     4.00     3.00
  2 (control)    99.45     4.00     6.75
  0 (direct)    110.20     4.00     7.00
  2 (control)   121.20     4.00     1.75
  1 (profile)   126.95     4.00     2.75
  0 (direct)    133.70     4.00     5.00
  2 (control)   142.70     4.00     3.50
  1 (profile)   150.20     4.00     6.25
  0 (direct)    160.45     4.00     2.50
  2 (control)   166.95     4.00     2.50
  2 (control)   173.45     4.00     1.00
  0 (direct)    178.45     4.00     4.50
  0 (direct)    186.95     4.00     5.75
  2 (control)   196.70     4.00     1.50
  1 (profile)   202.20     4.00     1.75
  1 (profile)   207.95     4.00     5.25
  0 (direct)    217.20     4.00     6.25
  2 (control)   227.45     4.00     4.25
  0 (direct)    235.70     4.00     3.75
  1 (profile)   243.45     4.00     3.00
  0 (direct)    250.45     4.00     2.25
  1 (profile)   256.70     4.00     1.00
  1 (profile)   261.70     4.00     6.75
  2 (control)   272.45     4.00     5.50
  2 (control)   281.95     4.00     2.25
  0 (direct)    288.20     4.00     6.00
  1 (profile)   298.20     4.00     3.50
  2 (control)   305.70     4.00     6.50
  2 (control)   316.20     4.00     2.75
  2 (control)   322.95     4.00     3.75
  0 (direct)    330.70     4.00     6.50
  1 (profile)   341.20     4.00     1.25
  1 (profile)   346.45     4.00     1.50
  0 (direct)    351.95     4.00     5.25
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.25
  1 (profile)    15.45     4.00     1.00
  0 (direct)     20.45     4.00     7.00
  2 (control)    31.45     4.00     1.50
  2 (control)    36.95     4.00     3.00
  1 (profile)    43.95     4.00     6.75
  2 (control)    54.70     4.00     3.50
  0 (direct)     62.20     4.00     1.25
  2 (control)    67.45     4.00     1.25
  2 (control)    72.70     4.00     1.50
  0 (direct)     78.20     4.00     4.25
  1 (profile)    86.45     4.00     3.75
  2 (control)    94.20     4.00     5.50
  1 (profile)   103.70     4.00     3.50
  1 (profile)   111.20     4.00     5.75
  0 (direct)    120.95     4.00     6.00
  1 (profile)   130.95     4.00     2.25
  2 (control)   137.20     4.00     6.50
  0 (direct)    147.70     4.00     5.25
  1 (profile)   156.95     4.00     6.25
  2 (control)   167.20     4.00     3.00
  0 (direct)    174.20     4.00     6.25
  1 (profile)   184.45     4.00     6.50
  2 (control)   194.95     4.00     2.50
  2 (control)   201.45     4.00     5.25
  2 (control)   210.70     4.00     4.50
  1 (profile)   219.20     4.00     1.75
  2 (control)   224.95     4.00     5.00
  0 (direct)    233.95     4.00     3.25
  0 (direct)    241.20     4.00     3.75
  1 (profile)   248.95     4.00     2.50
  0 (direct)    255.45     4.00     1.00
  0 (direct)    260.45     4.00     2.00
  1 (profile)   266.45     4.00     1.75
  2 (control)   272.20     4.00     2.75
  0 (direct)    278.95     4.00     4.75
  0 (direct)    287.70     4.00     4.25
  1 (profile)   295.95     4.00     5.75
  1 (profile)   305.70     4.00     6.75
  0 (direct)    316.45     4.00     5.00
  2 (control)   325.45     4.00     5.50
  1 (profile)   334.95     4.00     7.00
  2 (control)   345.95     4.00     4.50
  0 (direct)    354.45     4.00     2.75
  1 (profile)   361.20     4.00     0.00

