-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     5.00
  0 (direct)     18.20     4.00     3.50
  0 (direct)     25.70     4.00     4.50
  2 (control)    34.20     4.00     2.00
  1 (profile)    40.20     4.00     3.00
  1 (profile)    47.20     4.00     1.25
  0 (direct)     52.45     4.00     4.25
  0 (direct)     60.70     4.00     5.50
  1 (profile)    70.20     4.00     2.75
  1 (profile)    76.95     4.00     2.25
  2 (control)    83.20     4.00     1.00
  2 (control)    88.20     4.00     5.00
  0 (direct)     97.20     4.00     3.00
  2 (control)   104.20     4.00     6.75
  1 (profile)   114.95     4.00     6.50
  2 (control)   125.45     4.00     2.75
  0 (direct)    132.20     4.00     1.00
  1 (profile)   137.20     4.00     6.00
  0 (direct)    147.20     4.00     4.75
  1 (profile)   155.95     4.00     6.25
  1 (profile)   166.20     4.00     4.50
  1 (profile)   174.70     4.00     5.75
  2 (control)   184.45     4.00     5.50
  0 (direct)    193.95     4.00     6.25
  0 (direct)    204.20     4.00     6.50
  1 (profile)   214.70     4.00     3.50
  1 (profile)   222.20     4.00     2.50
  2 (control)   228.70     4.00     5.25
  2 (control)   237.95     4.00     6.75
  1 (profile)   248.70     4.00     3.75
  2 (control)   256.45     4.00     2.25
  0 (direct)    262.70     4.00     1.25
  0 (direct)    267.95     4.00     4.25
  1 (profile)   276.20     4.00     1.75
  0 (direct)    281.95     4.00     2.50
  2 (control)   288.45     4.00     5.75
  2 (control)   298.20     4.00     7.00
  1 (profile)   309.20     4.00     1.75
  2 (control)   314.95     4.00     3.25
  0 (direct)    322.20     4.00     1.50
  2 (control)   327.70     4.00     3.75
  0 (direct)    335.45     4.00     1.50
  1 (profile)   340.95     4.00     5.25
  2 (control)   350.20     4.00     7.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.50
  0 (direct)     14.70     4.00     5.50
  2 (control)    24.20     4.00     1.25
  2 (control)    29.45     4.00     1.50
  1 (profile)    34.95     4.00     7.00
  1 (profile)    45.95     4.00     1.75
  0 (direct)     51.70     4.00     5.75
  0 (direct)     61.45     4.00     6.75
  1 (profile)    72.20     4.00     7.00
  1 (profile)    83.20     4.00     6.25
  1 (profile)    93.45     4.00     3.75
  2 (control)   101.20     4.00     3.75
  0 (direct)    108.95     4.00     4.75
  1 (profile)   117.70     4.00     2.75
  1 (profile)   124.45     4.00     1.25
  0 (direct)    129.70     4.00     4.25
  2 (control)   137.95     4.00     2.00
  0 (direct)    143.95     4.00     4.25
  1 (profile)   152.20     4.00     5.25
  2 (control)   161.45     4.00     6.75
  0 (direct)    172.20     4.00     1.00
  1 (profile)   177.20     4.00     2.25
  2 (control)   183.45     4.00     5.50
  2 (control)   192.95     4.00     3.50
  0 (direct)    200.45     4.00     1.00
  0 (direct)    205.45     4.00     2.50
  2 (control)   211.95     4.00     6.00
  2 (control)   221.95     4.00     3.25
  0 (direct)    229.20     4.00     4.50
  2 (control)   237.70     4.00     2.50
  0 (direct)    244.20     4.00     5.25
  1 (profile)   253.45     4.00     5.00
  0 (direct)    262.45     4.00     3.00
  1 (profile)   269.45     4.00     5.00
  1 (profile)   278.45     4.00     5.75
  2 (control)   288.20     4.00     6.25
  1 (profile)   298.45     4.00     6.50
  1 (profile)   308.95     4.00     2.25
  0 (direct)    315.20     4.00     2.75
  1 (profile)   321.95     4.00     1.75
  0 (direct)    327.70     4.00     4.50
  0 (direct)    336.20     4.00     6.50
  2 (control)   346.70     4.00     3.50
  2 (control)   354.20     4.00     3.00
  2 (control)   361.20     4.00     0.00

