-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     4.25
  2 (control)    17.45     4.00     2.00
  2 (control)    23.45     4.00     1.00
  0 (direct)     28.45     4.00     5.00
  0 (direct)     37.45     4.00     5.75
  1 (profile)    47.20     4.00     6.25
  2 (control)    57.45     4.00     1.00
  1 (profile)    62.45     4.00     1.50
  1 (profile)    67.95     4.00     2.75
  2 (control)    74.70     4.00     1.75
  2 (control)    80.45     4.00     3.00
  0 (direct)     87.45     4.00     6.75
  1 (profile)    98.20     4.00     5.50
  0 (direct)    107.70     4.00     1.75
  1 (profile)   113.45     4.00     1.25
  1 (profile)   118.70     4.00     7.00
  0 (direct)    129.70     4.00     5.25
  0 (direct)    138.95     4.00     2.25
  2 (control)   145.20     4.00     4.50
  1 (profile)   153.70     4.00     4.50
  0 (direct)    162.20     4.00     6.50
  2 (control)   172.70     4.00     6.25
  2 (control)   182.95     4.00     3.00
  0 (direct)    189.95     4.00     2.25
  2 (control)   196.20     4.00     2.50
  2 (control)   202.70     4.00     3.50
  2 (control)   210.20     4.00     5.25
  0 (direct)    219.45     4.00     3.50
  0 (direct)    226.95     4.00     6.75
  1 (profile)   237.70     4.00     1.25
  0 (direct)    242.95     4.00     5.00
  0 (direct)    251.95     4.00     6.00
  1 (profile)   261.95     4.00     4.25
  1 (profile)   270.20     4.00     2.50
  1 (profile)   276.70     4.00     7.00
  2 (control)   287.70     4.00     6.50
  2 (control)   298.20     4.00     3.25
  2 (control)   305.45     4.00     4.75
  1 (profile)   314.20     4.00     1.50
  1 (profile)   319.70     4.00     5.75
  0 (direct)    329.45     4.00     5.50
  1 (profile)   338.95     4.00     3.75
  2 (control)   346.70     4.00     3.75
  0 (direct)    354.45     4.00     2.75
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.50
  2 (control)    14.70     4.00     6.25
  0 (direct)     24.95     4.00     2.50
  2 (control)    31.45     4.00     5.50
  2 (control)    40.95     4.00     3.25
  1 (profile)    48.20     4.00     3.50
  2 (control)    55.70     4.00     6.50
  2 (control)    66.20     4.00     1.25
  2 (control)    71.45     4.00     2.75
  0 (direct)     78.20     4.00     2.00
  2 (control)    84.20     4.00     1.75
  0 (direct)     89.95     4.00     5.25
  2 (control)    99.20     4.00     3.75
  1 (profile)   106.95     4.00     3.50
  0 (direct)    114.45     4.00     5.50
  1 (profile)   123.95     4.00     6.50
  0 (direct)    134.45     4.00     2.50
  0 (direct)    140.95     4.00     6.25
  1 (profile)   151.20     4.00     4.25
  2 (control)   159.45     4.00     2.25
  1 (profile)   165.70     4.00     6.75
  1 (profile)   176.45     4.00     3.00
  0 (direct)    183.45     4.00     5.25
  1 (profile)   192.70     4.00     7.00
  1 (profile)   203.70     4.00     4.75
  1 (profile)   212.45     4.00     6.00
  0 (direct)    222.45     4.00     7.00
  1 (profile)   233.45     4.00     1.25
  2 (control)   238.70     4.00     2.75
  0 (direct)    245.45     4.00     1.00
  1 (profile)   250.45     4.00     4.25
  0 (direct)    258.70     4.00     3.00
  2 (control)   265.70     4.00     2.25
  2 (control)   271.95     4.00     5.75
  2 (control)   281.70     4.00     5.75
  0 (direct)    291.45     4.00     3.75
  0 (direct)    299.20     4.00     1.50
  1 (profile)   304.70     4.00     4.50
  0 (direct)    313.20     4.00     5.00
  2 (control)   322.20     4.00     5.00
  1 (profile)   331.20     4.00     1.00
  1 (profile)   336.20     4.00     4.50
  1 (profile)   344.70     4.00     6.75
  0 (direct)    355.45     4.00     1.75
  2 (control)   361.20     4.00     0.00

