-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.75
  2 (control)    15.95     4.00     5.25
  0 (direct)     25.20     4.00     3.25
  1 (profile)    32.45     4.00     3.50
  1 (profile)    39.95     4.00     1.00
  0 (direct)     44.95     4.00     5.00
  1 (profile)    53.95     4.00     3.00
  0 (direct)     60.95     4.00     2.50
  2 (control)    67.45     4.00     1.25
  0 (direct)     72.70     4.00     4.25
  0 (direct)     80.95     4.00     5.50
  1 (profile)    90.45     4.00     6.25
  1 (profile)   100.70     4.00     1.75
  1 (profile)   106.45     4.00     6.25
  2 (control)   116.70     4.00     3.75
  1 (profile)   124.45     4.00     7.00
  0 (direct)    135.45     4.00     6.75
  0 (direct)    146.20     4.00     5.75
  0 (direct)    155.95     4.00     5.00
  2 (control)   164.95     4.00     4.25
  2 (control)   173.20     4.00     4.50
  2 (control)   181.70     4.00     1.50
  0 (direct)    187.20     4.00     6.75
  0 (direct)    197.95     4.00     5.25
  1 (profile)   207.20     4.00     3.00
  0 (direct)    214.20     4.00     6.50
  1 (profile)   224.70     4.00     1.50
  1 (profile)   230.20     4.00     2.00
  0 (direct)    236.20     4.00     5.75
  2 (control)   245.95     4.00     5.50
  0 (direct)    255.45     4.00     6.50
  2 (control)   265.95     4.00     6.00
  2 (control)   275.95     4.00     2.25
  2 (control)   282.20     4.00     2.75
  1 (profile)   288.95     4.00     1.75
  0 (direct)    294.70     4.00     1.00
  0 (direct)    299.70     4.00     4.75
  1 (profile)   308.45     4.00     4.50
  2 (control)   316.95     4.00     3.50
  1 (profile)   324.45     4.00     1.25
  2 (control)   329.70     4.00     7.00
  1 (profile)   340.70     4.00     2.50
  2 (control)   347.20     4.00     2.25
  2 (control)   353.45     4.00     3.75
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.25
  1 (profile)    15.45     4.00     6.50
  1 (profile)    25.95     4.00     1.75
  1 (profile)    31.70     4.00     4.50
  0 (direct)     40.20     4.00     3.00
  2 (control)    47.20     4.00     6.25
  1 (profile)    57.45     4.00     2.25
  2 (control)    63.70     4.00     4.75
  1 (profile)    72.45     4.00     6.50
  1 (profile)    82.95     4.00     4.25
  0 (direct)     91.20     4.00     3.00
  2 (control)    98.20     4.00     5.50
  0 (direct)    107.70     4.00     6.25
  2 (control)   117.95     4.00     7.00
  0 (direct)    128.95     4.00     2.75
  0 (direct)    135.70     4.00     2.00
  2 (control)   141.70     4.00     1.00
  2 (control)   146.70     4.00     4.50
  1 (profile)   155.20     4.00     3.75
  2 (control)   162.95     4.00     5.00
  2 (control)   171.95     4.00     2.75
  0 (direct)    178.70     4.00     6.00
  0 (direct)    188.70     4.00     3.50
  0 (direct)    196.20     4.00     5.25
  2 (control)   205.45     4.00     6.75
  1 (profile)   216.20     4.00     5.00
  2 (control)   225.20     4.00     5.50
  1 (profile)   234.70     4.00     2.50
  1 (profile)   241.20     4.00     3.50
  1 (profile)   248.70     4.00     1.25
  0 (direct)    253.95     4.00     1.75
  1 (profile)   259.70     4.00     5.75
  2 (control)   269.45     4.00     1.50
  2 (control)   274.95     4.00     6.75
  0 (direct)    285.70     4.00     7.00
  1 (profile)   296.70     4.00     2.50
  0 (direct)    303.20     4.00     3.25
  0 (direct)    310.45     4.00     1.50
  1 (profile)   315.95     4.00     1.25
  1 (profile)   321.20     4.00     3.75
  0 (direct)    328.95     4.00     1.00
  0 (direct)    333.95     4.00     5.75
  2 (control)   343.70     4.00     5.25
  0 (direct)    352.95     4.00     4.25
  2 (control)   361.20     4.00     0.00

