-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.50
  1 (profile)    16.70     4.00     6.00
  0 (direct)     26.70     4.00     1.50
  0 (direct)     32.20     4.00     6.50
  1 (profile)    42.70     4.00     6.25
  2 (control)    52.95     4.00     2.00
  1 (profile)    58.95     4.00     6.75
  2 (control)    69.70     4.00     2.75
  2 (control)    76.45     4.00     1.25
  0 (direct)     81.70     4.00     1.00
  1 (profile)    86.70     4.00     1.25
  1 (profile)    91.95     4.00     5.75
  2 (control)   101.70     4.00     5.25
  2 (control)   110.95     4.00     3.00
  0 (direct)    117.95     4.00     4.50
  2 (control)   126.45     4.00     3.75
  1 (profile)   134.20     4.00     5.50
  1 (profile)   143.70     4.00     5.00
  0 (direct)    152.70     4.00     5.75
  1 (profile)   162.45     4.00     6.50
  1 (profile)   172.95     4.00     5.00
  1 (profile)   181.95     4.00     1.00
  2 (control)   186.95     4.00     4.75
  0 (direct)    195.70     4.00     7.00
  0 (direct)    206.70     4.00     2.25
  1 (profile)   212.95     4.00     6.25
  2 (control)   223.20     4.00     2.25
  0 (direct)    229.45     4.00     4.50
  2 (control)   237.95     4.00     2.50
  0 (direct)    244.45     4.00     1.75
  1 (profile)   250.20     4.00     3.25
  0 (direct)    257.45     4.00     3.00
  1 (profile)   264.45     4.00     6.75
  0 (direct)    275.20     4.00     2.50
  2 (control)   281.70     4.00     3.50
  1 (profile)   289.20     4.00     1.75
  1 (profile)   294.95     4.00     1.50
  2 (control)   300.45     4.00     2.75
  2 (control)   307.20     4.00     3.75
  0 (direct)    314.95     4.00     5.50
  2 (control)   324.45     4.00     7.00
  0 (direct)    335.45     4.00     4.25
  2 (control)   343.70     4.00     4.25
  0 (direct)    351.95     4.00     5.25
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.50
  0 (direct)     15.70     4.00     3.50
  0 (direct)     23.20     4.00     2.50
  0 (direct)     29.70     4.00     6.50
  1 (profile)    40.20     4.00     1.25
  2 (control)    45.45     4.00     1.75
  0 (direct)     51.20     4.00     3.75
  2 (control)    58.95     4.00     6.25
  2 (control)    69.20     4.00     5.75
  1 (profile)    78.95     4.00     4.50
  0 (direct)     87.45     4.00     2.25
  0 (direct)     93.70     4.00     6.00
  2 (control)   103.70     4.00     4.50
  2 (control)   112.20     4.00     3.00
  1 (profile)   119.20     4.00     5.00
  2 (control)   128.20     4.00     2.75
  2 (control)   134.95     4.00     1.50
  1 (profile)   140.45     4.00     7.00
  1 (profile)   151.45     4.00     3.00
  2 (control)   158.45     4.00     4.25
  0 (direct)    166.70     4.00     6.25
  0 (direct)    176.95     4.00     5.50
  2 (control)   186.45     4.00     5.00
  0 (direct)    195.45     4.00     2.25
  0 (direct)    201.70     4.00     2.00
  2 (control)   207.70     4.00     4.25
  1 (profile)   215.95     4.00     3.50
  0 (direct)    223.45     4.00     1.75
  0 (direct)    229.20     4.00     5.25
  2 (control)   238.45     4.00     1.00
  2 (control)   243.45     4.00     6.75
  1 (profile)   254.20     4.00     6.75
  1 (profile)   264.95     4.00     6.50
  1 (profile)   275.45     4.00     5.75
  0 (direct)    285.20     4.00     3.25
  1 (profile)   292.45     4.00     5.25
  2 (control)   301.70     4.00     1.25
  2 (control)   306.95     4.00     1.50
  1 (profile)   312.45     4.00     4.75
  1 (profile)   321.20     4.00     2.75
  1 (profile)   327.95     4.00     3.75
  0 (direct)    335.70     4.00     1.00
  0 (direct)    340.70     4.00     5.50
  1 (profile)   350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

