-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     3.50
  1 (profile)    16.70     4.00     2.75
  2 (control)    23.45     4.00     3.00
  1 (profile)    30.45     4.00     5.00
  1 (profile)    39.45     4.00     1.25
  2 (control)    44.70     4.00     2.00
  2 (control)    50.70     4.00     4.50
  1 (profile)    59.20     4.00     4.50
  1 (profile)    67.70     4.00     5.75
  2 (control)    77.45     4.00     1.50
  2 (control)    82.95     4.00     1.00
  1 (profile)    87.95     4.00     5.75
  2 (control)    97.70     4.00     4.25
  2 (control)   105.95     4.00     6.50
  0 (direct)    116.45     4.00     6.75
  1 (profile)   127.20     4.00     1.75
  0 (direct)    132.95     4.00     6.25
  2 (control)   143.20     4.00     2.75
  1 (profile)   149.95     4.00     3.75
  2 (control)   157.70     4.00     7.00
  0 (direct)    168.70     4.00     6.50
  0 (direct)    179.20     4.00     3.00
  1 (profile)   186.20     4.00     2.50
  0 (direct)    192.70     4.00     5.50
  2 (control)   202.20     4.00     3.25
  0 (direct)    209.45     4.00     7.00
  1 (profile)   220.45     4.00     2.25
  1 (profile)   226.70     4.00     1.00
  2 (control)   231.70     4.00     1.50
  1 (profile)   237.20     4.00     5.25
  2 (control)   246.45     4.00     3.75
  1 (profile)   254.20     4.00     1.25
  0 (direct)    259.45     4.00     4.25
  0 (direct)    267.70     4.00     6.00
  2 (control)   277.70     4.00     2.50
  2 (control)   284.20     4.00     3.50
  0 (direct)    291.70     4.00     4.75
  0 (direct)    300.45     4.00     6.75
  0 (direct)    311.20     4.00     5.50
  1 (profile)   320.70     4.00     5.00
  0 (direct)    329.70     4.00     2.25
  0 (direct)    335.95     4.00     6.25
  2 (control)   346.20     4.00     1.75
  1 (profile)   351.95     4.00     5.25
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     3.75
  2 (control)    16.95     4.00     1.00
  0 (direct)     21.95     4.00     3.00
  2 (control)    28.95     4.00     6.00
  2 (control)    38.95     4.00     7.00
  0 (direct)     49.95     4.00     1.50
  1 (profile)    55.45     4.00     6.75
  0 (direct)     66.20     4.00     1.25
  0 (direct)     71.45     4.00     7.00
  2 (control)    82.45     4.00     5.25
  1 (profile)    91.70     4.00     3.75
  2 (control)    99.45     4.00     3.50
  1 (profile)   106.95     4.00     1.00
  2 (control)   111.95     4.00     6.25
  2 (control)   122.20     4.00     5.50
  2 (control)   131.70     4.00     6.75
  0 (direct)    142.45     4.00     4.50
  0 (direct)    150.95     4.00     2.25
  0 (direct)    157.20     4.00     5.75
  1 (profile)   166.95     4.00     5.00
  2 (control)   175.95     4.00     1.25
  1 (profile)   181.20     4.00     1.75
  1 (profile)   186.95     4.00     2.00
  1 (profile)   192.95     4.00     4.25
  2 (control)   201.20     4.00     1.50
  1 (profile)   206.70     4.00     3.50
  1 (profile)   214.20     4.00     5.00
  1 (profile)   223.20     4.00     3.00
  0 (direct)    230.20     4.00     6.25
  2 (control)   240.45     4.00     5.50
  2 (control)   249.95     4.00     1.75
  0 (direct)    255.70     4.00     6.50
  1 (profile)   266.20     4.00     2.50
  1 (profile)   272.70     4.00     5.75
  1 (profile)   282.45     4.00     4.75
  2 (control)   291.20     4.00     2.25
  0 (direct)    297.45     4.00     4.50
  0 (direct)    305.95     4.00     6.50
  0 (direct)    316.45     4.00     2.50
  2 (control)   322.95     4.00     3.25
  2 (control)   330.20     4.00     2.75
  0 (direct)    336.95     4.00     2.75
  0 (direct)    343.70     4.00     5.25
  1 (profile)   352.95     4.00     4.25
  1 (profile)   361.20     4.00     0.00

