-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.00
  0 (direct)     16.20     4.00     3.75
  1 (profile)    23.95     4.00     2.50
  1 (profile)    30.45     4.00     6.50
  2 (control)    40.95     4.00     1.25
  2 (control)    46.20     4.00     4.50
  1 (profile)    54.70     4.00     2.25
  2 (control)    60.95     4.00     2.75
  2 (control)    67.70     4.00     2.75
  2 (control)    74.45     4.00     6.25
  0 (direct)     84.70     4.00     1.25
  2 (control)    89.95     4.00     1.50
  2 (control)    95.45     4.00     2.25
  1 (profile)   101.70     4.00     5.00
  1 (profile)   110.70     4.00     4.25
  0 (direct)    118.95     4.00     4.75
  0 (direct)    127.70     4.00     6.00
  2 (control)   137.70     4.00     1.00
  1 (profile)   142.70     4.00     3.25
  1 (profile)   149.95     4.00     3.50
  0 (direct)    157.45     4.00     6.50
  1 (profile)   167.95     4.00     5.00
  1 (profile)   176.95     4.00     7.00
  0 (direct)    187.95     4.00     5.75
  1 (profile)   197.70     4.00     4.25
  1 (profile)   205.95     4.00     2.00
  2 (control)   211.95     4.00     2.50
  0 (direct)    218.45     4.00     1.75
  2 (control)   224.20     4.00     1.00
  0 (direct)    229.20     4.00     6.75
  0 (direct)    239.95     4.00     6.75
  2 (control)   250.70     4.00     5.25
  2 (control)   259.95     4.00     5.50
  2 (control)   269.45     4.00     1.75
  0 (direct)    275.20     4.00     5.75
  2 (control)   284.95     4.00     5.25
  2 (control)   294.20     4.00     3.75
  0 (direct)    301.95     4.00     1.50
  1 (profile)   307.45     4.00     7.00
  0 (direct)    318.45     4.00     3.50
  0 (direct)    325.95     4.00     3.00
  1 (profile)   332.95     4.00     4.50
  1 (profile)   341.45     4.00     5.50
  0 (direct)    350.95     4.00     6.25
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     5.25
  0 (direct)     18.45     4.00     1.75
  2 (control)    24.20     4.00     2.75
  2 (control)    30.95     4.00     2.50
  0 (direct)     37.45     4.00     4.75
  1 (profile)    46.20     4.00     1.00
  1 (profile)    51.20     4.00     2.50
  0 (direct)     57.70     4.00     2.00
  0 (direct)     63.70     4.00     1.75
  2 (control)    69.45     4.00     6.75
  2 (control)    80.20     4.00     6.50
  0 (direct)     90.70     4.00     3.50
  1 (profile)    98.20     4.00     3.00
  0 (direct)    105.20     4.00     5.75
  1 (profile)   114.95     4.00     5.00
  1 (profile)   123.95     4.00     3.50
  2 (control)   131.45     4.00     3.25
  0 (direct)    138.70     4.00     4.25
  2 (control)   146.95     4.00     5.50
  2 (control)   156.45     4.00     2.25
  0 (direct)    162.70     4.00     6.00
  0 (direct)    172.70     4.00     7.00
  2 (control)   183.70     4.00     6.75
  1 (profile)   194.45     4.00     4.25
  1 (profile)   202.70     4.00     1.50
  2 (control)   208.20     4.00     5.50
  2 (control)   217.70     4.00     6.50
  2 (control)   228.20     4.00     5.75
  1 (profile)   237.95     4.00     7.00
  0 (direct)    248.95     4.00     1.25
  1 (profile)   254.20     4.00     2.75
  1 (profile)   260.95     4.00     5.00
  1 (profile)   269.95     4.00     6.25
  0 (direct)    280.20     4.00     4.50
  0 (direct)    288.70     4.00     2.25
  0 (direct)    294.95     4.00     3.75
  1 (profile)   302.70     4.00     1.25
  1 (profile)   307.95     4.00     4.50
  2 (control)   316.45     4.00     6.25
  2 (control)   326.70     4.00     3.00
  0 (direct)    333.70     4.00     5.25
  2 (control)   342.95     4.00     1.00
  0 (direct)    347.95     4.00     1.50
  1 (profile)   353.45     4.00     3.75
  2 (control)   361.20     4.00     0.00

