-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  1 (profile)    14.70     4.00     1.00
  1 (profile)    19.70     4.00     1.75
  2 (control)    25.45     4.00     1.00
  0 (direct)     30.45     4.00     1.50
  2 (control)    35.95     4.00     5.75
  1 (profile)    45.70     4.00     4.25
  2 (control)    53.95     4.00     5.50
  0 (direct)     63.45     4.00     4.75
  1 (profile)    72.20     4.00     3.75
  2 (control)    79.95     4.00     4.50
  1 (profile)    88.45     4.00     2.25
  1 (profile)    94.70     4.00     4.25
  2 (control)   102.95     4.00     7.00
  0 (direct)    113.95     4.00     4.50
  2 (control)   122.45     4.00     2.50
  0 (direct)    128.95     4.00     3.50
  0 (direct)    136.45     4.00     3.75
  2 (control)   144.20     4.00     6.25
  0 (direct)    154.45     4.00     5.50
  1 (profile)   163.95     4.00     6.25
  1 (profile)   174.20     4.00     5.25
  1 (profile)   183.45     4.00     1.75
  0 (direct)    189.20     4.00     6.50
  0 (direct)    199.70     4.00     1.25
  1 (profile)   204.95     4.00     6.00
  0 (direct)    214.95     4.00     5.00
  0 (direct)    223.95     4.00     6.75
  2 (control)   234.70     4.00     3.00
  0 (direct)    241.70     4.00     5.25
  2 (control)   250.95     4.00     2.75
  2 (control)   257.70     4.00     5.00
  1 (profile)   266.70     4.00     3.50
  2 (control)   274.20     4.00     2.75
  2 (control)   280.95     4.00     6.75
  2 (control)   291.70     4.00     1.25
  0 (direct)    296.95     4.00     2.50
  1 (profile)   303.45     4.00     3.25
  0 (direct)    310.70     4.00     2.00
  1 (profile)   316.70     4.00     2.25
  1 (profile)   322.95     4.00     3.00
  0 (direct)    329.95     4.00     5.75
  2 (control)   339.70     4.00     6.50
  0 (direct)    350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     6.00
  0 (direct)     19.20     4.00     1.25
  2 (control)    24.45     4.00     1.00
  2 (control)    29.45     4.00     6.75
  2 (control)    40.20     4.00     3.50
  1 (profile)    47.70     4.00     5.00
  0 (direct)     56.70     4.00     7.00
  0 (direct)     67.70     4.00     6.50
  1 (profile)    78.20     4.00     1.50
  0 (direct)     83.70     4.00     4.50
  0 (direct)     92.20     4.00     4.25
  1 (profile)   100.45     4.00     5.25
  1 (profile)   109.70     4.00     3.50
  1 (profile)   117.20     4.00     6.25
  2 (control)   127.45     4.00     1.25
  0 (direct)    132.70     4.00     1.50
  2 (control)   138.20     4.00     2.50
  0 (direct)    144.70     4.00     5.75
  2 (control)   154.45     4.00     5.75
  0 (direct)    164.20     4.00     2.75
  1 (profile)   170.95     4.00     1.75
  1 (profile)   176.70     4.00     4.25
  1 (profile)   184.95     4.00     7.00
  2 (control)   195.95     4.00     6.75
  1 (profile)   206.70     4.00     4.75
  2 (control)   215.45     4.00     3.75
  1 (profile)   223.20     4.00     2.00
  1 (profile)   229.20     4.00     6.25
  1 (profile)   239.45     4.00     2.25
  0 (direct)    245.70     4.00     3.00
  0 (direct)    252.70     4.00     5.50
  2 (control)   262.20     4.00     2.25
  2 (control)   268.45     4.00     3.75
  1 (profile)   276.20     4.00     5.50
  2 (control)   285.70     4.00     3.25
  0 (direct)    292.95     4.00     2.50
  2 (control)   299.45     4.00     2.75
  0 (direct)    306.20     4.00     4.50
  1 (profile)   314.70     4.00     1.00
  2 (control)   319.70     4.00     5.00
  2 (control)   328.70     4.00     5.25
  2 (control)   337.95     4.00     6.50
  0 (direct)    348.45     4.00     3.00
  0 (direct)    355.45     4.00     1.75
  0 (direct)    361.20     4.00     0.00

