-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.25
  0 (direct)     14.45     4.00     1.50
  2 (control)    19.95     4.00     6.75
  2 (control)    30.70     4.00     3.75
  1 (profile)    38.45     4.00     2.25
  0 (direct)     44.70     4.00     1.25
  1 (profile)    49.95     4.00     6.00
  1 (profile)    59.95     4.00     6.50
  0 (direct)     70.45     4.00     5.25
  2 (control)    79.70     4.00     2.75
  1 (profile)    86.45     4.00     1.50
  1 (profile)    91.95     4.00     3.75
  2 (control)    99.70     4.00     2.25
  2 (control)   105.95     4.00     4.75
  0 (direct)    114.70     4.00     5.00
  0 (direct)    123.70     4.00     3.50
  2 (control)   131.20     4.00     6.25
  0 (direct)    141.45     4.00     6.25
  0 (direct)    151.70     4.00     7.00
  1 (profile)   162.70     4.00     2.00
  2 (control)   168.70     4.00     2.50
  1 (profile)   175.20     4.00     1.00
  0 (direct)    180.20     4.00     1.75
  0 (direct)    185.95     4.00     6.75
  2 (control)   196.70     4.00     5.75
  0 (direct)    206.45     4.00     5.50
  1 (profile)   215.95     4.00     5.00
  2 (control)   224.95     4.00     6.50
  1 (profile)   235.45     4.00     4.25
  0 (direct)    243.70     4.00     4.25
  1 (profile)   251.95     4.00     3.50
  0 (direct)    259.45     4.00     5.75
  1 (profile)   269.20     4.00     3.25
  1 (profile)   276.45     4.00     1.75
  0 (direct)    282.20     4.00     3.00
  2 (control)   289.20     4.00     2.50
  2 (control)   295.70     4.00     5.50
  1 (profile)   305.20     4.00     2.75
  1 (profile)   311.95     4.00     5.25
  2 (control)   321.20     4.00     7.00
  1 (profile)   332.20     4.00     4.50
  0 (direct)    340.70     4.00     3.00
  2 (control)   347.70     4.00     4.50
  2 (control)   356.20     4.00     1.00
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.50
  2 (control)    15.70     4.00     2.00
  2 (control)    21.70     4.00     3.50
  0 (direct)     29.20     4.00     3.00
  2 (control)    36.20     4.00     3.25
  2 (control)    43.45     4.00     2.75
  1 (profile)    50.20     4.00     5.25
  1 (profile)    59.45     4.00     5.25
  0 (direct)     68.70     4.00     6.50
  2 (control)    79.20     4.00     1.50
  0 (direct)     84.70     4.00     5.00
  1 (profile)    93.70     4.00     5.50
  1 (profile)   103.20     4.00     5.75
  2 (control)   112.95     4.00     5.00
  2 (control)   121.95     4.00     2.50
  2 (control)   128.45     4.00     2.25
  1 (profile)   134.70     4.00     6.25
  0 (direct)    144.95     4.00     2.75
  0 (direct)    151.70     4.00     1.25
  1 (profile)   156.95     4.00     3.50
  1 (profile)   164.45     4.00     4.25
  0 (direct)    172.70     4.00     6.00
  0 (direct)    182.70     4.00     3.75
  1 (profile)   190.45     4.00     4.25
  1 (profile)   198.70     4.00     7.00
  0 (direct)    209.70     4.00     1.00
  0 (direct)    214.70     4.00     1.75
  2 (control)   220.45     4.00     1.50
  2 (control)   225.95     4.00     1.00
  0 (direct)    230.95     4.00     4.50
  2 (control)   239.45     4.00     1.75
  0 (direct)    245.20     4.00     3.00
  1 (profile)   252.20     4.00     1.25
  1 (profile)   257.45     4.00     5.50
  2 (control)   266.95     4.00     6.50
  0 (direct)    277.45     4.00     3.75
  0 (direct)    285.20     4.00     6.75
  2 (control)   295.95     4.00     6.25
  0 (direct)    306.20     4.00     2.25
  1 (profile)   312.45     4.00     6.75
  2 (control)   323.20     4.00     4.50
  1 (profile)   331.70     4.00     5.75
  1 (profile)   341.45     4.00     4.75
  0 (direct)    350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

