-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.25
  2 (control)    15.45     4.00     4.50
  1 (profile)    23.95     4.00     4.25
  2 (control)    32.20     4.00     1.25
  1 (profile)    37.45     4.00     1.75
  0 (direct)     43.20     4.00     1.00
  0 (direct)     48.20     4.00     1.50
  2 (control)    53.70     4.00     2.25
  0 (direct)     59.95     4.00     2.50
  0 (direct)     66.45     4.00     3.75
  0 (direct)     74.20     4.00     5.25
  2 (control)    83.45     4.00     6.00
  1 (profile)    93.45     4.00     1.50
  1 (profile)    98.95     4.00     3.25
  0 (direct)    106.20     4.00     2.75
  2 (control)   112.95     4.00     6.50
  1 (profile)   123.45     4.00     6.25
  2 (control)   133.70     4.00     5.50
  0 (direct)    143.20     4.00     5.00
  1 (profile)   152.20     4.00     5.75
  2 (control)   161.95     4.00     5.50
  0 (direct)    171.45     4.00     7.00
  1 (profile)   182.45     4.00     5.25
  2 (control)   191.70     4.00     6.50
  2 (control)   202.20     4.00     2.00
  0 (direct)    208.20     4.00     5.00
  1 (profile)   217.20     4.00     3.75
  1 (profile)   224.95     4.00     1.25
  0 (direct)    230.20     4.00     6.25
  0 (direct)    240.45     4.00     6.75
  2 (control)   251.20     4.00     4.25
  0 (direct)    259.45     4.00     3.00
  1 (profile)   266.45     4.00     3.50
  2 (control)   273.95     4.00     4.75
  2 (control)   282.70     4.00     2.75
  2 (control)   289.45     4.00     3.50
  1 (profile)   296.95     4.00     7.00
  1 (profile)   307.95     4.00     6.75
  0 (direct)    318.70     4.00     1.75
  1 (profile)   324.45     4.00     2.50
  1 (profile)   330.95     4.00     5.75
  1 (profile)   340.70     4.00     3.00
  0 (direct)    347.70     4.00     1.00
  0 (direct)    352.70     4.00     4.50
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     3.50
  0 (direct)     16.70     4.00     6.25
  2 (control)    26.95     4.00     3.75
  1 (profile)    34.70     4.00     2.25
  0 (direct)     40.95     4.00     7.00
  1 (profile)    51.95     4.00     3.00
  2 (control)    58.95     4.00     5.50
  1 (profile)    68.45     4.00     3.50
  1 (profile)    75.95     4.00     5.00
  2 (control)    84.95     4.00     6.50
  1 (profile)    95.45     4.00     6.50
  2 (control)   105.95     4.00     3.75
  0 (direct)    113.70     4.00     2.75
  0 (direct)    120.45     4.00     3.00
  0 (direct)    127.45     4.00     5.50
  2 (control)   136.95     4.00     1.25
  2 (control)   142.20     4.00     6.25
  0 (direct)    152.45     4.00     4.75
  0 (direct)    161.20     4.00     1.00
  1 (profile)   166.20     4.00     5.25
  1 (profile)   175.45     4.00     2.75
  0 (direct)    182.20     4.00     2.00
  2 (control)   188.20     4.00     6.75
  2 (control)   198.95     4.00     5.75
  2 (control)   208.70     4.00     6.75
  1 (profile)   219.45     4.00     3.25
  2 (control)   226.70     4.00     2.50
  2 (control)   233.20     4.00     6.00
  1 (profile)   243.20     4.00     1.75
  2 (control)   248.95     4.00     4.25
  2 (control)   257.20     4.00     4.25
  1 (profile)   265.45     4.00     1.50
  1 (profile)   270.95     4.00     5.25
  0 (direct)    280.20     4.00     1.50
  1 (profile)   285.70     4.00     7.00
  0 (direct)    296.70     4.00     4.50
  2 (control)   305.20     4.00     1.25
  0 (direct)    310.45     4.00     1.00
  0 (direct)    315.45     4.00     2.25
  0 (direct)    321.70     4.00     5.75
  1 (profile)   331.45     4.00     2.50
  1 (profile)   337.95     4.00     1.75
  2 (control)   343.70     4.00     4.50
  1 (profile)   352.20     4.00     5.00
  0 (direct)    361.20     4.00     0.00

