-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     6.75
  2 (control)    19.95     4.00     5.00
  1 (profile)    28.95     4.00     3.50
  1 (profile)    36.45     4.00     1.00
  0 (direct)     41.45     4.00     2.75
  1 (profile)    48.20     4.00     1.75
  0 (direct)     53.95     4.00     6.75
  0 (direct)     64.70     4.00     2.25
  2 (control)    70.95     4.00     1.50
  1 (profile)    76.45     4.00     2.75
  0 (direct)     83.20     4.00     3.75
  0 (direct)     90.95     4.00     6.25
  1 (profile)   101.20     4.00     4.25
  2 (control)   109.45     4.00     4.75
  1 (profile)   118.20     4.00     7.00
  1 (profile)   129.20     4.00     5.50
  0 (direct)    138.70     4.00     4.25
  2 (control)   146.95     4.00     5.50
  1 (profile)   156.45     4.00     6.50
  2 (control)   166.95     4.00     2.50
  2 (control)   173.45     4.00     1.00
  2 (control)   178.45     4.00     5.75
  1 (profile)   188.20     4.00     2.00
  2 (control)   194.20     4.00     3.50
  2 (control)   201.70     4.00     6.25
  0 (direct)    211.95     4.00     6.50
  0 (direct)    222.45     4.00     3.00
  2 (control)   229.45     4.00     7.00
  1 (profile)   240.45     4.00     6.00
  1 (profile)   250.45     4.00     4.50
  2 (control)   258.95     4.00     1.75
  1 (profile)   264.70     4.00     3.75
  2 (control)   272.45     4.00     1.25
  0 (direct)    277.70     4.00     5.25
  1 (profile)   286.95     4.00     5.00
  0 (direct)    295.95     4.00     2.50
  0 (direct)    302.45     4.00     3.25
  1 (profile)   309.70     4.00     4.50
  2 (control)   318.20     4.00     2.25
  2 (control)   324.45     4.00     1.25
  2 (control)   329.70     4.00     5.25
  0 (direct)    338.95     4.00     3.00
  0 (direct)    345.95     4.00     1.50
  0 (direct)    351.45     4.00     5.75
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.25
  2 (control)    15.45     4.00     1.00
  2 (control)    20.45     4.00     1.50
  2 (control)    25.95     4.00     5.50
  0 (direct)     35.45     4.00     3.50
  2 (control)    42.95     4.00     7.00
  0 (direct)     53.95     4.00     1.75
  2 (control)    59.70     4.00     5.50
  1 (profile)    69.20     4.00     2.75
  2 (control)    75.95     4.00     6.75
  0 (direct)     86.70     4.00     3.75
  1 (profile)    94.45     4.00     4.25
  1 (profile)   102.70     4.00     5.00
  0 (direct)    111.70     4.00     6.25
  0 (direct)    121.95     4.00     5.00
  0 (direct)    130.95     4.00     5.75
  1 (profile)   140.70     4.00     3.25
  1 (profile)   147.95     4.00     7.00
  2 (control)   158.95     4.00     1.00
  0 (direct)    163.95     4.00     6.00
  1 (profile)   173.95     4.00     1.75
  0 (direct)    179.70     4.00     6.75
  1 (profile)   190.45     4.00     1.25
  0 (direct)    195.70     4.00     4.50
  2 (control)   204.20     4.00     2.50
  2 (control)   210.70     4.00     6.25
  0 (direct)    220.95     4.00     5.75
  2 (control)   230.70     4.00     6.50
  1 (profile)   241.20     4.00     3.50
  1 (profile)   248.70     4.00     1.50
  2 (control)   254.20     4.00     2.50
  0 (direct)    260.70     4.00     3.00
  1 (profile)   267.70     4.00     1.25
  0 (direct)    272.95     4.00     3.75
  2 (control)   280.70     4.00     5.25
  1 (profile)   289.95     4.00     5.25
  0 (direct)    299.20     4.00     2.25
  0 (direct)    305.45     4.00     4.50
  1 (profile)   313.95     4.00     3.00
  1 (profile)   320.95     4.00     4.25
  2 (control)   329.20     4.00     2.75
  0 (direct)    335.95     4.00     4.75
  1 (profile)   344.70     4.00     6.50
  2 (control)   355.20     4.00     2.00
  2 (control)   361.20     4.00     0.00

