-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.25
  2 (control)    14.45     4.00     2.50
  2 (control)    20.95     4.00     1.00
  2 (control)    25.95     4.00     5.25
  1 (profile)    35.20     4.00     2.25
  1 (profile)    41.45     4.00     1.75
  1 (profile)    47.20     4.00     4.25
  0 (direct)     55.45     4.00     4.50
  0 (direct)     63.95     4.00     3.25
  0 (direct)     71.20     4.00     5.00
  2 (control)    80.20     4.00     5.75
  0 (direct)     89.95     4.00     2.00
  1 (profile)    95.95     4.00     3.75
  2 (control)   103.70     4.00     1.00
  2 (control)   108.70     4.00     4.75
  0 (direct)    117.45     4.00     3.00
  0 (direct)    124.45     4.00     1.50
  2 (control)   129.95     4.00     2.75
  2 (control)   136.70     4.00     6.00
  1 (profile)   146.70     4.00     6.50
  1 (profile)   157.20     4.00     4.50
  0 (direct)    165.70     4.00     3.75
  2 (control)   173.45     4.00     6.25
  2 (control)   183.70     4.00     5.50
  0 (direct)    193.20     4.00     1.75
  0 (direct)    198.95     4.00     4.25
  0 (direct)    207.20     4.00     3.50
  1 (profile)   214.70     4.00     5.50
  1 (profile)   224.20     4.00     7.00
  2 (control)   235.20     4.00     7.00
  2 (control)   246.20     4.00     5.75
  1 (profile)   255.95     4.00     2.25
  0 (direct)    262.20     4.00     6.75
  1 (profile)   272.95     4.00     1.50
  2 (control)   278.45     4.00     1.25
  1 (profile)   283.70     4.00     6.75
  1 (profile)   294.45     4.00     2.75
  0 (direct)    301.20     4.00     3.50
  0 (direct)    308.70     4.00     6.25
  1 (profile)   318.95     4.00     3.00
  0 (direct)    325.95     4.00     2.50
  2 (control)   332.45     4.00     5.00
  1 (profile)   341.45     4.00     6.50
  0 (direct)    351.95     4.00     5.25
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     5.50
  0 (direct)     18.70     4.00     1.25
  2 (control)    23.95     4.00     4.25
  1 (profile)    32.20     4.00     2.75
  0 (direct)     38.95     4.00     5.50
  0 (direct)     48.45     4.00     1.50
  0 (direct)     53.95     4.00     1.00
  1 (profile)    58.95     4.00     3.50
  1 (profile)    66.45     4.00     4.50
  1 (profile)    74.95     4.00     2.50
  2 (control)    81.45     4.00     3.75
  2 (control)    89.20     4.00     1.75
  1 (profile)    94.95     4.00     1.75
  0 (direct)    100.70     4.00     3.50
  2 (control)   108.20     4.00     2.50
  1 (profile)   114.70     4.00     6.50
  2 (control)   125.20     4.00     4.75
  1 (profile)   133.95     4.00     5.00
  0 (direct)    142.95     4.00     5.25
  0 (direct)    152.20     4.00     3.00
  0 (direct)    159.20     4.00     5.75
  2 (control)   168.95     4.00     4.25
  1 (profile)   177.20     4.00     6.50
  2 (control)   187.70     4.00     2.00
  1 (profile)   193.70     4.00     3.25
  0 (direct)    200.95     4.00     6.25
  2 (control)   211.20     4.00     5.75
  0 (direct)    220.95     4.00     7.00
  2 (control)   231.95     4.00     3.00
  1 (profile)   238.95     4.00     4.50
  0 (direct)    247.45     4.00     2.25
  2 (control)   253.70     4.00     1.25
  1 (profile)   258.95     4.00     7.00
  1 (profile)   269.95     4.00     3.75
  1 (profile)   277.70     4.00     2.25
  2 (control)   283.95     4.00     1.50
  2 (control)   289.45     4.00     6.75
  2 (control)   300.20     4.00     5.00
  0 (direct)    309.20     4.00     6.25
  0 (direct)    319.45     4.00     5.25
  1 (profile)   328.70     4.00     6.75
  2 (control)   339.45     4.00     6.00
  2 (control)   349.45     4.00     1.00
  0 (direct)    354.45     4.00     2.75
  1 (profile)   361.20     4.00     0.00

