-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  1 (profile)    14.70     4.00     6.25
  1 (profile)    24.95     4.00     1.25
  0 (direct)     30.20     4.00     1.25
  2 (control)    35.45     4.00     1.00
  1 (profile)    40.45     4.00     3.00
  1 (profile)    47.45     4.00     5.50
  2 (control)    56.95     4.00     2.25
  0 (direct)     63.20     4.00     2.50
  0 (direct)     69.70     4.00     5.00
  2 (control)    78.70     4.00     3.50
  2 (control)    86.20     4.00     4.25
  1 (profile)    94.45     4.00     2.00
  1 (profile)   100.45     4.00     2.25
  0 (direct)    106.70     4.00     1.00
  2 (control)   111.70     4.00     6.75
  2 (control)   122.45     4.00     2.75
  0 (direct)    129.20     4.00     5.25
  2 (control)   138.45     4.00     6.25
  0 (direct)    148.70     4.00     4.50
  1 (profile)   157.20     4.00     3.50
  0 (direct)    164.70     4.00     5.25
  2 (control)   173.95     4.00     6.75
  1 (profile)   184.70     4.00     1.50
  0 (direct)    190.20     4.00     7.00
  2 (control)   201.20     4.00     3.75
  2 (control)   208.95     4.00     4.50
  1 (profile)   217.45     4.00     3.00
  1 (profile)   224.45     4.00     6.50
  0 (direct)    234.95     4.00     3.75
  1 (profile)   242.70     4.00     4.25
  0 (direct)    250.95     4.00     2.75
  0 (direct)    257.70     4.00     5.50
  1 (profile)   267.20     4.00     5.00
  0 (direct)    276.20     4.00     1.75
  2 (control)   281.95     4.00     3.25
  2 (control)   289.20     4.00     6.00
  1 (profile)   299.20     4.00     6.50
  0 (direct)    309.70     4.00     7.00
  1 (profile)   320.70     4.00     4.75
  2 (control)   329.45     4.00     2.50
  2 (control)   335.95     4.00     1.75
  2 (control)   341.70     4.00     5.75
  0 (direct)    351.45     4.00     5.75
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     6.50
  0 (direct)     19.70     4.00     3.25
  1 (profile)    26.95     4.00     5.50
  1 (profile)    36.45     4.00     1.25
  1 (profile)    41.70     4.00     2.25
  0 (direct)     47.95     4.00     4.25
  1 (profile)    56.20     4.00     2.00
  0 (direct)     62.20     4.00     2.50
  0 (direct)     68.70     4.00     7.00
  0 (direct)     79.70     4.00     5.25
  2 (control)    88.95     4.00     4.75
  2 (control)    97.70     4.00     2.25
  1 (profile)   103.95     4.00     5.00
  0 (direct)    112.95     4.00     2.75
  2 (control)   119.70     4.00     7.00
  2 (control)   130.70     4.00     4.50
  2 (control)   139.20     4.00     6.75
  1 (profile)   149.95     4.00     5.75
  1 (profile)   159.70     4.00     1.00
  0 (direct)    164.70     4.00     5.25
  0 (direct)    173.95     4.00     5.50
  2 (control)   183.45     4.00     5.00
  0 (direct)    192.45     4.00     6.00
  2 (control)   202.45     4.00     5.75
  1 (profile)   212.20     4.00     6.50
  1 (profile)   222.70     4.00     2.75
  1 (profile)   229.45     4.00     1.75
  2 (control)   235.20     4.00     1.50
  2 (control)   240.70     4.00     1.25
  2 (control)   245.95     4.00     3.50
  0 (direct)    253.45     4.00     3.50
  1 (profile)   260.95     4.00     4.50
  1 (profile)   269.45     4.00     1.50
  1 (profile)   274.95     4.00     3.00
  0 (direct)    281.95     4.00     1.75
  0 (direct)    287.70     4.00     1.00
  2 (control)   292.70     4.00     3.75
  1 (profile)   300.45     4.00     6.25
  2 (control)   310.70     4.00     3.00
  2 (control)   317.70     4.00     6.75
  0 (direct)    328.45     4.00     2.50
  2 (control)   334.95     4.00     3.75
  0 (direct)    342.70     4.00     6.25
  0 (direct)    352.95     4.00     4.25
  1 (profile)   361.20     4.00     0.00

