-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.50
  1 (profile)    15.70     4.00     1.50
  2 (control)    21.20     4.00     1.75
  2 (control)    26.95     4.00     7.00
  2 (control)    37.95     4.00     3.50
  1 (profile)    45.45     4.00     5.75
  2 (control)    55.20     4.00     6.50
  0 (direct)     65.70     4.00     1.50
  1 (profile)    71.20     4.00     6.00
  1 (profile)    81.20     4.00     1.75
  1 (profile)    86.95     4.00     2.75
  0 (direct)     93.70     4.00     5.00
  1 (profile)   102.70     4.00     3.75
  0 (direct)    110.45     4.00     3.75
  1 (profile)   118.20     4.00     3.00
  1 (profile)   125.20     4.00     5.25
  2 (control)   134.45     4.00     4.25
  2 (control)   142.70     4.00     6.25
  2 (control)   152.95     4.00     6.75
  1 (profile)   163.70     4.00     6.75
  2 (control)   174.45     4.00     5.50
  0 (direct)    183.95     4.00     2.25
  0 (direct)    190.20     4.00     1.00
  0 (direct)    195.20     4.00     2.50
  1 (profile)   201.70     4.00     2.75
  1 (profile)   208.45     4.00     4.50
  0 (direct)    216.95     4.00     1.00
  2 (control)   221.95     4.00     5.75
  0 (direct)    231.70     4.00     4.50
  0 (direct)    240.20     4.00     7.00
  0 (direct)    251.20     4.00     4.75
  2 (control)   259.95     4.00     2.25
  2 (control)   266.20     4.00     2.00
  0 (direct)    272.20     4.00     3.50
  1 (profile)   279.70     4.00     1.25
  1 (profile)   284.95     4.00     5.50
  2 (control)   294.45     4.00     6.50
  0 (direct)    304.95     4.00     4.25
  0 (direct)    313.20     4.00     1.25
  1 (profile)   318.45     4.00     5.25
  2 (control)   327.70     4.00     3.00
  2 (control)   334.70     4.00     3.25
  1 (profile)   341.95     4.00     5.00
  0 (direct)    350.95     4.00     6.25
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.00
  2 (control)    16.20     4.00     1.75
  1 (profile)    21.95     4.00     2.50
  2 (control)    28.45     4.00     4.75
  2 (control)    37.20     4.00     1.00
  2 (control)    42.20     4.00     1.00
  1 (profile)    47.20     4.00     3.00
  0 (direct)     54.20     4.00     2.25
  0 (direct)     60.45     4.00     3.75
  2 (control)    68.20     4.00     4.25
  2 (control)    76.45     4.00     2.75
  1 (profile)    83.20     4.00     3.75
  1 (profile)    90.95     4.00     2.50
  2 (control)    97.45     4.00     5.25
  0 (direct)    106.70     4.00     6.75
  1 (profile)   117.45     4.00     4.50
  0 (direct)    125.95     4.00     6.50
  1 (profile)   136.45     4.00     2.75
  1 (profile)   143.20     4.00     5.00
  0 (direct)    152.20     4.00     5.50
  2 (control)   161.70     4.00     3.50
  2 (control)   169.20     4.00     6.00
  0 (direct)    179.20     4.00     2.25
  2 (control)   185.45     4.00     1.50
  1 (profile)   190.95     4.00     1.50
  0 (direct)    196.45     4.00     1.75
  1 (profile)   202.20     4.00     3.25
  0 (direct)    209.45     4.00     1.25
  0 (direct)    214.70     4.00     6.50
  2 (control)   225.20     4.00     6.25
  0 (direct)    235.45     4.00     1.25
  1 (profile)   240.70     4.00     6.25
  0 (direct)    250.95     4.00     2.00
  0 (direct)    256.95     4.00     3.50
  0 (direct)    264.45     4.00     5.25
  2 (control)   273.70     4.00     5.00
  2 (control)   282.70     4.00     6.75
  1 (profile)   293.45     4.00     4.50
  1 (profile)   301.95     4.00     4.25
  0 (direct)    310.20     4.00     5.75
  1 (profile)   319.95     4.00     7.00
  2 (control)   330.95     4.00     5.75
  1 (profile)   340.70     4.00     5.50
  0 (direct)    350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

