-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     4.25
  0 (direct)     17.45     4.00     3.25
  0 (direct)     24.70     4.00     1.75
  2 (control)    30.45     4.00     3.50
  2 (control)    37.95     4.00     2.50
  0 (direct)     44.45     4.00     3.00
  2 (control)    51.45     4.00     1.75
  0 (direct)     57.20     4.00     2.00
  0 (direct)     63.20     4.00     6.75
  1 (profile)    73.95     4.00     4.50
  0 (direct)     82.45     4.00     3.75
  1 (profile)    90.20     4.00     5.25
  1 (profile)    99.45     4.00     4.75
  2 (control)   108.20     4.00     2.25
  2 (control)   114.45     4.00     6.25
  2 (control)   124.70     4.00     6.00
  0 (direct)    134.70     4.00     6.50
  1 (profile)   145.20     4.00     6.50
  1 (profile)   155.70     4.00     5.00
  0 (direct)    164.70     4.00     1.00
  1 (profile)   169.70     4.00     6.75
  0 (direct)    180.45     4.00     5.50
  1 (profile)   189.95     4.00     5.75
  0 (direct)    199.70     4.00     7.00
  2 (control)   210.70     4.00     2.75
  0 (direct)    217.45     4.00     2.50
  2 (control)   223.95     4.00     3.50
  1 (profile)   231.45     4.00     4.25
  0 (direct)    239.70     4.00     5.25
  1 (profile)   248.95     4.00     6.25
  2 (control)   259.20     4.00     2.75
  1 (profile)   265.95     4.00     2.25
  1 (profile)   272.20     4.00     1.25
  1 (profile)   277.45     4.00     1.25
  0 (direct)    282.70     4.00     4.50
  2 (control)   291.20     4.00     1.00
  1 (profile)   296.20     4.00     3.00
  2 (control)   303.20     4.00     1.50
  0 (direct)    308.70     4.00     5.75
  2 (control)   318.45     4.00     1.50
  0 (direct)    323.95     4.00     3.75
  2 (control)   331.70     4.00     5.00
  2 (control)   340.70     4.00     7.00
  1 (profile)   351.70     4.00     5.50
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.75
  1 (profile)    15.95     4.00     3.25
  0 (direct)     23.20     4.00     2.50
  2 (control)    29.70     4.00     2.75
  2 (control)    36.45     4.00     7.00
  1 (profile)    47.45     4.00     3.00
  2 (control)    54.45     4.00     5.75
  1 (profile)    64.20     4.00     1.00
  1 (profile)    69.20     4.00     2.00
  1 (profile)    75.20     4.00     3.75
  0 (direct)     82.95     4.00     5.50
  1 (profile)    92.45     4.00     5.25
  2 (control)   101.70     4.00     1.00
  2 (control)   106.70     4.00     1.25
  0 (direct)    111.95     4.00     2.50
  0 (direct)    118.45     4.00     6.50
  1 (profile)   128.95     4.00     4.50
  0 (direct)    137.45     4.00     5.50
  2 (control)   146.95     4.00     3.75
  2 (control)   154.70     4.00     3.50
  0 (direct)    162.20     4.00     2.25
  1 (profile)   168.45     4.00     5.00
  2 (control)   177.45     4.00     6.25
  1 (profile)   187.70     4.00     5.25
  0 (direct)    196.95     4.00     1.50
  0 (direct)    202.45     4.00     1.75
  0 (direct)    208.20     4.00     5.75
  2 (control)   217.95     4.00     3.50
  1 (profile)   225.45     4.00     6.75
  0 (direct)    236.20     4.00     6.75
  1 (profile)   246.95     4.00     6.50
  1 (profile)   257.45     4.00     5.00
  1 (profile)   266.45     4.00     4.50
  2 (control)   274.95     4.00     1.25
  2 (control)   280.20     4.00     1.50
  1 (profile)   285.70     4.00     1.75
  2 (control)   291.45     4.00     6.25
  2 (control)   301.70     4.00     4.75
  1 (profile)   310.45     4.00     4.25
  0 (direct)    318.70     4.00     6.00
  0 (direct)    328.70     4.00     7.00
  2 (control)   339.70     4.00     2.25
  0 (direct)    345.95     4.00     4.25
  0 (direct)    354.20     4.00     3.00
  0 (direct)    361.20     4.00     0.00

