-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.25
  2 (control)    15.45     4.00     2.50
  2 (control)    21.95     4.00     1.75
  0 (direct)     27.70     4.00     1.25
  2 (control)    32.95     4.00     1.50
  1 (profile)    38.45     4.00     3.50
  2 (control)    45.95     4.00     2.00
  2 (control)    51.95     4.00     3.00
  1 (profile)    58.95     4.00     2.75
  1 (profile)    65.70     4.00     3.50
  2 (control)    73.20     4.00     5.75
  1 (profile)    82.95     4.00     3.75
  0 (direct)     90.70     4.00     5.00
  0 (direct)     99.70     4.00     4.50
  2 (control)   108.20     4.00     5.50
  1 (profile)   117.70     4.00     3.00
  1 (profile)   124.70     4.00     5.25
  0 (direct)    133.95     4.00     6.75
  1 (profile)   144.70     4.00     1.25
  0 (direct)    149.95     4.00     5.75
  1 (profile)   159.70     4.00     4.50
  2 (control)   168.20     4.00     5.50
  0 (direct)    177.70     4.00     1.75
  1 (profile)   183.45     4.00     6.50
  2 (control)   193.95     4.00     7.00
  2 (control)   204.95     4.00     4.75
  0 (direct)    213.70     4.00     6.00
  1 (profile)   223.70     4.00     6.50
  1 (profile)   234.20     4.00     6.25
  2 (control)   244.45     4.00     3.25
  2 (control)   251.70     4.00     3.75
  0 (direct)    259.45     4.00     5.25
  0 (direct)    268.70     4.00     1.00
  0 (direct)    273.70     4.00     1.00
  1 (profile)   278.70     4.00     2.50
  1 (profile)   285.20     4.00     7.00
  2 (control)   296.20     4.00     2.25
  2 (control)   302.45     4.00     4.25
  2 (control)   310.70     4.00     4.25
  0 (direct)    318.95     4.00     5.00
  1 (profile)   327.95     4.00     6.25
  1 (profile)   338.20     4.00     6.75
  0 (direct)    348.95     4.00     2.75
  0 (direct)    355.70     4.00     1.50
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  1 (profile)    14.70     4.00     5.25
  1 (profile)    23.95     4.00     4.25
  2 (control)    32.20     4.00     4.50
  1 (profile)    40.70     4.00     6.00
  0 (direct)     50.70     4.00     1.25
  2 (control)    55.95     4.00     5.00
  0 (direct)     64.95     4.00     3.00
  0 (direct)     71.95     4.00     1.00
  0 (direct)     76.95     4.00     2.25
  2 (control)    83.20     4.00     2.00
  1 (profile)    89.20     4.00     3.00
  1 (profile)    96.20     4.00     2.50
  2 (control)   102.70     4.00     5.25
  1 (profile)   111.95     4.00     1.00
  2 (control)   116.95     4.00     5.75
  2 (control)   126.70     4.00     5.75
  2 (control)   136.45     4.00     2.50
  0 (direct)    142.95     4.00     3.50
  0 (direct)    150.45     4.00     5.00
  0 (direct)    159.45     4.00     4.75
  1 (profile)   168.20     4.00     3.75
  0 (direct)    175.95     4.00     2.75
  2 (control)   182.70     4.00     3.50
  1 (profile)   190.20     4.00     1.75
  0 (direct)    195.95     4.00     6.75
  2 (control)   206.70     4.00     6.50
  2 (control)   217.20     4.00     7.00
  0 (direct)    228.20     4.00     4.50
  2 (control)   236.70     4.00     6.25
  1 (profile)   246.95     4.00     3.75
  1 (profile)   254.70     4.00     7.00
  2 (control)   265.70     4.00     1.50
  2 (control)   271.20     4.00     2.75
  0 (direct)    277.95     4.00     1.25
  2 (control)   283.20     4.00     2.25
  0 (direct)    289.45     4.00     6.50
  0 (direct)    299.95     4.00     5.50
  1 (profile)   309.45     4.00     1.75
  2 (control)   315.20     4.00     4.25
  1 (profile)   323.45     4.00     6.25
  1 (profile)   333.70     4.00     3.25
  0 (direct)    340.95     4.00     6.75
  1 (profile)   351.70     4.00     5.50
  0 (direct)    361.20     4.00     0.00

