-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.25
  2 (control)    14.45     4.00     6.50
  0 (direct)     24.95     4.00     3.50
  0 (direct)     32.45     4.00     5.25
  1 (profile)    41.70     4.00     5.50
  0 (direct)     51.20     4.00     2.25
  1 (profile)    57.45     4.00     4.25
  1 (profile)    65.70     4.00     4.50
  1 (profile)    74.20     4.00     3.75
  2 (control)    81.95     4.00     5.50
  1 (profile)    91.45     4.00     7.00
  2 (control)   102.45     4.00     1.50
  2 (control)   107.95     4.00     3.75
  0 (direct)    115.70     4.00     5.00
  2 (control)   124.70     4.00     2.75
  2 (control)   131.45     4.00     6.25
  2 (control)   141.70     4.00     4.25
  1 (profile)   149.95     4.00     1.75
  0 (direct)    155.70     4.00     5.75
  0 (direct)    165.45     4.00     7.00
  1 (profile)   176.45     4.00     5.75
  1 (profile)   186.20     4.00     1.00
  0 (direct)    191.20     4.00     6.25
  0 (direct)    201.45     4.00     1.00
  1 (profile)   206.45     4.00     6.50
  1 (profile)   216.95     4.00     2.50
  2 (control)   223.45     4.00     3.00
  2 (control)   230.45     4.00     2.50
  0 (direct)    236.95     4.00     5.25
  2 (control)   246.20     4.00     3.25
  2 (control)   253.45     4.00     4.75
  0 (direct)    262.20     4.00     3.50
  0 (direct)    269.70     4.00     6.75
  0 (direct)    280.45     4.00     2.00
  1 (profile)   286.45     4.00     4.50
  1 (profile)   294.95     4.00     1.50
  2 (control)   300.45     4.00     1.25
  0 (direct)    305.70     4.00     1.75
  2 (control)   311.45     4.00     2.75
  1 (profile)   318.20     4.00     6.00
  0 (direct)    328.20     4.00     5.00
  1 (profile)   337.20     4.00     3.00
  2 (control)   344.20     4.00     2.25
  2 (control)   350.45     4.00     6.75
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  2 (control)    14.70     4.00     2.50
  2 (control)    21.20     4.00     3.00
  1 (profile)    28.20     4.00     5.50
  0 (direct)     37.70     4.00     4.25
  0 (direct)     45.95     4.00     1.75
  0 (direct)     51.70     4.00     1.00
  1 (profile)    56.70     4.00     3.50
  1 (profile)    64.20     4.00     3.25
  0 (direct)     71.45     4.00     6.50
  1 (profile)    81.95     4.00     7.00
  1 (profile)    92.95     4.00     4.50
  0 (direct)    101.45     4.00     4.50
  1 (profile)   109.95     4.00     5.25
  1 (profile)   119.20     4.00     2.25
  2 (control)   125.45     4.00     5.50
  2 (control)   134.95     4.00     3.75
  1 (profile)   142.70     4.00     4.25
  1 (profile)   150.95     4.00     6.75
  2 (control)   161.70     4.00     3.50
  0 (direct)    169.20     4.00     3.75
  1 (profile)   176.95     4.00     1.25
  2 (control)   182.20     4.00     5.25
  2 (control)   191.45     4.00     1.75
  2 (control)   197.20     4.00     2.50
  0 (direct)    203.70     4.00     7.00
  0 (direct)    214.70     4.00     5.75
  1 (profile)   224.45     4.00     6.75
  1 (profile)   235.20     4.00     1.00
  2 (control)   240.20     4.00     2.75
  0 (direct)    246.95     4.00     6.00
  2 (control)   256.95     4.00     5.00
  1 (profile)   265.95     4.00     4.75
  0 (direct)    274.70     4.00     1.50
  0 (direct)    280.20     4.00     3.00
  2 (control)   287.20     4.00     6.25
  1 (profile)   297.45     4.00     6.25
  0 (direct)    307.70     4.00     5.00
  0 (direct)    316.70     4.00     5.75
  2 (control)   326.45     4.00     2.75
  0 (direct)    333.20     4.00     2.00
  2 (control)   339.20     4.00     1.25
  2 (control)   344.45     4.00     2.25
  2 (control)   350.70     4.00     6.50
  0 (direct)    361.20     4.00     0.00

