-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     6.25
  2 (control)    19.45     4.00     3.00
  1 (profile)    26.45     4.00     6.50
  2 (control)    36.95     4.00     2.75
  0 (direct)     43.70     4.00     5.00
  1 (profile)    52.70     4.00     1.00
  1 (profile)    57.70     4.00     5.75
  0 (direct)     67.45     4.00     1.25
  0 (direct)     72.70     4.00     6.50
  1 (profile)    83.20     4.00     1.75
  0 (direct)     88.95     4.00     4.75
  0 (direct)     97.70     4.00     6.00
  2 (control)   107.70     4.00     3.25
  0 (direct)    114.95     4.00     4.25
  1 (profile)   123.20     4.00     1.50
  0 (direct)    128.70     4.00     7.00
  0 (direct)    139.70     4.00     4.25
  2 (control)   147.95     4.00     5.25
  2 (control)   157.20     4.00     2.50
  2 (control)   163.70     4.00     7.00
  1 (profile)   174.70     4.00     5.75
  1 (profile)   184.45     4.00     3.00
  2 (control)   191.45     4.00     2.25
  2 (control)   197.70     4.00     6.25
  0 (direct)    207.95     4.00     4.50
  2 (control)   216.45     4.00     5.25
  2 (control)   225.70     4.00     2.75
  1 (profile)   232.45     4.00     5.50
  2 (control)   241.95     4.00     2.50
  1 (profile)   248.45     4.00     2.25
  0 (direct)    254.70     4.00     2.00
  1 (profile)   260.70     4.00     3.50
  1 (profile)   268.20     4.00     5.50
  2 (control)   277.70     4.00     6.75
  0 (direct)    288.45     4.00     1.50
  1 (profile)   293.95     4.00     4.50
  0 (direct)    302.45     4.00     3.50
  0 (direct)    309.95     4.00     3.75
  2 (control)   317.70     4.00     1.25
  0 (direct)    322.95     4.00     1.75
  0 (direct)    328.70     4.00     5.00
  2 (control)   337.70     4.00     1.00
  2 (control)   342.70     4.00     3.75
  1 (profile)   350.45     4.00     6.75
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     5.25
  2 (control)    18.45     4.00     4.25
  1 (profile)    26.70     4.00     2.25
  1 (profile)    32.95     4.00     1.50
  1 (profile)    38.45     4.00     4.25
  0 (direct)     46.70     4.00     3.75
  2 (control)    54.45     4.00     5.75
  0 (direct)     64.20     4.00     1.00
  1 (profile)    69.20     4.00     2.50
  1 (profile)    75.70     4.00     3.25
  1 (profile)    82.95     4.00     1.75
  2 (control)    88.70     4.00     2.25
  2 (control)    94.95     4.00     5.50
  1 (profile)   104.45     4.00     4.50
  0 (direct)    112.95     4.00     5.00
  2 (control)   121.95     4.00     1.75
  2 (control)   127.70     4.00     3.75
  0 (direct)    135.45     4.00     3.50
  1 (profile)   142.95     4.00     3.00
  2 (control)   149.95     4.00     6.50
  0 (direct)    160.45     4.00     2.50
  0 (direct)    166.95     4.00     7.00
  0 (direct)    177.95     4.00     2.75
  2 (control)   184.70     4.00     7.00
  2 (control)   195.70     4.00     6.00
  1 (profile)   205.70     4.00     6.75
  0 (direct)    216.45     4.00     2.75
  2 (control)   223.20     4.00     1.25
  1 (profile)   228.45     4.00     3.50
  1 (profile)   235.95     4.00     5.75
  0 (direct)    245.70     4.00     6.25
  1 (profile)   255.95     4.00     5.00
  0 (direct)    264.95     4.00     2.00
  0 (direct)    270.95     4.00     1.00
  2 (control)   275.95     4.00     6.50
  2 (control)   286.45     4.00     4.75
  1 (profile)   295.20     4.00     5.25
  2 (control)   304.45     4.00     4.50
  1 (profile)   312.95     4.00     3.00
  2 (control)   319.95     4.00     1.50
  0 (direct)    325.45     4.00     1.25
  0 (direct)    330.70     4.00     5.50
  0 (direct)    340.20     4.00     6.75
  2 (control)   350.95     4.00     6.25
  1 (profile)   361.20     4.00     0.00

