-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.25
  2 (control)    15.45     4.00     5.50
  1 (profile)    24.95     4.00     4.25
  2 (control)    33.20     4.00     5.75
  1 (profile)    42.95     4.00     2.50
  2 (control)    49.45     4.00     2.25
  0 (direct)     55.70     4.00     6.25
  0 (direct)     65.95     4.00     6.50
  0 (direct)     76.45     4.00     4.25
  1 (profile)    84.70     4.00     1.00
  2 (control)    89.70     4.00     6.00
  2 (control)    99.70     4.00     5.50
  0 (direct)    109.20     4.00     4.50
  0 (direct)    117.70     4.00     6.50
  0 (direct)    128.20     4.00     3.75
  2 (control)   135.95     4.00     3.75
  1 (profile)   143.70     4.00     6.75
  2 (control)   154.45     4.00     2.50
  1 (profile)   160.95     4.00     5.25
  2 (control)   170.20     4.00     4.50
  2 (control)   178.70     4.00     3.00
  2 (control)   185.70     4.00     3.00
  1 (profile)   192.70     4.00     6.75
  2 (control)   203.45     4.00     5.75
  0 (direct)    213.20     4.00     1.25
  1 (profile)   218.45     4.00     7.00
  0 (direct)    229.45     4.00     3.50
  0 (direct)    236.95     4.00     5.00
  0 (direct)    245.95     4.00     2.00
  1 (profile)   251.95     4.00     1.75
  0 (direct)    257.70     4.00     3.50
  2 (control)   265.20     4.00     1.75
  1 (profile)   270.95     4.00     5.00
  0 (direct)    279.95     4.00     6.25
  2 (control)   290.20     4.00     1.00
  2 (control)   295.20     4.00     1.25
  1 (profile)   300.45     4.00     3.25
  2 (control)   307.70     4.00     1.50
  0 (direct)    313.20     4.00     2.75
  0 (direct)    319.95     4.00     7.00
  1 (profile)   330.95     4.00     4.75
  1 (profile)   339.70     4.00     1.50
  0 (direct)    345.20     4.00     2.75
  1 (profile)   351.95     4.00     5.25
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.50
  0 (direct)     16.70     4.00     1.50
  1 (profile)    22.20     4.00     2.75
  2 (control)    28.95     4.00     3.75
  1 (profile)    36.70     4.00     1.25
  0 (direct)     41.95     4.00     7.00
  0 (direct)     52.95     4.00     5.25
  0 (direct)     62.20     4.00     4.25
  2 (control)    70.45     4.00     5.00
  1 (profile)    79.45     4.00     2.50
  2 (control)    85.95     4.00     2.25
  2 (control)    92.20     4.00     6.75
  1 (profile)   102.95     4.00     1.75
  2 (control)   108.70     4.00     1.00
  2 (control)   113.70     4.00     4.25
  2 (control)   121.95     4.00     6.50
  1 (profile)   132.45     4.00     6.25
  2 (control)   142.70     4.00     5.50
  1 (profile)   152.20     4.00     4.50
  1 (profile)   160.70     4.00     4.50
  0 (direct)    169.20     4.00     5.50
  0 (direct)    178.70     4.00     5.00
  0 (direct)    187.70     4.00     1.75
  1 (profile)   193.45     4.00     6.75
  0 (direct)    204.20     4.00     2.50
  0 (direct)    210.70     4.00     4.75
  1 (profile)   219.45     4.00     6.00
  1 (profile)   229.45     4.00     2.00
  1 (profile)   235.45     4.00     3.00
  2 (control)   242.45     4.00     1.50
  2 (control)   247.95     4.00     7.00
  0 (direct)    258.95     4.00     1.00
  2 (control)   263.95     4.00     3.50
  2 (control)   271.45     4.00     3.00
  1 (profile)   278.45     4.00     5.25
  0 (direct)    287.70     4.00     3.25
  0 (direct)    294.95     4.00     5.75
  2 (control)   304.70     4.00     5.75
  2 (control)   314.45     4.00     2.25
  0 (direct)    320.70     4.00     1.25
  0 (direct)    325.95     4.00     6.25
  1 (profile)   336.20     4.00     2.75
  2 (control)   342.95     4.00     6.50
  1 (profile)   353.45     4.00     3.75
  0 (direct)    361.20     4.00     0.00

