-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     4.50
  1 (profile)    17.70     4.00     6.50
  1 (profile)    28.20     4.00     1.25
  0 (direct)     33.45     4.00     3.25
  2 (control)    40.70     4.00     4.75
  2 (control)    49.45     4.00     1.50
  2 (control)    54.95     4.00     5.00
  0 (direct)     63.95     4.00     4.25
  1 (profile)    72.20     4.00     2.75
  0 (direct)     78.95     4.00     1.50
  2 (control)    84.45     4.00     4.25
  1 (profile)    92.70     4.00     6.00
  2 (control)   102.70     4.00     6.25
  2 (control)   112.95     4.00     5.75
  1 (profile)   122.70     4.00     5.50
  2 (control)   132.20     4.00     5.00
  0 (direct)    141.20     4.00     1.75
  1 (profile)   146.95     4.00     3.75
  0 (direct)    154.70     4.00     5.75
  0 (direct)    164.45     4.00     6.75
  1 (profile)   175.20     4.00     2.25
  1 (profile)   181.45     4.00     3.00
  0 (direct)    188.45     4.00     6.75
  1 (profile)   199.20     4.00     6.50
  0 (direct)    209.70     4.00     2.00
  0 (direct)    215.70     4.00     5.25
  2 (control)   224.95     4.00     2.25
  2 (control)   231.20     4.00     1.00
  1 (profile)   236.20     4.00     2.75
  1 (profile)   242.95     4.00     1.75
  2 (control)   248.70     4.00     4.50
  1 (profile)   257.20     4.00     7.00
  1 (profile)   268.20     4.00     3.75
  0 (direct)    275.95     4.00     3.50
  0 (direct)    283.45     4.00     6.25
  0 (direct)    293.70     4.00     5.50
  2 (control)   303.20     4.00     3.50
  2 (control)   310.70     4.00     3.00
  0 (direct)    317.70     4.00     1.25
  0 (direct)    322.95     4.00     2.50
  1 (profile)   329.45     4.00     5.25
  2 (control)   338.70     4.00     2.50
  2 (control)   345.20     4.00     1.00
  2 (control)   350.20     4.00     7.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     5.25
  0 (direct)     18.45     4.00     1.00
  0 (direct)     23.45     4.00     4.75
  1 (profile)    32.20     4.00     3.00
  0 (direct)     39.20     4.00     2.75
  0 (direct)     45.95     4.00     3.50
  0 (direct)     53.45     4.00     3.50
  2 (control)    60.95     4.00     1.25
  0 (direct)     66.20     4.00     4.25
  2 (control)    74.45     4.00     6.75
  0 (direct)     85.20     4.00     4.50
  2 (control)    93.70     4.00     1.00
  1 (profile)    98.70     4.00     6.50
  1 (profile)   109.20     4.00     2.75
  2 (control)   115.95     4.00     1.75
  1 (profile)   121.70     4.00     2.00
  1 (profile)   127.70     4.00     6.75
  0 (direct)    138.45     4.00     7.00
  1 (profile)   149.45     4.00     1.75
  1 (profile)   155.20     4.00     2.50
  2 (control)   161.70     4.00     2.25
  0 (direct)    167.95     4.00     7.00
  2 (control)   178.95     4.00     4.25
  1 (profile)   187.20     4.00     1.50
  0 (direct)    192.70     4.00     5.75
  0 (direct)    202.45     4.00     3.00
  2 (control)   209.45     4.00     5.50
  2 (control)   218.95     4.00     6.25
  2 (control)   229.20     4.00     5.00
  0 (direct)    238.20     4.00     3.75
  1 (profile)   245.95     4.00     2.50
  1 (profile)   252.45     4.00     5.75
  1 (profile)   262.20     4.00     1.25
  2 (control)   267.45     4.00     2.25
  2 (control)   273.70     4.00     6.50
  0 (direct)    284.20     4.00     5.25
  1 (profile)   293.45     4.00     5.00
  2 (control)   302.45     4.00     1.50
  0 (direct)    307.95     4.00     3.75
  2 (control)   315.70     4.00     4.50
  2 (control)   324.20     4.00     5.50
  1 (profile)   333.70     4.00     6.00
  1 (profile)   343.70     4.00     3.25
  2 (control)   350.95     4.00     6.25
  0 (direct)    361.20     4.00     0.00

