-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.00
  1 (profile)    16.20     4.00     5.75
  2 (control)    25.95     4.00     6.25
  0 (direct)     36.20     4.00     5.00
  1 (profile)    45.20     4.00     3.25
  0 (direct)     52.45     4.00     1.00
  0 (direct)     57.45     4.00     2.25
  1 (profile)    63.70     4.00     1.75
  2 (control)    69.45     4.00     5.25
  1 (profile)    78.70     4.00     5.50
  0 (direct)     88.20     4.00     4.75
  1 (profile)    96.95     4.00     6.75
  1 (profile)   107.70     4.00     1.25
  0 (direct)    112.95     4.00     5.00
  1 (profile)   121.95     4.00     1.75
  1 (profile)   127.70     4.00     5.75
  0 (direct)    137.45     4.00     5.25
  0 (direct)    146.70     4.00     4.50
  2 (control)   155.20     4.00     5.50
  1 (profile)   164.70     4.00     7.00
  1 (profile)   175.70     4.00     4.25
  2 (control)   183.95     4.00     2.50
  2 (control)   190.45     4.00     3.50
  1 (profile)   197.95     4.00     6.25
  2 (control)   208.20     4.00     1.50
  0 (direct)    213.70     4.00     3.50
  2 (control)   221.20     4.00     6.50
  1 (profile)   231.70     4.00     2.75
  0 (direct)    238.45     4.00     1.25
  2 (control)   243.70     4.00     6.75
  2 (control)   254.45     4.00     7.00
  0 (direct)    265.45     4.00     6.50
  0 (direct)    275.95     4.00     3.75
  1 (profile)   283.70     4.00     2.00
  2 (control)   289.70     4.00     2.25
  2 (control)   295.95     4.00     1.50
  1 (profile)   301.45     4.00     2.75
  0 (direct)    308.20     4.00     4.50
  2 (control)   316.70     4.00     2.50
  1 (profile)   323.20     4.00     4.25
  0 (direct)    331.45     4.00     1.00
  0 (direct)    336.45     4.00     3.00
  0 (direct)    343.45     4.00     6.00
  2 (control)   353.45     4.00     3.75
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  2 (control)    14.70     4.00     2.25
  0 (direct)     20.95     4.00     6.25
  2 (control)    31.20     4.00     3.00
  0 (direct)     38.20     4.00     5.75
  0 (direct)     47.95     4.00     4.75
  2 (control)    56.70     4.00     1.25
  1 (profile)    61.95     4.00     2.75
  1 (profile)    68.70     4.00     1.50
  1 (profile)    74.20     4.00     2.00
  0 (direct)     80.20     4.00     1.25
  2 (control)    85.45     4.00     2.75
  1 (profile)    92.20     4.00     4.25
  0 (direct)    100.45     4.00     6.25
  0 (direct)    110.70     4.00     7.00
  2 (control)   121.70     4.00     5.00
  2 (control)   130.70     4.00     3.00
  2 (control)   137.70     4.00     5.50
  0 (direct)    147.20     4.00     6.50
  1 (profile)   157.70     4.00     4.50
  1 (profile)   166.20     4.00     3.50
  1 (profile)   173.70     4.00     5.25
  2 (control)   182.95     4.00     1.75
  2 (control)   188.70     4.00     6.75
  0 (direct)    199.45     4.00     5.50
  1 (profile)   208.95     4.00     3.75
  2 (control)   216.70     4.00     2.25
  0 (direct)    222.95     4.00     6.50
  1 (profile)   233.45     4.00     3.50
  0 (direct)    240.95     4.00     7.00
  1 (profile)   251.95     4.00     5.75
  0 (direct)    261.70     4.00     4.25
  2 (control)   269.95     4.00     1.00
  0 (direct)    274.95     4.00     6.75
  1 (profile)   285.70     4.00     3.75
  2 (control)   293.45     4.00     1.75
  2 (control)   299.20     4.00     2.50
  1 (profile)   305.70     4.00     6.00
  0 (direct)    315.70     4.00     1.00
  2 (control)   320.70     4.00     5.00
  1 (profile)   329.70     4.00     2.50
  2 (control)   336.20     4.00     5.25
  0 (direct)    345.45     4.00     3.25
  0 (direct)    352.70     4.00     4.50
  1 (profile)   361.20     4.00     0.00

