-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.00
  1 (profile)    16.20     4.00     3.25
  0 (direct)     23.45     4.00     1.75
  0 (direct)     29.20     4.00     2.75
  2 (control)    35.95     4.00     2.25
  2 (control)    42.20     4.00     2.50
  0 (direct)     48.70     4.00     7.00
  1 (profile)    59.70     4.00     1.50
  0 (direct)     65.20     4.00     5.50
  1 (profile)    74.70     4.00     5.50
  2 (control)    84.20     4.00     3.50
  2 (control)    91.70     4.00     6.50
  0 (direct)    102.20     4.00     5.75
  0 (direct)    111.95     4.00     5.00
  2 (control)   120.95     4.00     2.75
  2 (control)   127.70     4.00     2.50
  1 (profile)   134.20     4.00     3.75
  1 (profile)   141.95     4.00     4.75
  2 (control)   150.70     4.00     3.75
  1 (profile)   158.45     4.00     7.00
  1 (profile)   169.45     4.00     1.00
  2 (control)   174.45     4.00     6.50
  0 (direct)    184.95     4.00     6.00
  1 (profile)   194.95     4.00     2.00
  1 (profile)   200.95     4.00     3.50
  0 (direct)    208.45     4.00     2.25
  0 (direct)    214.70     4.00     5.25
  0 (direct)    223.95     4.00     5.75
  2 (control)   233.70     4.00     5.00
  0 (direct)    242.70     4.00     6.25
  2 (control)   252.95     4.00     6.75
  2 (control)   263.70     4.00     5.25
  1 (profile)   272.95     4.00     1.50
  1 (profile)   278.45     4.00     1.25
  2 (control)   283.70     4.00     4.25
  0 (direct)    291.95     4.00     4.25
  0 (direct)    300.20     4.00     3.00
  2 (control)   307.20     4.00     4.50
  2 (control)   315.70     4.00     6.25
  1 (profile)   325.95     4.00     1.25
  1 (profile)   331.20     4.00     1.00
  0 (direct)    336.20     4.00     1.75
  0 (direct)    341.95     4.00     4.50
  1 (profile)   350.45     4.00     6.75
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     6.25
  1 (profile)    19.45     4.00     2.25
  2 (control)    25.70     4.00     2.50
  2 (control)    32.20     4.00     1.50
  0 (direct)     37.70     4.00     5.50
  1 (profile)    47.20     4.00     5.00
  0 (direct)     56.20     4.00     1.25
  1 (profile)    61.45     4.00     1.75
  1 (profile)    67.20     4.00     3.75
  0 (direct)     74.95     4.00     6.50
  2 (control)    85.45     4.00     2.75
  2 (control)    92.20     4.00     5.75
  1 (profile)   101.95     4.00     1.75
  2 (control)   107.70     4.00     6.75
  2 (control)   118.45     4.00     4.50
  1 (profile)   126.95     4.00     4.25
  1 (profile)   135.20     4.00     6.50
  1 (profile)   145.70     4.00     3.50
  2 (control)   153.20     4.00     5.75
  2 (control)   162.95     4.00     3.75
  0 (direct)    170.70     4.00     4.50
  2 (control)   179.20     4.00     3.00
  0 (direct)    186.20     4.00     2.00
  0 (direct)    192.20     4.00     2.25
  0 (direct)    198.45     4.00     2.50
  1 (profile)   204.95     4.00     7.00
  1 (profile)   215.95     4.00     6.00
  1 (profile)   225.95     4.00     7.00
  2 (control)   236.95     4.00     2.75
  0 (direct)    243.70     4.00     5.50
  0 (direct)    253.20     4.00     4.75
  0 (direct)    261.95     4.00     1.25
  1 (profile)   267.20     4.00     1.00
  0 (direct)    272.20     4.00     6.75
  0 (direct)    282.95     4.00     3.00
  0 (direct)    289.95     4.00     3.25
  2 (control)   297.20     4.00     5.00
  1 (profile)   306.20     4.00     3.50
  2 (control)   313.70     4.00     5.25
  2 (control)   322.95     4.00     6.25
  2 (control)   333.20     4.00     5.25
  0 (direct)    342.45     4.00     1.00
  0 (direct)    347.45     4.00     1.50
  1 (profile)   352.95     4.00     4.25
  2 (control)   361.20     4.00     0.00

