-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.75
  0 (direct)     14.95     4.00     2.50
  0 (direct)     21.45     4.00     1.00
  2 (control)    26.45     4.00     1.25
  1 (profile)    31.70     4.00     5.00
  1 (profile)    40.70     4.00     5.75
  0 (direct)     50.45     4.00     4.25
  2 (control)    58.70     4.00     7.00
  1 (profile)    69.70     4.00     6.25
  0 (direct)     79.95     4.00     5.25
  0 (direct)     89.20     4.00     6.00
  2 (control)    99.20     4.00     4.75
  0 (direct)    107.95     4.00     3.00
  2 (control)   114.95     4.00     1.50
  1 (profile)   120.45     4.00     1.25
  1 (profile)   125.70     4.00     5.50
  0 (direct)    135.20     4.00     2.25
  1 (profile)   141.45     4.00     2.75
  2 (control)   148.20     4.00     7.00
  2 (control)   159.20     4.00     6.75
  1 (profile)   169.95     4.00     2.00
  2 (control)   175.95     4.00     1.75
  2 (control)   181.70     4.00     2.50
  2 (control)   188.20     4.00     1.50
  1 (profile)   193.70     4.00     6.50
  0 (direct)    204.20     4.00     5.00
  1 (profile)   213.20     4.00     6.25
  2 (control)   223.45     4.00     6.75
  1 (profile)   234.20     4.00     3.25
  2 (control)   241.45     4.00     3.75
  2 (control)   249.20     4.00     5.75
  1 (profile)   258.95     4.00     3.50
  0 (direct)    266.45     4.00     5.50
  0 (direct)    275.95     4.00     2.75
  0 (direct)    282.70     4.00     4.25
  1 (profile)   290.95     4.00     4.50
  1 (profile)   299.45     4.00     2.25
  0 (direct)    305.70     4.00     3.00
  0 (direct)    312.70     4.00     3.50
  0 (direct)    320.20     4.00     6.50
  2 (control)   330.70     4.00     4.50
  2 (control)   339.20     4.00     1.00
  2 (control)   344.20     4.00     5.25
  0 (direct)    353.45     4.00     3.75
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.50
  0 (direct)     16.70     4.00     2.00
  2 (control)    22.70     4.00     1.25
  1 (profile)    27.95     4.00     6.75
  1 (profile)    38.70     4.00     4.25
  0 (direct)     46.95     4.00     4.50
  1 (profile)    55.45     4.00     1.50
  0 (direct)     60.95     4.00     3.75
  2 (control)    68.70     4.00     5.25
  0 (direct)     77.95     4.00     7.00
  1 (profile)    88.95     4.00     2.25
  0 (direct)     95.20     4.00     6.50
  2 (control)   105.70     4.00     6.75
  2 (control)   116.45     4.00     5.75
  1 (profile)   126.20     4.00     6.25
  1 (profile)   136.45     4.00     4.75
  1 (profile)   145.20     4.00     6.50
  0 (direct)    155.70     4.00     1.75
  0 (direct)    161.45     4.00     7.00
  2 (control)   172.45     4.00     2.50
  2 (control)   178.95     4.00     1.50
  2 (control)   184.45     4.00     1.25
  0 (direct)    189.70     4.00     2.75
  1 (profile)   196.45     4.00     5.50
  2 (control)   205.95     4.00     4.50
  2 (control)   214.45     4.00     6.25
  1 (profile)   224.70     4.00     3.75
  2 (control)   232.45     4.00     5.00
  1 (profile)   241.45     4.00     2.25
  0 (direct)    247.70     4.00     3.50
  0 (direct)    255.20     4.00     3.00
  2 (control)   262.20     4.00     1.75
  2 (control)   267.95     4.00     1.00
  1 (profile)   272.95     4.00     6.00
  1 (profile)   282.95     4.00     2.50
  0 (direct)    289.45     4.00     5.50
  2 (control)   298.95     4.00     5.75
  2 (control)   308.70     4.00     3.00
  2 (control)   315.70     4.00     2.75
  1 (profile)   322.45     4.00     5.00
  0 (direct)    331.45     4.00     1.00
  1 (profile)   336.45     4.00     5.25
  0 (direct)    345.70     4.00     4.25
  0 (direct)    353.95     4.00     3.25
  0 (direct)    361.20     4.00     0.00

