-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.00
  2 (control)    14.20     4.00     1.50
  0 (direct)     19.70     4.00     7.00
  0 (direct)     30.70     4.00     1.75
  0 (direct)     36.45     4.00     6.50
  1 (profile)    46.95     4.00     3.50
  1 (profile)    54.45     4.00     1.25
  2 (control)    59.70     4.00     3.25
  2 (control)    66.95     4.00     7.00
  0 (direct)     77.95     4.00     5.75
  1 (profile)    87.70     4.00     6.50
  2 (control)    98.20     4.00     3.00
  1 (profile)   105.20     4.00     2.50
  0 (direct)    111.70     4.00     1.50
  1 (profile)   117.20     4.00     3.75
  1 (profile)   124.95     4.00     6.25
  2 (control)   135.20     4.00     4.25
  0 (direct)    143.45     4.00     4.75
  0 (direct)    152.20     4.00     2.25
  2 (control)   158.45     4.00     2.00
  1 (profile)   164.45     4.00     1.00
  1 (profile)   169.45     4.00     6.75
  0 (direct)    180.20     4.00     4.50
  1 (profile)   188.70     4.00     2.25
  0 (direct)    194.95     4.00     3.75
  1 (profile)   202.70     4.00     2.50
  0 (direct)    209.20     4.00     5.75
  2 (control)   218.95     4.00     5.50
  0 (direct)    228.45     4.00     3.00
  2 (control)   235.45     4.00     6.25
  1 (profile)   245.70     4.00     5.25
  1 (profile)   254.95     4.00     5.25
  1 (profile)   264.20     4.00     5.00
  2 (control)   273.20     4.00     6.75
  2 (control)   283.95     4.00     3.50
  1 (profile)   291.45     4.00     2.75
  1 (profile)   298.20     4.00     5.50
  2 (control)   307.70     4.00     1.25
  0 (direct)    312.95     4.00     1.75
  0 (direct)    318.70     4.00     4.25
  2 (control)   326.95     4.00     6.00
  0 (direct)    336.95     4.00     4.50
  0 (direct)    345.45     4.00     2.75
  2 (control)   352.20     4.00     5.00
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.50
  2 (control)    14.70     4.00     1.50
  2 (control)    20.20     4.00     6.00
  1 (profile)    30.20     4.00     2.75
  0 (direct)     36.95     4.00     3.50
  2 (control)    44.45     4.00     6.50
  0 (direct)     54.95     4.00     6.50
  0 (direct)     65.45     4.00     5.75
  0 (direct)     75.20     4.00     4.75
  2 (control)    83.95     4.00     2.50
  0 (direct)     90.45     4.00     3.75
  2 (control)    98.20     4.00     6.75
  1 (profile)   108.95     4.00     3.50
  2 (control)   116.45     4.00     5.75
  0 (direct)    126.20     4.00     5.50
  1 (profile)   135.70     4.00     3.00
  2 (control)   142.70     4.00     6.75
  1 (profile)   153.45     4.00     4.50
  2 (control)   161.95     4.00     3.00
  2 (control)   168.95     4.00     1.75
  0 (direct)    174.70     4.00     1.75
  2 (control)   180.45     4.00     3.25
  1 (profile)   187.70     4.00     5.50
  1 (profile)   197.20     4.00     2.50
  0 (direct)    203.70     4.00     1.00
  0 (direct)    208.70     4.00     5.00
  0 (direct)    217.70     4.00     2.25
  1 (profile)   223.95     4.00     5.25
  2 (control)   233.20     4.00     4.25
  2 (control)   241.45     4.00     5.00
  2 (control)   250.45     4.00     7.00
  1 (profile)   261.45     4.00     7.00
  2 (control)   272.45     4.00     1.25
  1 (profile)   277.70     4.00     3.75
  1 (profile)   285.45     4.00     6.25
  0 (direct)    295.70     4.00     2.25
  0 (direct)    301.95     4.00     4.25
  1 (profile)   310.20     4.00     5.25
  1 (profile)   319.45     4.00     2.00
  1 (profile)   325.45     4.00     1.00
  2 (control)   330.45     4.00     2.75
  0 (direct)    337.20     4.00     6.25
  1 (profile)   347.45     4.00     1.25
  1 (profile)   352.70     4.00     4.50
  0 (direct)    361.20     4.00     0.00

