-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.25
  2 (control)    15.45     4.00     4.50
  0 (direct)     23.95     4.00     1.75
  1 (profile)    29.70     4.00     6.50
  0 (direct)     40.20     4.00     7.00
  2 (control)    51.20     4.00     5.00
  0 (direct)     60.20     4.00     6.25
  0 (direct)     70.45     4.00     1.00
  0 (direct)     75.45     4.00     3.75
  1 (profile)    83.20     4.00     2.00
  1 (profile)    89.20     4.00     4.25
  0 (direct)     97.45     4.00     1.00
  2 (control)   102.45     4.00     3.00
  1 (profile)   109.45     4.00     4.25
  2 (control)   117.70     4.00     5.50
  2 (control)   127.20     4.00     5.25
  1 (profile)   136.45     4.00     4.75
  1 (profile)   145.20     4.00     3.50
  0 (direct)    152.70     4.00     6.00
  0 (direct)    162.70     4.00     2.25
  2 (control)   168.95     4.00     5.25
  1 (profile)   178.20     4.00     3.75
  0 (direct)    185.95     4.00     6.25
  2 (control)   196.20     4.00     5.00
  0 (direct)    205.20     4.00     5.75
  2 (control)   214.95     4.00     2.50
  1 (profile)   221.45     4.00     6.50
  0 (direct)    231.95     4.00     2.50
  2 (control)   238.45     4.00     3.25
  2 (control)   245.70     4.00     7.00
  1 (profile)   256.70     4.00     6.75
  2 (control)   267.45     4.00     1.25
  0 (direct)    272.70     4.00     2.75
  2 (control)   279.45     4.00     2.75
  1 (profile)   286.20     4.00     1.50
  1 (profile)   291.70     4.00     3.00
  1 (profile)   298.70     4.00     6.75
  0 (direct)    309.45     4.00     1.25
  0 (direct)    314.70     4.00     5.75
  2 (control)   324.45     4.00     4.50
  1 (profile)   332.95     4.00     5.50
  0 (direct)    342.45     4.00     1.50
  1 (profile)   347.95     4.00     1.75
  2 (control)   353.70     4.00     3.50
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.25
  1 (profile)    15.45     4.00     3.50
  0 (direct)     22.95     4.00     3.75
  0 (direct)     30.70     4.00     1.00
  2 (control)    35.70     4.00     5.75
  1 (profile)    45.45     4.00     2.50
  2 (control)    51.95     4.00     3.00
  1 (profile)    58.95     4.00     6.75
  2 (control)    69.70     4.00     3.75
  2 (control)    77.45     4.00     4.25
  2 (control)    85.70     4.00     4.75
  0 (direct)     94.45     4.00     5.00
  2 (control)   103.45     4.00     4.50
  0 (direct)    111.95     4.00     4.25
  2 (control)   120.20     4.00     6.75
  1 (profile)   130.95     4.00     6.25
  0 (direct)    141.20     4.00     6.50
  1 (profile)   151.70     4.00     5.75
  0 (direct)    161.45     4.00     1.00
  1 (profile)   166.45     4.00     3.00
  1 (profile)   173.45     4.00     1.75
  1 (profile)   179.20     4.00     5.00
  2 (control)   188.20     4.00     1.75
  0 (direct)    193.95     4.00     5.50
  1 (profile)   203.45     4.00     1.25
  1 (profile)   208.70     4.00     2.25
  1 (profile)   214.95     4.00     5.25
  2 (control)   224.20     4.00     6.25
  1 (profile)   234.45     4.00     5.50
  0 (direct)    243.95     4.00     6.50
  2 (control)   254.45     4.00     2.50
  0 (direct)    260.95     4.00     7.00
  2 (control)   271.95     4.00     1.50
  0 (direct)    277.45     4.00     1.50
  1 (profile)   282.95     4.00     6.00
  1 (profile)   292.95     4.00     5.25
  0 (direct)    302.20     4.00     1.25
  2 (control)   307.45     4.00     2.00
  0 (direct)    313.45     4.00     7.00
  2 (control)   324.45     4.00     2.75
  2 (control)   331.20     4.00     3.25
  0 (direct)    338.45     4.00     2.75
  0 (direct)    345.20     4.00     4.50
  0 (direct)    353.70     4.00     3.50
  2 (control)   361.20     4.00     0.00

