-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.25
  2 (control)    15.45     4.00     3.25
  2 (control)    22.70     4.00     1.75
  1 (profile)    28.45     4.00     6.50
  2 (control)    38.95     4.00     4.50
  0 (direct)     47.45     4.00     1.50
  0 (direct)     52.95     4.00     2.75
  1 (profile)    59.70     4.00     6.00
  1 (profile)    69.70     4.00     5.00
  0 (direct)     78.70     4.00     2.50
  2 (control)    85.20     4.00     5.00
  2 (control)    94.20     4.00     3.75
  1 (profile)   101.95     4.00     5.75
  1 (profile)   111.70     4.00     1.75
  2 (control)   117.45     4.00     2.25
  2 (control)   123.70     4.00     3.50
  2 (control)   131.20     4.00     5.50
  0 (direct)    140.70     4.00     1.50
  1 (profile)   146.20     4.00     4.25
  2 (control)   154.45     4.00     7.00
  0 (direct)    165.45     4.00     5.25
  0 (direct)    174.70     4.00     1.00
  1 (profile)   179.70     4.00     6.75
  1 (profile)   190.45     4.00     2.75
  0 (direct)    197.20     4.00     1.00
  2 (control)   202.20     4.00     3.50
  0 (direct)    209.70     4.00     3.00
  2 (control)   216.70     4.00     5.75
  0 (direct)    226.45     4.00     2.50
  1 (profile)   232.95     4.00     4.50
  0 (direct)    241.45     4.00     4.75
  0 (direct)    250.20     4.00     2.00
  2 (control)   256.20     4.00     6.75
  0 (direct)    266.95     4.00     6.25
  0 (direct)    277.20     4.00     4.25
  1 (profile)   285.45     4.00     6.25
  2 (control)   295.70     4.00     3.75
  1 (profile)   303.45     4.00     1.25
  1 (profile)   308.70     4.00     5.50
  1 (profile)   318.20     4.00     3.00
  2 (control)   325.20     4.00     1.25
  2 (control)   330.45     4.00     5.25
  1 (profile)   339.70     4.00     6.50
  0 (direct)    350.20     4.00     7.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.50
  1 (profile)    15.70     4.00     3.75
  1 (profile)    23.45     4.00     1.50
  2 (control)    28.95     4.00     3.00
  2 (control)    35.95     4.00     1.00
  1 (profile)    40.95     4.00     4.25
  0 (direct)     49.20     4.00     6.75
  2 (control)    59.95     4.00     5.25
  0 (direct)     69.20     4.00     5.00
  1 (profile)    78.20     4.00     2.75
  1 (profile)    84.95     4.00     6.50
  0 (direct)     95.45     4.00     4.50
  0 (direct)    103.95     4.00     3.50
  2 (control)   111.45     4.00     6.25
  1 (profile)   121.70     4.00     4.50
  0 (direct)    130.20     4.00     2.25
  0 (direct)    136.45     4.00     4.75
  2 (control)   145.20     4.00     1.75
  0 (direct)    150.95     4.00     1.25
  2 (control)   156.20     4.00     2.00
  2 (control)   162.20     4.00     5.75
  1 (profile)   171.95     4.00     2.75
  2 (control)   178.70     4.00     6.00
  1 (profile)   188.70     4.00     5.75
  1 (profile)   198.45     4.00     4.25
  2 (control)   206.70     4.00     7.00
  2 (control)   217.70     4.00     5.50
  2 (control)   227.20     4.00     6.50
  0 (direct)    237.70     4.00     3.25
  0 (direct)    244.95     4.00     1.25
  0 (direct)    250.20     4.00     6.25
  1 (profile)   260.45     4.00     2.25
  0 (direct)    266.70     4.00     3.50
  0 (direct)    274.20     4.00     3.75
  0 (direct)    281.95     4.00     1.50
  1 (profile)   287.45     4.00     1.00
  1 (profile)   292.45     4.00     2.50
  2 (control)   298.95     4.00     5.50
  1 (profile)   308.45     4.00     3.00
  2 (control)   315.45     4.00     5.25
  0 (direct)    324.70     4.00     6.75
  0 (direct)    335.45     4.00     5.00
  2 (control)   344.45     4.00     7.00
  1 (profile)   355.45     4.00     1.75
  1 (profile)   361.20     4.00     0.00

