-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.50
  1 (profile)    15.70     4.00     2.75
  1 (profile)    22.45     4.00     4.75
  2 (control)    31.20     4.00     1.50
  0 (direct)     36.70     4.00     3.75
  1 (profile)    44.45     4.00     7.00
  2 (control)    55.45     4.00     2.25
  1 (profile)    61.70     4.00     5.25
  2 (control)    70.95     4.00     3.75
  0 (direct)     78.70     4.00     6.25
  2 (control)    88.95     4.00     6.50
  2 (control)    99.45     4.00     3.00
  0 (direct)    106.45     4.00     2.00
  0 (direct)    112.45     4.00     1.00
  0 (direct)    117.45     4.00     6.75
  1 (profile)   128.20     4.00     6.50
  1 (profile)   138.70     4.00     5.50
  1 (profile)   148.20     4.00     6.75
  2 (control)   158.95     4.00     1.50
  2 (control)   164.45     4.00     3.50
  0 (direct)    171.95     4.00     5.50
  0 (direct)    181.45     4.00     4.50
  2 (control)   189.95     4.00     5.75
  2 (control)   199.70     4.00     6.00
  0 (direct)    209.70     4.00     5.75
  1 (profile)   219.45     4.00     2.75
  1 (profile)   226.20     4.00     3.25
  0 (direct)    233.45     4.00     7.00
  0 (direct)    244.45     4.00     4.25
  1 (profile)   252.70     4.00     2.50
  0 (direct)    259.20     4.00     5.00
  0 (direct)    268.20     4.00     6.25
  2 (control)   278.45     4.00     1.75
  2 (control)   284.20     4.00     1.00
  2 (control)   289.20     4.00     5.00
  1 (profile)   298.20     4.00     4.50
  1 (profile)   306.70     4.00     2.25
  1 (profile)   312.95     4.00     5.25
  2 (control)   322.20     4.00     4.25
  0 (direct)    330.45     4.00     3.00
  2 (control)   337.45     4.00     1.25
  0 (direct)    342.70     4.00     1.75
  1 (profile)   348.45     4.00     1.25
  0 (direct)    353.70     4.00     3.50
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     5.50
  1 (profile)    18.70     4.00     1.25
  2 (control)    23.95     4.00     4.75
  0 (direct)     32.70     4.00     2.00
  2 (control)    38.70     4.00     3.00
  0 (direct)     45.70     4.00     1.75
  1 (profile)    51.45     4.00     3.75
  1 (profile)    59.20     4.00     2.50
  1 (profile)    65.70     4.00     5.75
  2 (control)    75.45     4.00     3.00
  0 (direct)     82.45     4.00     4.25
  0 (direct)     90.70     4.00     2.25
  1 (profile)    96.95     4.00     6.75
  2 (control)   107.70     4.00     1.00
  2 (control)   112.70     4.00     1.75
  2 (control)   118.45     4.00     6.25
  1 (profile)   128.70     4.00     2.75
  0 (direct)    135.45     4.00     6.75
  0 (direct)    146.20     4.00     3.50
  2 (control)   153.70     4.00     5.50
  0 (direct)    163.20     4.00     6.50
  1 (profile)   173.70     4.00     5.25
  2 (control)   182.95     4.00     6.00
  2 (control)   192.95     4.00     7.00
  1 (profile)   203.95     4.00     5.25
  0 (direct)    213.20     4.00     4.25
  1 (profile)   221.45     4.00     2.25
  2 (control)   227.70     4.00     1.50
  2 (control)   233.20     4.00     7.00
  0 (direct)    244.20     4.00     4.50
  2 (control)   252.70     4.00     6.50
  1 (profile)   263.20     4.00     5.75
  0 (direct)    272.95     4.00     3.75
  0 (direct)    280.70     4.00     3.50
  2 (control)   288.20     4.00     3.25
  1 (profile)   295.45     4.00     2.75
  2 (control)   302.20     4.00     6.25
  0 (direct)    312.45     4.00     4.50
  0 (direct)    320.95     4.00     1.25
  1 (profile)   326.20     4.00     1.00
  1 (profile)   331.20     4.00     5.00
  2 (control)   340.20     4.00     1.50
  0 (direct)    345.70     4.00     2.50
  1 (profile)   352.20     4.00     5.00
  0 (direct)    361.20     4.00     0.00

