-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.50
  2 (control)    14.70     4.00     2.25
  0 (direct)     20.95     4.00     2.00
  1 (profile)    26.95     4.00     3.50
  0 (direct)     34.45     4.00     4.50
  0 (direct)     42.95     4.00     1.50
  0 (direct)     48.45     4.00     5.25
  2 (control)    57.70     4.00     3.75
  0 (direct)     65.45     4.00     6.25
  2 (control)    75.70     4.00     3.00
  1 (profile)    82.70     4.00     4.75
  2 (control)    91.45     4.00     6.25
  1 (profile)   101.70     4.00     4.25
  0 (direct)    109.95     4.00     5.25
  0 (direct)    119.20     4.00     6.00
  2 (control)   129.20     4.00     1.75
  1 (profile)   134.95     4.00     1.00
  1 (profile)   139.95     4.00     3.50
  1 (profile)   147.45     4.00     5.75
  2 (control)   157.20     4.00     5.50
  0 (direct)    166.70     4.00     5.75
  2 (control)   176.45     4.00     3.25
  2 (control)   183.70     4.00     2.50
  1 (profile)   190.20     4.00     3.75
  0 (direct)    197.95     4.00     1.75
  0 (direct)    203.70     4.00     4.50
  1 (profile)   212.20     4.00     5.00
  1 (profile)   221.20     4.00     7.00
  1 (profile)   232.20     4.00     2.75
  2 (control)   238.95     4.00     2.25
  1 (profile)   245.20     4.00     1.25
  2 (control)   250.45     4.00     6.75
  2 (control)   261.20     4.00     6.75
  0 (direct)    271.95     4.00     6.50
  0 (direct)    282.45     4.00     5.00
  0 (direct)    291.45     4.00     5.50
  2 (control)   300.95     4.00     1.25
  1 (profile)   306.20     4.00     2.50
  1 (profile)   312.70     4.00     1.00
  2 (control)   317.70     4.00     6.50
  0 (direct)    328.20     4.00     2.75
  2 (control)   334.95     4.00     7.00
  1 (profile)   345.95     4.00     4.25
  0 (direct)    354.20     4.00     3.00
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.25
  2 (control)    15.45     4.00     1.00
  1 (profile)    20.45     4.00     4.25
  1 (profile)    28.70     4.00     4.75
  0 (direct)     37.45     4.00     3.25
  2 (control)    44.70     4.00     5.75
  2 (control)    54.45     4.00     3.50
  2 (control)    61.95     4.00     1.75
  1 (profile)    67.70     4.00     4.50
  0 (direct)     76.20     4.00     2.50
  1 (profile)    82.70     4.00     3.50
  1 (profile)    90.20     4.00     1.75
  0 (direct)     95.95     4.00     5.00
  0 (direct)    104.95     4.00     2.75
  0 (direct)    111.70     4.00     5.50
  2 (control)   121.20     4.00     5.25
  2 (control)   130.45     4.00     7.00
  2 (control)   141.45     4.00     7.00
  1 (profile)   152.45     4.00     4.25
  1 (profile)   160.70     4.00     5.25
  1 (profile)   169.95     4.00     2.50
  2 (control)   176.45     4.00     4.50
  1 (profile)   184.95     4.00     1.00
  2 (control)   189.95     4.00     3.75
  1 (profile)   197.70     4.00     6.50
  1 (profile)   208.20     4.00     5.75
  0 (direct)    217.95     4.00     2.00
  1 (profile)   223.95     4.00     6.75
  0 (direct)    234.70     4.00     6.25
  2 (control)   244.95     4.00     3.75
  0 (direct)    252.70     4.00     6.00
  1 (profile)   262.70     4.00     1.25
  1 (profile)   267.95     4.00     3.00
  2 (control)   274.95     4.00     3.00
  2 (control)   281.95     4.00     2.25
  2 (control)   288.20     4.00     5.00
  0 (direct)    297.20     4.00     1.50
  2 (control)   302.70     4.00     6.25
  0 (direct)    312.95     4.00     6.75
  0 (direct)    323.70     4.00     2.75
  0 (direct)    330.45     4.00     1.25
  2 (control)   335.70     4.00     1.50
  1 (profile)   341.20     4.00     6.50
  0 (direct)    351.70     4.00     5.50
  0 (direct)    361.20     4.00     0.00

