-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     4.75
  0 (direct)     17.95     4.00     5.25
  1 (profile)    27.20     4.00     1.75
  1 (profile)    32.95     4.00     2.25
  0 (direct)     39.20     4.00     1.00
  0 (direct)     44.20     4.00     1.75
  0 (direct)     49.95     4.00     3.00
  1 (profile)    56.95     4.00     4.25
  1 (profile)    65.20     4.00     5.75
  2 (control)    74.95     4.00     3.75
  0 (direct)     82.70     4.00     6.75
  2 (control)    93.45     4.00     2.00
  2 (control)    99.45     4.00     6.50
  1 (profile)   109.95     4.00     2.75
  2 (control)   116.70     4.00     2.50
  2 (control)   123.20     4.00     1.25
  0 (direct)    128.45     4.00     3.75
  1 (profile)   136.20     4.00     5.25
  1 (profile)   145.45     4.00     5.75
  2 (control)   155.20     4.00     2.25
  2 (control)   161.45     4.00     6.25
  1 (profile)   171.70     4.00     1.00
  0 (direct)    176.70     4.00     6.00
  2 (control)   186.70     4.00     1.25
  0 (direct)    191.95     4.00     3.50
  2 (control)   199.45     4.00     7.00
  2 (control)   210.45     4.00     2.75
  2 (control)   217.20     4.00     5.50
  1 (profile)   226.70     4.00     4.50
  0 (direct)    235.20     4.00     4.25
  2 (control)   243.45     4.00     5.00
  1 (profile)   252.45     4.00     1.50
  2 (control)   257.95     4.00     5.00
  0 (direct)    266.95     4.00     3.25
  1 (profile)   274.20     4.00     1.50
  1 (profile)   279.70     4.00     6.50
  1 (profile)   290.20     4.00     6.25
  0 (direct)    300.45     4.00     3.00
  0 (direct)    307.45     4.00     5.50
  2 (control)   316.95     4.00     6.75
  1 (profile)   327.70     4.00     2.50
  0 (direct)    334.20     4.00     7.00
  0 (direct)    345.20     4.00     4.50
  0 (direct)    353.70     4.00     3.50
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.75
  1 (profile)    14.95     4.00     1.00
  2 (control)    19.95     4.00     5.50
  0 (direct)     29.45     4.00     3.00
  2 (control)    36.45     4.00     4.50
  1 (profile)    44.95     4.00     2.75
  0 (direct)     51.70     4.00     4.75
  2 (control)    60.45     4.00     4.25
  0 (direct)     68.70     4.00     3.75
  0 (direct)     76.45     4.00     5.00
  2 (control)    85.45     4.00     6.25
  2 (control)    95.70     4.00     3.50
  2 (control)   103.20     4.00     1.25
  1 (profile)   108.45     4.00     6.75
  0 (direct)    119.20     4.00     3.75
  0 (direct)    126.95     4.00     7.00
  0 (direct)    137.95     4.00     1.50
  2 (control)   143.45     4.00     6.50
  1 (profile)   153.95     4.00     6.00
  1 (profile)   163.95     4.00     5.50
  0 (direct)    173.45     4.00     5.75
  0 (direct)    183.20     4.00     3.25
  2 (control)   190.45     4.00     2.25
  2 (control)   196.70     4.00     4.25
  0 (direct)    204.95     4.00     2.75
  1 (profile)   211.70     4.00     5.75
  0 (direct)    221.45     4.00     1.00
  0 (direct)    226.45     4.00     2.25
  1 (profile)   232.70     4.00     1.75
  1 (profile)   238.45     4.00     6.50
  1 (profile)   248.95     4.00     2.50
  2 (control)   255.45     4.00     7.00
  1 (profile)   266.45     4.00     5.25
  1 (profile)   275.70     4.00     6.75
  1 (profile)   286.45     4.00     1.25
  0 (direct)    291.70     4.00     1.50
  2 (control)   297.20     4.00     3.50
  2 (control)   304.70     4.00     2.50
  2 (control)   311.20     4.00     5.25
  0 (direct)    320.45     4.00     5.00
  2 (control)   329.45     4.00     3.00
  1 (profile)   336.45     4.00     6.25
  2 (control)   346.70     4.00     2.00
  1 (profile)   352.70     4.00     4.50
  1 (profile)   361.20     4.00     0.00

