-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.00
  0 (direct)     15.20     4.00     6.75
  2 (control)    25.95     4.00     2.75
  1 (profile)    32.70     4.00     1.25
  0 (direct)     37.95     4.00     2.25
  1 (profile)    44.20     4.00     2.50
  2 (control)    50.70     4.00     5.75
  0 (direct)     60.45     4.00     5.00
  2 (control)    69.45     4.00     2.50
  2 (control)    75.95     4.00     5.50
  0 (direct)     85.45     4.00     1.00
  0 (direct)     90.45     4.00     7.00
  2 (control)   101.45     4.00     4.25
  1 (profile)   109.70     4.00     3.75
  1 (profile)   117.45     4.00     4.50
  2 (control)   125.95     4.00     6.50
  1 (profile)   136.45     4.00     3.00
  1 (profile)   143.45     4.00     1.25
  2 (control)   148.70     4.00     1.00
  0 (direct)    153.70     4.00     6.75
  1 (profile)   164.45     4.00     2.75
  1 (profile)   171.20     4.00     4.75
  1 (profile)   179.95     4.00     6.25
  0 (direct)    190.20     4.00     3.75
  2 (control)   197.95     4.00     4.50
  1 (profile)   206.45     4.00     6.00
  2 (control)   216.45     4.00     7.00
  2 (control)   227.45     4.00     2.25
  0 (direct)    233.70     4.00     3.50
  1 (profile)   241.20     4.00     3.50
  0 (direct)    248.70     4.00     1.75
  2 (control)   254.45     4.00     5.00
  1 (profile)   263.45     4.00     5.75
  2 (control)   273.20     4.00     6.50
  0 (direct)    283.70     4.00     1.50
  0 (direct)    289.20     4.00     4.25
  2 (control)   297.45     4.00     3.00
  2 (control)   304.45     4.00     6.25
  0 (direct)    314.70     4.00     5.25
  1 (profile)   323.95     4.00     1.75
  0 (direct)    329.70     4.00     3.25
  0 (direct)    336.95     4.00     5.50
  1 (profile)   346.45     4.00     1.50
  2 (control)   351.95     4.00     5.25
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.75
  0 (direct)     16.95     4.00     1.25
  1 (profile)    22.20     4.00     3.00
  0 (direct)     29.20     4.00     2.00
  0 (direct)     35.20     4.00     5.75
  0 (direct)     44.95     4.00     6.50
  2 (control)    55.45     4.00     3.50
  1 (profile)    62.95     4.00     6.50
  1 (profile)    73.45     4.00     2.25
  2 (control)    79.70     4.00     6.00
  1 (profile)    89.70     4.00     3.25
  1 (profile)    96.95     4.00     1.50
  1 (profile)   102.45     4.00     5.25
  0 (direct)    111.70     4.00     3.00
  2 (control)   118.70     4.00     1.25
  0 (direct)    123.95     4.00     1.50
  0 (direct)    129.45     4.00     5.50
  2 (control)   138.95     4.00     6.75
  2 (control)   149.70     4.00     7.00
  1 (profile)   160.70     4.00     1.00
  2 (control)   165.70     4.00     6.25
  0 (direct)    175.95     4.00     6.25
  1 (profile)   186.20     4.00     3.50
  0 (direct)    193.70     4.00     1.75
  0 (direct)    199.45     4.00     5.00
  0 (direct)    208.45     4.00     4.25
  1 (profile)   216.70     4.00     1.75
  1 (profile)   222.45     4.00     7.00
  2 (control)   233.45     4.00     6.75
  0 (direct)    244.20     4.00     5.25
  1 (profile)   253.45     4.00     2.75
  2 (control)   260.20     4.00     5.75
  2 (control)   269.95     4.00     2.75
  1 (profile)   276.70     4.00     4.50
  0 (direct)    285.20     4.00     2.50
  2 (control)   291.70     4.00     4.25
  2 (control)   299.95     4.00     4.50
  1 (profile)   308.45     4.00     2.50
  2 (control)   314.95     4.00     1.00
  2 (control)   319.95     4.00     3.75
  0 (direct)    327.70     4.00     5.00
  1 (profile)   336.70     4.00     4.75
  2 (control)   345.45     4.00     5.50
  2 (control)   354.95     4.00     2.25
  0 (direct)    361.20     4.00     0.00

