-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     4.25
  0 (direct)     17.45     4.00     2.00
  2 (control)    23.45     4.00     2.25
  1 (profile)    29.70     4.00     1.75
  2 (control)    35.45     4.00     3.00
  2 (control)    42.45     4.00     5.00
  0 (direct)     51.45     4.00     4.75
  1 (profile)    60.20     4.00     3.50
  1 (profile)    67.70     4.00     1.25
  0 (direct)     72.95     4.00     2.75
  1 (profile)    79.70     4.00     3.75
  1 (profile)    87.45     4.00     4.50
  0 (direct)     95.95     4.00     1.50
  0 (direct)    101.45     4.00     4.50
  1 (profile)   109.95     4.00     5.25
  0 (direct)    119.20     4.00     5.75
  0 (direct)    128.95     4.00     2.50
  2 (control)   135.45     4.00     5.50
  0 (direct)    144.95     4.00     6.75
  0 (direct)    155.70     4.00     6.50
  2 (control)   166.20     4.00     6.00
  2 (control)   176.20     4.00     5.00
  2 (control)   185.20     4.00     2.75
  0 (direct)    191.95     4.00     4.25
  2 (control)   200.20     4.00     2.25
  2 (control)   206.45     4.00     7.00
  1 (profile)   217.45     4.00     1.50
  1 (profile)   222.95     4.00     3.75
  0 (direct)    230.70     4.00     1.75
  2 (control)   236.45     4.00     1.00
  2 (control)   241.45     4.00     3.25
  1 (profile)   248.70     4.00     6.75
  1 (profile)   259.45     4.00     7.00
  2 (control)   270.45     4.00     5.50
  1 (profile)   279.95     4.00     1.25
  1 (profile)   285.20     4.00     3.00
  1 (profile)   292.20     4.00     6.25
  0 (direct)    302.45     4.00     5.25
  0 (direct)    311.70     4.00     6.25
  0 (direct)    321.95     4.00     3.50
  2 (control)   329.45     4.00     6.50
  2 (control)   339.95     4.00     2.50
  1 (profile)   346.45     4.00     1.00
  0 (direct)    351.45     4.00     5.75
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     5.75
  0 (direct)     18.95     4.00     1.00
  2 (control)    23.95     4.00     1.25
  2 (control)    29.20     4.00     6.75
  1 (profile)    39.95     4.00     2.75
  2 (control)    46.70     4.00     7.00
  1 (profile)    57.70     4.00     2.50
  0 (direct)     64.20     4.00     1.00
  2 (control)    69.20     4.00     7.00
  2 (control)    80.20     4.00     2.25
  2 (control)    86.45     4.00     4.50
  1 (profile)    94.95     4.00     5.25
  1 (profile)   104.20     4.00     3.00
  0 (direct)    111.20     4.00     3.25
  0 (direct)    118.45     4.00     6.25
  0 (direct)    128.70     4.00     6.50
  1 (profile)   139.20     4.00     1.75
  0 (direct)    144.95     4.00     6.75
  2 (control)   155.70     4.00     4.25
  1 (profile)   163.95     4.00     5.25
  2 (control)   173.20     4.00     2.25
  0 (direct)    179.45     4.00     5.50
  0 (direct)    188.95     4.00     3.50
  0 (direct)    196.45     4.00     1.50
  2 (control)   201.95     4.00     5.75
  0 (direct)    211.70     4.00     2.75
  1 (profile)   218.45     4.00     6.00
  2 (control)   228.45     4.00     2.00
  1 (profile)   234.45     4.00     4.50
  0 (direct)    242.95     4.00     3.75
  1 (profile)   250.70     4.00     3.00
  1 (profile)   257.70     4.00     4.75
  0 (direct)    266.45     4.00     6.25
  2 (control)   276.70     4.00     4.25
  2 (control)   284.95     4.00     1.50
  2 (control)   290.45     4.00     5.50
  1 (profile)   299.95     4.00     3.50
  0 (direct)    307.45     4.00     5.00
  2 (control)   316.45     4.00     6.50
  1 (profile)   326.95     4.00     1.75
  0 (direct)    332.70     4.00     5.00
  1 (profile)   341.70     4.00     2.50
  0 (direct)    348.20     4.00     1.25
  1 (profile)   353.45     4.00     3.75
  2 (control)   361.20     4.00     0.00

