-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     5.50
  1 (profile)    18.70     4.00     5.00
  2 (control)    27.70     4.00     2.00
  1 (profile)    33.70     4.00     4.50
  1 (profile)    42.20     4.00     1.00
  0 (direct)     47.20     4.00     2.25
  1 (profile)    53.45     4.00     3.00
  2 (control)    60.45     4.00     1.50
  1 (profile)    65.95     4.00     1.75
  0 (direct)     71.70     4.00     7.00
  0 (direct)     82.70     4.00     6.00
  1 (profile)    92.70     4.00     6.50
  2 (control)   103.20     4.00     5.25
  1 (profile)   112.45     4.00     2.25
  2 (control)   118.70     4.00     6.25
  0 (direct)    128.95     4.00     4.25
  0 (direct)    137.20     4.00     5.75
  0 (direct)    146.95     4.00     1.25
  2 (control)   152.20     4.00     3.75
  2 (control)   159.95     4.00     2.75
  2 (control)   166.70     4.00     5.25
  1 (profile)   175.95     4.00     6.25
  0 (direct)    186.20     4.00     3.50
  2 (control)   193.70     4.00     1.00
  0 (direct)    198.70     4.00     3.25
  2 (control)   205.95     4.00     5.50
  0 (direct)    215.45     4.00     4.50
  0 (direct)    223.95     4.00     1.75
  2 (control)   229.70     4.00     6.75
  1 (profile)   240.45     4.00     4.25
  2 (control)   248.70     4.00     3.00
  1 (profile)   255.70     4.00     5.75
  2 (control)   265.45     4.00     1.25
  0 (direct)    270.70     4.00     6.50
  0 (direct)    281.20     4.00     3.75
  0 (direct)    288.95     4.00     3.50
  1 (profile)   296.45     4.00     2.75
  2 (control)   303.20     4.00     2.50
  1 (profile)   309.70     4.00     2.50
  1 (profile)   316.20     4.00     4.75
  0 (direct)    324.95     4.00     5.00
  0 (direct)    333.95     4.00     1.50
  2 (control)   339.45     4.00     6.75
  1 (profile)   350.20     4.00     7.00
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.75
  2 (control)    15.95     4.00     3.50
  0 (direct)     23.45     4.00     3.00
  0 (direct)     30.45     4.00     6.25
  1 (profile)    40.70     4.00     2.00
  1 (profile)    46.70     4.00     1.50
  1 (profile)    52.20     4.00     5.25
  2 (control)    61.45     4.00     1.50
  2 (control)    66.95     4.00     4.75
  2 (control)    75.70     4.00     2.50
  0 (direct)     82.20     4.00     6.75
  0 (direct)     92.95     4.00     6.75
  0 (direct)    103.70     4.00     7.00
  1 (profile)   114.70     4.00     6.50
  1 (profile)   125.20     4.00     3.75
  2 (control)   132.95     4.00     1.25
  0 (direct)    138.20     4.00     6.25
  1 (profile)   148.45     4.00     6.50
  0 (direct)    158.95     4.00     5.50
  2 (control)   168.45     4.00     4.50
  2 (control)   176.95     4.00     5.00
  1 (profile)   185.95     4.00     7.00
  0 (direct)    196.95     4.00     5.00
  2 (control)   205.95     4.00     1.75
  2 (control)   211.70     4.00     2.50
  2 (control)   218.20     4.00     3.50
  0 (direct)    225.70     4.00     2.75
  1 (profile)   232.45     4.00     5.75
  1 (profile)   242.20     4.00     1.25
  1 (profile)   247.45     4.00     2.25
  0 (direct)    253.70     4.00     1.75
  1 (profile)   259.45     4.00     4.50
  0 (direct)    267.95     4.00     2.25
  1 (profile)   274.20     4.00     4.25
  2 (control)   282.45     4.00     6.00
  2 (control)   292.45     4.00     3.25
  1 (profile)   299.70     4.00     1.00
  0 (direct)    304.70     4.00     3.75
  0 (direct)    312.45     4.00     5.25
  2 (control)   321.70     4.00     4.25
  2 (control)   329.95     4.00     3.00
  1 (profile)   336.95     4.00     5.50
  2 (control)   346.45     4.00     5.75
  0 (direct)    356.20     4.00     1.00
  1 (profile)   361.20     4.00     0.00

