-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.75
  0 (direct)     14.95     4.00     1.50
  0 (direct)     20.45     4.00     4.25
  1 (profile)    28.70     4.00     2.50
  1 (profile)    35.20     4.00     1.00
  2 (control)    40.20     4.00     2.50
  0 (direct)     46.70     4.00     2.75
  0 (direct)     53.45     4.00     2.25
  2 (control)    59.70     4.00     6.25
  0 (direct)     69.95     4.00     1.50
  1 (profile)    75.45     4.00     6.50
  1 (profile)    85.95     4.00     5.75
  1 (profile)    95.70     4.00     3.25
  0 (direct)    102.95     4.00     6.25
  2 (control)   113.20     4.00     1.00
  2 (control)   118.20     4.00     4.50
  1 (profile)   126.70     4.00     3.00
  1 (profile)   133.70     4.00     5.75
  1 (profile)   143.45     4.00     5.50
  0 (direct)    152.95     4.00     5.50
  2 (control)   162.45     4.00     1.75
  2 (control)   168.20     4.00     6.00
  2 (control)   178.20     4.00     5.25
  1 (profile)   187.45     4.00     6.75
  0 (direct)    198.20     4.00     3.75
  2 (control)   205.95     4.00     7.00
  2 (control)   216.95     4.00     4.25
  1 (profile)   225.20     4.00     4.50
  2 (control)   233.70     4.00     3.50
  2 (control)   241.20     4.00     4.75
  1 (profile)   249.95     4.00     5.25
  1 (profile)   259.20     4.00     1.25
  0 (direct)    264.45     4.00     2.75
  0 (direct)    271.20     4.00     1.25
  0 (direct)    276.45     4.00     3.75
  2 (control)   284.20     4.00     3.50
  1 (profile)   291.70     4.00     6.50
  0 (direct)    302.20     4.00     3.00
  1 (profile)   309.20     4.00     6.75
  2 (control)   319.95     4.00     7.00
  2 (control)   330.95     4.00     2.00
  2 (control)   336.95     4.00     2.25
  0 (direct)    343.20     4.00     5.00
  1 (profile)   352.20     4.00     5.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.75
  0 (direct)     14.95     4.00     6.00
  0 (direct)     24.95     4.00     1.00
  0 (direct)     29.95     4.00     3.75
  1 (profile)    37.70     4.00     5.75
  2 (control)    47.45     4.00     6.25
  1 (profile)    57.70     4.00     2.00
  1 (profile)    63.70     4.00     4.25
  1 (profile)    71.95     4.00     4.25
  0 (direct)     80.20     4.00     4.75
  2 (control)    88.95     4.00     5.50
  1 (profile)    98.45     4.00     3.75
  1 (profile)   106.20     4.00     7.00
  0 (direct)    117.20     4.00     5.50
  2 (control)   126.70     4.00     3.00
  2 (control)   133.70     4.00     4.50
  1 (profile)   142.20     4.00     6.75
  1 (profile)   152.95     4.00     1.25
  1 (profile)   158.20     4.00     2.50
  2 (control)   164.70     4.00     1.50
  1 (profile)   170.20     4.00     2.25
  0 (direct)    176.45     4.00     2.75
  1 (profile)   183.20     4.00     5.00
  2 (control)   192.20     4.00     2.25
  2 (control)   198.45     4.00     1.50
  0 (direct)    203.95     4.00     3.25
  0 (direct)    211.20     4.00     5.75
  0 (direct)    220.95     4.00     3.00
  2 (control)   227.95     4.00     1.00
  0 (direct)    232.95     4.00     6.75
  0 (direct)    243.70     4.00     7.00
  2 (control)   254.70     4.00     6.50
  2 (control)   265.20     4.00     2.75
  2 (control)   271.95     4.00     4.50
  0 (direct)    280.45     4.00     6.25
  1 (profile)   290.70     4.00     6.50
  0 (direct)    301.20     4.00     1.25
  2 (control)   306.45     4.00     3.50
  0 (direct)    313.95     4.00     5.25
  1 (profile)   323.20     4.00     3.50
  1 (profile)   330.70     4.00     2.50
  2 (control)   337.20     4.00     5.00
  0 (direct)    346.20     4.00     5.25
  2 (control)   355.45     4.00     1.75
  1 (profile)   361.20     4.00     0.00

