-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     4.25
  0 (direct)     17.45     4.00     1.50
  0 (direct)     22.95     4.00     5.75
  1 (profile)    32.70     4.00     2.25
  1 (profile)    38.95     4.00     3.00
  1 (profile)    45.95     4.00     2.75
  0 (direct)     52.70     4.00     1.75
  1 (profile)    58.45     4.00     6.50
  2 (control)    68.95     4.00     1.00
  1 (profile)    73.95     4.00     7.00
  2 (control)    84.95     4.00     3.25
  0 (direct)     92.20     4.00     6.75
  2 (control)   102.95     4.00     2.25
  0 (direct)    109.20     4.00     3.75
  0 (direct)    116.95     4.00     3.75
  2 (control)   124.70     4.00     6.00
  2 (control)   134.70     4.00     3.50
  2 (control)   142.20     4.00     4.75
  0 (direct)    150.95     4.00     5.00
  0 (direct)    159.95     4.00     5.00
  1 (profile)   168.95     4.00     3.50
  1 (profile)   176.45     4.00     5.50
  0 (direct)    185.95     4.00     2.00
  1 (profile)   191.95     4.00     1.00
  2 (control)   196.95     4.00     6.75
  1 (profile)   207.70     4.00     7.00
  2 (control)   218.70     4.00     5.25
  0 (direct)    227.95     4.00     3.00
  1 (profile)   234.95     4.00     2.75
  1 (profile)   241.70     4.00     5.50
  2 (control)   251.20     4.00     1.75
  2 (control)   256.95     4.00     1.25
  0 (direct)    262.20     4.00     6.25
  1 (profile)   272.45     4.00     4.25
  2 (control)   280.70     4.00     1.50
  0 (direct)    286.20     4.00     4.50
  2 (control)   294.70     4.00     5.75
  2 (control)   304.45     4.00     2.50
  0 (direct)    310.95     4.00     4.50
  2 (control)   319.45     4.00     6.50
  2 (control)   329.95     4.00     2.50
  0 (direct)    336.45     4.00     5.25
  1 (profile)   345.70     4.00     1.25
  1 (profile)   350.95     4.00     6.25
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.25
  1 (profile)    14.45     4.00     1.00
  0 (direct)     19.45     4.00     3.50
  0 (direct)     26.95     4.00     6.25
  2 (control)    37.20     4.00     5.75
  2 (control)    46.95     4.00     3.25
  0 (direct)     54.20     4.00     1.50
  2 (control)    59.70     4.00     1.50
  0 (direct)     65.20     4.00     3.00
  0 (direct)     72.20     4.00     4.25
  0 (direct)     80.45     4.00     5.25
  2 (control)    89.70     4.00     6.50
  1 (profile)   100.20     4.00     2.50
  1 (profile)   106.70     4.00     2.75
  2 (control)   113.45     4.00     6.25
  1 (profile)   123.70     4.00     5.25
  2 (control)   132.95     4.00     5.50
  1 (profile)   142.45     4.00     5.00
  0 (direct)    151.45     4.00     2.25
  1 (profile)   157.70     4.00     4.50
  0 (direct)    166.20     4.00     6.75
  2 (control)   176.95     4.00     4.50
  0 (direct)    185.45     4.00     2.50
  0 (direct)    191.95     4.00     6.50
  2 (control)   202.45     4.00     4.75
  1 (profile)   211.20     4.00     3.75
  1 (profile)   218.95     4.00     4.25
  0 (direct)    227.20     4.00     5.75
  2 (control)   236.95     4.00     3.75
  0 (direct)    244.70     4.00     1.75
  2 (control)   250.45     4.00     7.00
  1 (profile)   261.45     4.00     2.25
  2 (control)   267.70     4.00     5.50
  1 (profile)   277.20     4.00     6.00
  0 (direct)    287.20     4.00     5.00
  2 (control)   296.20     4.00     1.25
  0 (direct)    301.45     4.00     2.00
  1 (profile)   307.45     4.00     3.50
  1 (profile)   314.95     4.00     2.75
  2 (control)   321.70     4.00     7.00
  1 (profile)   332.70     4.00     6.75
  1 (profile)   343.45     4.00     1.75
  2 (control)   349.20     4.00     3.00
  2 (control)   356.20     4.00     1.00
  1 (profile)   361.20     4.00     0.00

