-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.25
  2 (control)    15.45     4.00     1.50
  1 (profile)    20.95     4.00     1.00
  2 (control)    25.95     4.00     2.25
  0 (direct)     32.20     4.00     6.50
  2 (control)    42.70     4.00     1.50
  2 (control)    48.20     4.00     1.75
  0 (direct)     53.95     4.00     4.50
  2 (control)    62.45     4.00     3.75
  1 (profile)    70.20     4.00     1.25
  0 (direct)     75.45     4.00     5.50
  1 (profile)    84.95     4.00     2.75
  2 (control)    91.70     4.00     6.50
  1 (profile)   102.20     4.00     5.25
  1 (profile)   111.45     4.00     5.00
  2 (control)   120.45     4.00     3.25
  0 (direct)    127.70     4.00     5.50
  0 (direct)    137.20     4.00     6.00
  1 (profile)   147.20     4.00     5.75
  1 (profile)   156.95     4.00     3.00
  0 (direct)    163.95     4.00     3.00
  2 (control)   170.95     4.00     3.50
  0 (direct)    178.45     4.00     2.50
  2 (control)   184.95     4.00     7.00
  0 (direct)    195.95     4.00     2.75
  2 (control)   202.70     4.00     1.75
  2 (control)   208.45     4.00     3.50
  2 (control)   215.95     4.00     6.75
  1 (profile)   226.70     4.00     4.50
  0 (direct)    235.20     4.00     6.75
  1 (profile)   245.95     4.00     5.75
  0 (direct)    255.70     4.00     2.50
  1 (profile)   262.20     4.00     4.25
  2 (control)   270.45     4.00     1.25
  1 (profile)   275.70     4.00     5.00
  0 (direct)    284.70     4.00     5.25
  1 (profile)   293.95     4.00     2.00
  2 (control)   299.95     4.00     6.25
  2 (control)   310.20     4.00     4.25
  1 (profile)   318.45     4.00     6.25
  0 (direct)    328.70     4.00     7.00
  1 (profile)   339.70     4.00     3.75
  1 (profile)   347.45     4.00     4.75
  0 (direct)    356.20     4.00     1.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.75
  1 (profile)    15.95     4.00     1.00
  0 (direct)     20.95     4.00     1.00
  2 (control)    25.95     4.00     3.00
  1 (profile)    32.95     4.00     6.50
  0 (direct)     43.45     4.00     6.75
  2 (control)    54.20     4.00     5.75
  0 (direct)     63.95     4.00     5.25
  2 (control)    73.20     4.00     1.25
  2 (control)    78.45     4.00     5.00
  0 (direct)     87.45     4.00     2.00
  0 (direct)     93.45     4.00     5.50
  2 (control)   102.95     4.00     3.00
  0 (direct)    109.95     4.00     4.50
  1 (profile)   118.45     4.00     2.50
  2 (control)   124.95     4.00     6.25
  1 (profile)   135.20     4.00     3.25
  0 (direct)    142.45     4.00     5.00
  1 (profile)   151.45     4.00     1.75
  1 (profile)   157.20     4.00     6.25
  2 (control)   167.45     4.00     3.50
  1 (profile)   174.95     4.00     2.25
  0 (direct)    181.20     4.00     4.25
  1 (profile)   189.45     4.00     4.25
  2 (control)   197.70     4.00     2.25
  1 (profile)   203.95     4.00     3.50
  2 (control)   211.45     4.00     4.50
  0 (direct)    219.95     4.00     2.50
  0 (direct)    226.45     4.00     4.75
  2 (control)   235.20     4.00     5.50
  0 (direct)    244.70     4.00     1.75
  2 (control)   250.45     4.00     5.75
  1 (profile)   260.20     4.00     7.00
  1 (profile)   271.20     4.00     6.75
  1 (profile)   281.95     4.00     6.00
  2 (control)   291.95     4.00     7.00
  2 (control)   302.95     4.00     2.75
  0 (direct)    309.70     4.00     5.25
  2 (control)   318.95     4.00     1.50
  1 (profile)   324.45     4.00     1.50
  1 (profile)   329.95     4.00     1.25
  0 (direct)    335.20     4.00     6.50
  0 (direct)    345.70     4.00     3.75
  1 (profile)   353.45     4.00     3.75
  0 (direct)    361.20     4.00     0.00

