-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     6.00
  0 (direct)     19.20     4.00     3.00
  2 (control)    26.20     4.00     3.50
  2 (control)    33.70     4.00     1.00
  0 (direct)     38.70     4.00     1.50
  0 (direct)     44.20     4.00     4.25
  2 (control)    52.45     4.00     5.25
  1 (profile)    61.70     4.00     1.75
  1 (profile)    67.45     4.00     2.75
  1 (profile)    74.20     4.00     1.75
  0 (direct)     79.95     4.00     1.25
  1 (profile)    85.20     4.00     6.25
  1 (profile)    95.45     4.00     4.50
  2 (control)   103.95     4.00     6.75
  0 (direct)    114.70     4.00     6.25
  2 (control)   124.95     4.00     5.75
  1 (profile)   134.70     4.00     3.00
  0 (direct)    141.70     4.00     5.50
  1 (profile)   151.20     4.00     7.00
  1 (profile)   162.20     4.00     3.50
  2 (control)   169.70     4.00     3.25
  0 (direct)    176.95     4.00     2.75
  1 (profile)   183.70     4.00     1.00
  2 (control)   188.70     4.00     1.25
  0 (direct)    193.95     4.00     3.75
  2 (control)   201.70     4.00     2.50
  2 (control)   208.20     4.00     2.25
  2 (control)   214.45     4.00     2.25
  0 (direct)    220.70     4.00     6.50
  1 (profile)   231.20     4.00     4.25
  2 (control)   239.45     4.00     2.50
  1 (profile)   245.95     4.00     5.75
  0 (direct)    255.70     4.00     4.50
  0 (direct)    264.20     4.00     6.50
  2 (control)   274.70     4.00     5.00
  2 (control)   283.70     4.00     3.75
  2 (control)   291.45     4.00     2.00
  1 (profile)   297.45     4.00     6.75
  1 (profile)   308.20     4.00     5.25
  0 (direct)    317.45     4.00     1.50
  0 (direct)    322.95     4.00     4.75
  1 (profile)   331.70     4.00     5.00
  1 (profile)   340.70     4.00     5.50
  2 (control)   350.20     4.00     7.00
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     3.00
  2 (control)    16.20     4.00     1.50
  2 (control)    21.70     4.00     5.25
  0 (direct)     30.95     4.00     4.50
  2 (control)    39.45     4.00     3.50
  0 (direct)     46.95     4.00     2.00
  0 (direct)     52.95     4.00     4.25
  1 (profile)    61.20     4.00     2.50
  1 (profile)    67.70     4.00     2.25
  1 (profile)    73.95     4.00     5.75
  2 (control)    83.70     4.00     4.50
  2 (control)    92.20     4.00     3.25
  2 (control)    99.45     4.00     1.75
  1 (profile)   105.20     4.00     7.00
  0 (direct)    116.20     4.00     6.00
  0 (direct)    126.20     4.00     5.25
  2 (control)   135.45     4.00     3.50
  0 (direct)    142.95     4.00     3.00
  0 (direct)    149.95     4.00     1.00
  0 (direct)    154.95     4.00     3.75
  1 (profile)   162.70     4.00     5.00
  1 (profile)   171.70     4.00     1.25
  1 (profile)   176.95     4.00     1.75
  0 (direct)    182.70     4.00     2.50
  2 (control)   189.20     4.00     6.50
  1 (profile)   199.70     4.00     1.50
  1 (profile)   205.20     4.00     6.75
  2 (control)   215.95     4.00     2.75
  2 (control)   222.70     4.00     1.00
  1 (profile)   227.70     4.00     2.75
  1 (profile)   234.45     4.00     5.50
  2 (control)   243.95     4.00     6.50
  0 (direct)    254.45     4.00     6.75
  1 (profile)   265.20     4.00     5.75
  0 (direct)    274.95     4.00     4.75
  2 (control)   283.70     4.00     5.50
  0 (direct)    293.20     4.00     3.75
  1 (profile)   300.95     4.00     6.25
  1 (profile)   311.20     4.00     2.25
  1 (profile)   317.45     4.00     4.25
  2 (control)   325.70     4.00     5.00
  2 (control)   334.70     4.00     6.25
  0 (direct)    344.95     4.00     1.25
  0 (direct)    350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

