-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.75
  1 (profile)    14.95     4.00     4.25
  2 (control)    23.20     4.00     2.75
  1 (profile)    29.95     4.00     2.50
  1 (profile)    36.45     4.00     5.00
  1 (profile)    45.45     4.00     5.50
  2 (control)    54.95     4.00     6.75
  0 (direct)     65.70     4.00     2.25
  1 (profile)    71.95     4.00     5.00
  2 (control)    80.95     4.00     3.75
  1 (profile)    88.70     4.00     4.50
  1 (profile)    97.20     4.00     6.50
  2 (control)   107.70     4.00     2.75
  0 (direct)    114.45     4.00     3.50
  1 (profile)   121.95     4.00     7.00
  0 (direct)    132.95     4.00     5.75
  0 (direct)    142.70     4.00     4.25
  2 (control)   150.95     4.00     4.75
  2 (control)   159.70     4.00     5.50
  2 (control)   169.20     4.00     3.50
  0 (direct)    176.70     4.00     6.25
  0 (direct)    186.95     4.00     1.75
  0 (direct)    192.70     4.00     3.75
  1 (profile)   200.45     4.00     6.50
  1 (profile)   210.95     4.00     2.00
  0 (direct)    216.95     4.00     1.50
  2 (control)   222.45     4.00     1.25
  0 (direct)    227.70     4.00     1.00
  0 (direct)    232.70     4.00     6.75
  2 (control)   243.45     4.00     3.00
  0 (direct)    250.45     4.00     2.25
  1 (profile)   256.70     4.00     5.25
  2 (control)   265.95     4.00     2.50
  0 (direct)    272.45     4.00     6.25
  2 (control)   282.70     4.00     3.00
  1 (profile)   289.70     4.00     7.00
  0 (direct)    300.70     4.00     1.50
  2 (control)   306.20     4.00     1.25
  1 (profile)   311.45     4.00     5.75
  2 (control)   321.20     4.00     3.25
  2 (control)   328.45     4.00     6.00
  0 (direct)    338.45     4.00     1.00
  2 (control)   343.45     4.00     5.25
  1 (profile)   352.70     4.00     4.50
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.75
  1 (profile)    14.95     4.00     5.50
  2 (control)    24.45     4.00     2.00
  2 (control)    30.45     4.00     2.25
  1 (profile)    36.70     4.00     3.50
  1 (profile)    44.20     4.00     3.75
  2 (control)    51.95     4.00     6.75
  0 (direct)     62.70     4.00     5.75
  0 (direct)     72.45     4.00     6.75
  2 (control)    83.20     4.00     3.25
  0 (direct)     90.45     4.00     3.00
  0 (direct)     97.45     4.00     6.00
  0 (direct)    107.45     4.00     1.50
  2 (control)   112.95     4.00     3.75
  1 (profile)   120.70     4.00     4.50
  1 (profile)   129.20     4.00     4.25
  0 (direct)    137.45     4.00     4.50
  1 (profile)   145.95     4.00     1.00
  2 (control)   150.95     4.00     6.25
  0 (direct)    161.20     4.00     4.25
  2 (control)   169.45     4.00     5.00
  0 (direct)    178.45     4.00     6.25
  0 (direct)    188.70     4.00     7.00
  0 (direct)    199.70     4.00     1.25
  2 (control)   204.95     4.00     5.25
  2 (control)   214.20     4.00     2.25
  2 (control)   220.45     4.00     1.00
  1 (profile)   225.45     4.00     5.50
  1 (profile)   234.95     4.00     7.00
  1 (profile)   245.95     4.00     4.75
  0 (direct)    254.70     4.00     6.50
  1 (profile)   265.20     4.00     2.75
  1 (profile)   271.95     4.00     2.50
  1 (profile)   278.45     4.00     2.75
  2 (control)   285.20     4.00     5.25
  2 (control)   294.45     4.00     1.75
  0 (direct)    300.20     4.00     1.50
  1 (profile)   305.70     4.00     1.25
  0 (direct)    310.95     4.00     2.50
  0 (direct)    317.45     4.00     3.50
  2 (control)   324.95     4.00     5.00
  2 (control)   333.95     4.00     5.75
  0 (direct)    343.70     4.00     6.50
  1 (profile)   354.20     4.00     3.00
  1 (profile)   361.20     4.00     0.00

