-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     5.00
  0 (direct)     18.20     4.00     4.25
  0 (direct)     26.45     4.00     1.00
  1 (profile)    31.45     4.00     2.50
  2 (control)    37.95     4.00     1.25
  1 (profile)    43.20     4.00     3.00
  0 (direct)     50.20     4.00     3.00
  0 (direct)     57.20     4.00     2.25
  0 (direct)     63.45     4.00     3.75
  1 (profile)    71.20     4.00     2.25
  1 (profile)    77.45     4.00     2.50
  1 (profile)    83.95     4.00     6.00
  2 (control)    93.95     4.00     3.25
  2 (control)   101.20     4.00     5.75
  0 (direct)    110.95     4.00     5.25
  2 (control)   120.20     4.00     6.25
  0 (direct)    130.45     4.00     4.25
  1 (profile)   138.70     4.00     5.50
  0 (direct)    148.20     4.00     5.00
  0 (direct)    157.20     4.00     1.75
  0 (direct)    162.95     4.00     6.75
  1 (profile)   173.70     4.00     1.50
  2 (control)   179.20     4.00     1.75
  2 (control)   184.95     4.00     2.75
  0 (direct)    191.70     4.00     2.00
  2 (control)   197.70     4.00     6.25
  2 (control)   207.95     4.00     7.00
  2 (control)   218.95     4.00     3.75
  1 (profile)   226.70     4.00     3.50
  1 (profile)   234.20     4.00     1.25
  2 (control)   239.45     4.00     5.50
  1 (profile)   248.95     4.00     5.75
  2 (control)   258.70     4.00     6.50
  1 (profile)   269.20     4.00     4.50
  1 (profile)   277.70     4.00     2.75
  1 (profile)   284.45     4.00     1.50
  0 (direct)    289.95     4.00     7.00
  2 (control)   300.95     4.00     3.50
  0 (direct)    308.45     4.00     6.75
  0 (direct)    319.20     4.00     4.50
  2 (control)   327.70     4.00     4.75
  0 (direct)    336.45     4.00     6.50
  1 (profile)   346.95     4.00     1.00
  1 (profile)   351.95     4.00     5.25
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     2.50
  1 (profile)    15.70     4.00     2.75
  0 (direct)     22.45     4.00     5.00
  1 (profile)    31.45     4.00     1.50
  1 (profile)    36.95     4.00     3.75
  1 (profile)    44.70     4.00     2.25
  2 (control)    50.95     4.00     3.00
  0 (direct)     57.95     4.00     4.25
  2 (control)    66.20     4.00     1.25
  1 (profile)    71.45     4.00     4.50
  1 (profile)    79.95     4.00     1.25
  0 (direct)     85.20     4.00     5.50
  1 (profile)    94.70     4.00     5.25
  2 (control)   103.95     4.00     6.50
  2 (control)   114.45     4.00     5.75
  1 (profile)   124.20     4.00     6.75
  1 (profile)   134.95     4.00     1.50
  0 (direct)    140.45     4.00     1.00
  1 (profile)   145.45     4.00     3.50
  2 (control)   152.95     4.00     6.25
  2 (control)   163.20     4.00     4.50
  2 (control)   171.70     4.00     5.75
  1 (profile)   181.45     4.00     2.00
  0 (direct)    187.45     4.00     7.00
  2 (control)   198.45     4.00     6.75
  0 (direct)    209.20     4.00     6.25
  1 (profile)   219.45     4.00     6.00
  0 (direct)    229.45     4.00     1.75
  0 (direct)    235.20     4.00     3.75
  0 (direct)    242.95     4.00     1.75
  2 (control)   248.70     4.00     5.50
  2 (control)   258.20     4.00     3.50
  2 (control)   265.70     4.00     4.25
  0 (direct)    273.95     4.00     2.75
  1 (profile)   280.70     4.00     2.50
  1 (profile)   287.20     4.00     5.00
  0 (direct)    296.20     4.00     3.25
  1 (profile)   303.45     4.00     2.25
  2 (control)   309.70     4.00     5.25
  0 (direct)    318.95     4.00     7.00
  2 (control)   329.95     4.00     1.00
  0 (direct)    334.95     4.00     3.00
  0 (direct)    341.95     4.00     6.50
  2 (control)   352.45     4.00     4.75
  2 (control)   361.20     4.00     0.00

