-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.00
  2 (control)    16.20     4.00     3.75
  2 (control)    23.95     4.00     1.75
  1 (profile)    29.70     4.00     5.25
  1 (profile)    38.95     4.00     4.50
  0 (direct)     47.45     4.00     5.25
  1 (profile)    56.70     4.00     1.25
  1 (profile)    61.95     4.00     2.00
  2 (control)    67.95     4.00     4.75
  2 (control)    76.70     4.00     2.75
  1 (profile)    83.45     4.00     3.50
  0 (direct)     90.95     4.00     5.00
  0 (direct)     99.95     4.00     4.25
  2 (control)   108.20     4.00     5.00
  2 (control)   117.20     4.00     6.75
  1 (profile)   127.95     4.00     1.00
  1 (profile)   132.95     4.00     1.25
  1 (profile)   138.20     4.00     3.50
  2 (control)   145.70     4.00     5.75
  0 (direct)    155.45     4.00     5.75
  0 (direct)    165.20     4.00     7.00
  0 (direct)    176.20     4.00     2.50
  1 (profile)   182.70     4.00     3.00
  2 (control)   189.70     4.00     1.00
  2 (control)   194.70     4.00     4.25
  1 (profile)   202.95     4.00     5.50
  1 (profile)   212.45     4.00     6.50
  0 (direct)    222.95     4.00     1.50
  0 (direct)    228.45     4.00     2.25
  0 (direct)    234.70     4.00     1.50
  1 (profile)   240.20     4.00     2.25
  0 (direct)    246.45     4.00     6.25
  2 (control)   256.70     4.00     2.50
  1 (profile)   263.20     4.00     3.25
  1 (profile)   270.45     4.00     6.00
  0 (direct)    280.45     4.00     6.25
  0 (direct)    290.70     4.00     4.50
  2 (control)   299.20     4.00     3.75
  0 (direct)    306.95     4.00     2.75
  0 (direct)    313.70     4.00     5.50
  2 (control)   323.20     4.00     1.75
  2 (control)   328.95     4.00     6.50
  1 (profile)   339.45     4.00     6.75
  0 (direct)    350.20     4.00     7.00
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.00
  0 (direct)     14.20     4.00     2.25
  1 (profile)    20.45     4.00     5.25
  2 (control)    29.70     4.00     2.75
  2 (control)    36.45     4.00     4.50
  1 (profile)    44.95     4.00     5.00
  1 (profile)    53.95     4.00     5.75
  2 (control)    63.70     4.00     2.25
  0 (direct)     69.95     4.00     6.75
  2 (control)    80.70     4.00     3.25
  0 (direct)     87.95     4.00     3.00
  2 (control)    94.95     4.00     2.50
  2 (control)   101.45     4.00     1.50
  1 (profile)   106.95     4.00     4.25
  1 (profile)   115.20     4.00     6.00
  1 (profile)   125.20     4.00     6.50
  0 (direct)    135.70     4.00     2.00
  0 (direct)    141.70     4.00     1.00
  0 (direct)    146.70     4.00     3.50
  2 (control)   154.20     4.00     5.50
  2 (control)   163.70     4.00     6.25
  0 (direct)    173.95     4.00     4.50
  1 (profile)   182.45     4.00     2.75
  0 (direct)    189.20     4.00     4.75
  2 (control)   197.95     4.00     2.50
  1 (profile)   204.45     4.00     3.00
  0 (direct)    211.45     4.00     5.00
  0 (direct)    220.45     4.00     6.75
  2 (control)   231.20     4.00     6.50
  2 (control)   241.70     4.00     4.25
  1 (profile)   249.95     4.00     7.00
  0 (direct)    260.95     4.00     5.75
  2 (control)   270.70     4.00     1.25
  2 (control)   275.95     4.00     1.50
  1 (profile)   281.45     4.00     1.25
  2 (control)   286.70     4.00     1.75
  1 (profile)   292.45     4.00     3.50
  1 (profile)   299.95     4.00     7.00
  0 (direct)    310.95     4.00     3.75
  2 (control)   318.70     4.00     6.25
  0 (direct)    328.95     4.00     1.75
  1 (profile)   334.70     4.00     5.50
  1 (profile)   344.20     4.00     3.75
  1 (profile)   351.95     4.00     5.25
  0 (direct)    361.20     4.00     0.00

