-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.00
  1 (profile)    14.20     4.00     1.75
  2 (control)    19.95     4.00     1.25
  0 (direct)     25.20     4.00     5.25
  1 (profile)    34.45     4.00     5.75
  1 (profile)    44.20     4.00     7.00
  2 (control)    55.20     4.00     3.50
  2 (control)    62.70     4.00     5.50
  0 (direct)     72.20     4.00     6.75
  2 (control)    82.95     4.00     6.00
  1 (profile)    92.95     4.00     2.00
  0 (direct)     98.95     4.00     2.50
  0 (direct)    105.45     4.00     3.75
  1 (profile)   113.20     4.00     3.75
  1 (profile)   120.95     4.00     1.50
  2 (control)   126.45     4.00     4.50
  1 (profile)   134.95     4.00     4.75
  2 (control)   143.70     4.00     4.50
  0 (direct)    152.20     4.00     5.00
  0 (direct)    161.20     4.00     3.25
  0 (direct)    168.45     4.00     5.25
  1 (profile)   177.70     4.00     1.00
  0 (direct)    182.70     4.00     6.25
  2 (control)   192.95     4.00     5.75
  2 (control)   202.70     4.00     2.75
  1 (profile)   209.45     4.00     1.50
  0 (direct)    214.95     4.00     6.50
  1 (profile)   225.45     4.00     2.75
  1 (profile)   232.20     4.00     6.50
  2 (control)   242.70     4.00     4.25
  2 (control)   250.95     4.00     6.75
  0 (direct)    261.70     4.00     3.00
  0 (direct)    268.70     4.00     2.25
  1 (profile)   274.95     4.00     5.00
  0 (direct)    283.95     4.00     2.25
  2 (control)   290.20     4.00     7.00
  1 (profile)   301.20     4.00     1.25
  2 (control)   306.45     4.00     5.50
  0 (direct)    315.95     4.00     2.50
  1 (profile)   322.45     4.00     1.75
  1 (profile)   328.20     4.00     4.25
  2 (control)   336.45     4.00     3.00
  0 (direct)    343.45     4.00     6.25
  0 (direct)    353.70     4.00     3.50
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     4.50
  0 (direct)     17.70     4.00     6.25
  2 (control)    27.95     4.00     1.25
  1 (profile)    33.20     4.00     5.00
  1 (profile)    42.20     4.00     4.25
  2 (control)    50.45     4.00     1.75
  0 (direct)     56.20     4.00     2.75
  0 (direct)     62.95     4.00     1.75
  1 (profile)    68.70     4.00     1.00
  2 (control)    73.70     4.00     4.25
  0 (direct)     81.95     4.00     7.00
  0 (direct)     92.95     4.00     3.75
  1 (profile)   100.70     4.00     1.00
  2 (control)   105.70     4.00     4.50
  0 (direct)    114.20     4.00     6.50
  0 (direct)    124.70     4.00     5.25
  1 (profile)   133.95     4.00     6.50
  2 (control)   144.45     4.00     4.75
  2 (control)   153.20     4.00     7.00
  1 (profile)   164.20     4.00     6.75
  2 (control)   174.95     4.00     3.25
  0 (direct)    182.20     4.00     3.50
  0 (direct)    189.70     4.00     2.75
  1 (profile)   196.45     4.00     3.75
  2 (control)   204.20     4.00     5.50
  1 (profile)   213.70     4.00     3.00
  1 (profile)   220.70     4.00     2.50
  1 (profile)   227.20     4.00     5.50
  0 (direct)    236.70     4.00     5.25
  0 (direct)    245.95     4.00     1.25
  0 (direct)    251.20     4.00     5.75
  1 (profile)   260.95     4.00     2.00
  1 (profile)   266.95     4.00     2.25
  1 (profile)   273.20     4.00     6.00
  2 (control)   283.20     4.00     3.50
  1 (profile)   290.70     4.00     6.25
  0 (direct)    300.95     4.00     2.25
  2 (control)   307.20     4.00     3.00
  2 (control)   314.20     4.00     1.50
  1 (profile)   319.70     4.00     6.75
  2 (control)   330.45     4.00     5.75
  0 (direct)    340.20     4.00     2.50
  0 (direct)    346.70     4.00     1.50
  2 (control)   352.20     4.00     5.00
  2 (control)   361.20     4.00     0.00

