-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.25
  2 (control)    15.45     4.00     2.50
  2 (control)    21.95     4.00     6.50
  2 (control)    32.45     4.00     1.75
  1 (profile)    38.20     4.00     4.50
  2 (control)    46.70     4.00     3.50
  0 (direct)     54.20     4.00     5.00
  0 (direct)     63.20     4.00     5.00
  2 (control)    72.20     4.00     5.25
  2 (control)    81.45     4.00     5.75
  1 (profile)    91.20     4.00     7.00
  1 (profile)   102.20     4.00     6.00
  0 (direct)    112.20     4.00     1.25
  0 (direct)    117.45     4.00     1.00
  0 (direct)    122.45     4.00     1.25
  2 (control)   127.70     4.00     4.25
  1 (profile)   135.95     4.00     7.00
  0 (direct)    146.95     4.00     6.25
  0 (direct)    157.20     4.00     5.75
  2 (control)   166.95     4.00     6.75
  1 (profile)   177.70     4.00     6.50
  1 (profile)   188.20     4.00     3.00
  1 (profile)   195.20     4.00     1.75
  2 (control)   200.95     4.00     2.75
  2 (control)   207.70     4.00     3.50
  1 (profile)   215.20     4.00     3.00
  0 (direct)    222.20     4.00     3.25
  0 (direct)    229.45     4.00     5.50
  2 (control)   238.95     4.00     4.25
  1 (profile)   247.20     4.00     5.25
  0 (direct)    256.45     4.00     2.00
  2 (control)   262.45     4.00     6.75
  0 (direct)    273.20     4.00     1.50
  2 (control)   278.70     4.00     5.50
  0 (direct)    288.20     4.00     4.75
  1 (profile)   296.95     4.00     4.50
  1 (profile)   305.45     4.00     3.75
  1 (profile)   313.20     4.00     1.00
  0 (direct)    318.20     4.00     3.75
  2 (control)   325.95     4.00     2.50
  1 (profile)   332.45     4.00     2.75
  0 (direct)    339.20     4.00     2.25
  0 (direct)    345.45     4.00     1.50
  1 (profile)   350.95     4.00     6.25
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     5.75
  1 (profile)    18.95     4.00     3.50
  0 (direct)     26.45     4.00     2.50
  2 (control)    32.95     4.00     4.50
  1 (profile)    41.45     4.00     1.25
  1 (profile)    46.70     4.00     4.75
  1 (profile)    55.45     4.00     3.00
  2 (control)    62.45     4.00     1.00
  1 (profile)    67.45     4.00     6.25
  0 (direct)     77.70     4.00     3.75
  0 (direct)     85.45     4.00     5.75
  0 (direct)     95.20     4.00     6.75
  2 (control)   105.95     4.00     5.50
  1 (profile)   115.45     4.00     5.50
  0 (direct)    124.95     4.00     5.25
  2 (control)   134.20     4.00     2.25
  2 (control)   140.45     4.00     6.75
  2 (control)   151.20     4.00     1.25
  0 (direct)    156.45     4.00     2.00
  2 (control)   162.45     4.00     3.00
  0 (direct)    169.45     4.00     6.00
  2 (control)   179.45     4.00     3.75
  2 (control)   187.20     4.00     6.50
  1 (profile)   197.70     4.00     1.75
  1 (profile)   203.45     4.00     1.50
  2 (control)   208.95     4.00     6.25
  2 (control)   219.20     4.00     5.00
  0 (direct)    228.20     4.00     2.25
  0 (direct)    234.45     4.00     5.25
  0 (direct)    243.70     4.00     1.50
  1 (profile)   249.20     4.00     4.25
  0 (direct)    257.45     4.00     3.25
  0 (direct)    264.70     4.00     3.50
  0 (direct)    272.20     4.00     7.00
  2 (control)   283.20     4.00     2.75
  2 (control)   289.95     4.00     5.00
  1 (profile)   298.95     4.00     1.75
  1 (profile)   304.70     4.00     4.50
  1 (profile)   313.20     4.00     7.00
  2 (control)   324.20     4.00     4.25
  0 (direct)    332.45     4.00     1.00
  1 (profile)   337.45     4.00     2.75
  1 (profile)   344.20     4.00     6.50
  0 (direct)    354.70     4.00     2.50
  1 (profile)   361.20     4.00     0.00

