-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.00
  1 (profile)    15.20     4.00     4.50
  2 (control)    23.70     4.00     5.50
  0 (direct)     33.20     4.00     3.75
  0 (direct)     40.95     4.00     3.50
  0 (direct)     48.45     4.00     2.50
  1 (profile)    54.95     4.00     1.75
  1 (profile)    60.70     4.00     1.25
  2 (control)    65.95     4.00     2.50
  2 (control)    72.45     4.00     5.75
  0 (direct)     82.20     4.00     7.00
  0 (direct)     93.20     4.00     5.00
  0 (direct)    102.20     4.00     5.50
  1 (profile)   111.70     4.00     6.50
  2 (control)   122.20     4.00     5.25
  2 (control)   131.45     4.00     6.25
  0 (direct)    141.70     4.00     5.25
  0 (direct)    150.95     4.00     3.25
  2 (control)   158.20     4.00     6.00
  0 (direct)    168.20     4.00     1.50
  2 (control)   173.70     4.00     3.00
  0 (direct)    180.70     4.00     3.50
  1 (profile)   188.20     4.00     1.50
  0 (direct)    193.70     4.00     4.75
  0 (direct)    202.45     4.00     1.25
  0 (direct)    207.70     4.00     6.75
  2 (control)   218.45     4.00     5.00
  1 (profile)   227.45     4.00     6.25
  1 (profile)   237.70     4.00     2.75
  2 (control)   244.45     4.00     1.00
  2 (control)   249.45     4.00     5.75
  2 (control)   259.20     4.00     4.25
  1 (profile)   267.45     4.00     2.25
  1 (profile)   273.70     4.00     2.75
  1 (profile)   280.45     4.00     7.00
  2 (control)   291.45     4.00     1.00
  1 (profile)   296.45     4.00     6.75
  2 (control)   307.20     4.00     1.75
  1 (profile)   312.95     4.00     3.00
  0 (direct)    319.95     4.00     4.25
  2 (control)   328.20     4.00     4.50
  1 (profile)   336.70     4.00     6.50
  0 (direct)    347.20     4.00     3.75
  1 (profile)   354.95     4.00     2.25
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.50
  1 (profile)    15.70     4.00     1.50
  2 (control)    21.20     4.00     3.75
  2 (control)    28.95     4.00     2.00
  0 (direct)     34.95     4.00     2.25
  2 (control)    41.20     4.00     2.50
  2 (control)    47.70     4.00     5.25
  1 (profile)    56.95     4.00     1.25
  0 (direct)     62.20     4.00     5.75
  2 (control)    71.95     4.00     3.00
  2 (control)    78.95     4.00     1.00
  1 (profile)    83.95     4.00     3.50
  1 (profile)    91.45     4.00     5.25
  1 (profile)   100.70     4.00     4.50
  0 (direct)    109.20     4.00     6.25
  0 (direct)    119.45     4.00     1.50
  1 (profile)   124.95     4.00     3.50
  0 (direct)    132.45     4.00     2.75
  0 (direct)    139.20     4.00     5.50
  2 (control)   148.70     4.00     1.75
  0 (direct)    154.45     4.00     4.25
  1 (profile)   162.70     4.00     3.00
  2 (control)   169.70     4.00     6.75
  0 (direct)    180.45     4.00     3.25
  2 (control)   187.70     4.00     6.50
  2 (control)   198.20     4.00     5.50
  1 (profile)   207.70     4.00     1.25
  1 (profile)   212.95     4.00     1.75
  0 (direct)    218.70     4.00     4.75
  0 (direct)    227.45     4.00     6.75
  1 (profile)   238.20     4.00     7.00
  1 (profile)   249.20     4.00     5.00
  2 (control)   258.20     4.00     5.75
  0 (direct)    267.95     4.00     5.00
  1 (profile)   276.95     4.00     2.75
  1 (profile)   283.70     4.00     3.75
  0 (direct)    291.45     4.00     4.50
  2 (control)   299.95     4.00     7.00
  2 (control)   310.95     4.00     2.25
  2 (control)   317.20     4.00     6.00
  1 (profile)   327.20     4.00     4.25
  0 (direct)    335.45     4.00     1.00
  0 (direct)    340.45     4.00     6.50
  0 (direct)    350.95     4.00     6.25
  2 (control)   361.20     4.00     0.00

