-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     3.00
  0 (direct)     16.20     4.00     1.00
  1 (profile)    21.20     4.00     1.25
  0 (direct)     26.45     4.00     3.50
  2 (control)    33.95     4.00     5.75
  1 (profile)    43.70     4.00     4.50
  2 (control)    52.20     4.00     7.00
  0 (direct)     63.20     4.00     1.25
  0 (direct)     68.45     4.00     2.75
  1 (profile)    75.20     4.00     2.00
  0 (direct)     81.20     4.00     6.25
  1 (profile)    91.45     4.00     1.50
  1 (profile)    96.95     4.00     6.50
  2 (control)   107.45     4.00     1.50
  0 (direct)    112.95     4.00     5.50
  2 (control)   122.45     4.00     1.75
  1 (profile)   128.20     4.00     6.50
  0 (direct)    138.70     4.00     6.75
  1 (profile)   149.45     4.00     4.25
  0 (direct)    157.70     4.00     1.00
  2 (control)   162.70     4.00     6.00
  2 (control)   172.70     4.00     7.00
  2 (control)   183.70     4.00     5.25
  1 (profile)   192.95     4.00     1.75
  1 (profile)   198.70     4.00     3.75
  1 (profile)   206.45     4.00     2.75
  2 (control)   213.20     4.00     4.25
  2 (control)   221.45     4.00     6.25
  0 (direct)    231.70     4.00     3.50
  2 (control)   239.20     4.00     4.50
  2 (control)   247.70     4.00     3.00
  2 (control)   254.70     4.00     3.75
  0 (direct)    262.45     4.00     2.25
  1 (profile)   268.70     4.00     5.50
  2 (control)   278.20     4.00     5.25
  0 (direct)    287.45     4.00     5.00
  1 (profile)   296.45     4.00     4.75
  2 (control)   305.20     4.00     5.75
  0 (direct)    314.95     4.00     2.50
  1 (profile)   321.45     4.00     2.50
  1 (profile)   327.95     4.00     5.00
  0 (direct)    336.95     4.00     2.25
  2 (control)   343.20     4.00     3.25
  1 (profile)   350.45     4.00     6.75
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     6.25
  1 (profile)    19.45     4.00     1.00
  2 (control)    24.45     4.00     1.25
  1 (profile)    29.70     4.00     4.50
  2 (control)    38.20     4.00     2.50
  0 (direct)     44.70     4.00     1.75
  0 (direct)     50.45     4.00     1.00
  0 (direct)     55.45     4.00     3.50
  1 (profile)    62.95     4.00     5.50
  0 (direct)     72.45     4.00     3.00
  0 (direct)     79.45     4.00     2.75
  1 (profile)    86.20     4.00     6.00
  0 (direct)     96.20     4.00     1.50
  1 (profile)   101.70     4.00     5.75
  2 (control)   111.45     4.00     7.00
  0 (direct)    122.45     4.00     5.25
  1 (profile)   131.70     4.00     2.75
  0 (direct)    138.45     4.00     6.50
  2 (control)   148.95     4.00     2.25
  1 (profile)   155.20     4.00     4.25
  2 (control)   163.45     4.00     3.75
  2 (control)   171.20     4.00     1.25
  2 (control)   176.45     4.00     4.50
  1 (profile)   184.95     4.00     3.25
  2 (control)   192.20     4.00     2.25
  1 (profile)   198.45     4.00     1.50
  1 (profile)   203.95     4.00     2.00
  2 (control)   209.95     4.00     3.75
  1 (profile)   217.70     4.00     5.25
  2 (control)   226.95     4.00     6.25
  0 (direct)    237.20     4.00     5.50
  0 (direct)    246.70     4.00     6.75
  2 (control)   257.45     4.00     6.50
  1 (profile)   267.95     4.00     6.75
  2 (control)   278.70     4.00     4.25
  1 (profile)   286.95     4.00     5.00
  0 (direct)    295.95     4.00     5.00
  0 (direct)    304.95     4.00     3.00
  1 (profile)   311.95     4.00     2.50
  0 (direct)    318.45     4.00     4.75
  0 (direct)    327.20     4.00     3.50
  1 (profile)   334.70     4.00     5.75
  2 (control)   344.45     4.00     7.00
  0 (direct)    355.45     4.00     1.75
  2 (control)   361.20     4.00     0.00

