-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.25
  1 (profile)    14.45     4.00     1.50
  1 (profile)    19.95     4.00     4.50
  2 (control)    28.45     4.00     5.25
  0 (direct)     37.70     4.00     1.75
  2 (control)    43.45     4.00     5.75
  0 (direct)     53.20     4.00     5.75
  1 (profile)    62.95     4.00     1.00
  2 (control)    67.95     4.00     2.25
  0 (direct)     74.20     4.00     3.50
  0 (direct)     81.70     4.00     3.75
  0 (direct)     89.45     4.00     3.75
  1 (profile)    97.20     4.00     3.50
  1 (profile)   104.70     4.00     3.25
  2 (control)   111.95     4.00     5.50
  2 (control)   121.45     4.00     6.25
  1 (profile)   131.70     4.00     2.50
  0 (direct)    138.20     4.00     1.00
  1 (profile)   143.20     4.00     2.50
  2 (control)   149.70     4.00     2.75
  1 (profile)   156.45     4.00     6.75
  2 (control)   167.20     4.00     5.50
  2 (control)   176.70     4.00     2.00
  2 (control)   182.70     4.00     3.00
  0 (direct)    189.70     4.00     1.50
  0 (direct)    195.20     4.00     2.75
  2 (control)   201.95     4.00     4.50
  0 (direct)    210.45     4.00     1.25
  0 (direct)    215.70     4.00     4.75
  0 (direct)    224.45     4.00     7.00
  1 (profile)   235.45     4.00     1.75
  2 (control)   241.20     4.00     7.00
  1 (profile)   252.20     4.00     6.50
  1 (profile)   262.70     4.00     4.25
  2 (control)   270.95     4.00     6.75
  1 (profile)   281.70     4.00     3.00
  2 (control)   288.70     4.00     5.00
  2 (control)   297.70     4.00     5.00
  0 (direct)    306.70     4.00     2.25
  1 (profile)   312.95     4.00     6.00
  2 (control)   322.95     4.00     4.25
  0 (direct)    331.20     4.00     5.25
  1 (profile)   340.45     4.00     6.25
  0 (direct)    350.70     4.00     6.50
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.75
  0 (direct)     16.95     4.00     2.25
  2 (control)    23.20     4.00     1.75
  2 (control)    28.95     4.00     2.00
  0 (direct)     34.95     4.00     6.50
  2 (control)    45.45     4.00     2.50
  0 (direct)     51.95     4.00     1.00
  1 (profile)    56.95     4.00     4.25
  1 (profile)    65.20     4.00     1.75
  1 (profile)    70.95     4.00     2.25
  0 (direct)     77.20     4.00     3.75
  2 (control)    84.95     4.00     7.00
  1 (profile)    95.95     4.00     3.25
  0 (direct)    103.20     4.00     6.25
  0 (direct)    113.45     4.00     4.50
  2 (control)   121.95     4.00     6.25
  2 (control)   132.20     4.00     3.00
  2 (control)   139.20     4.00     5.75
  1 (profile)   148.95     4.00     4.50
  1 (profile)   157.45     4.00     5.50
  2 (control)   166.95     4.00     5.25
  2 (control)   176.20     4.00     3.50
  0 (direct)    183.70     4.00     6.75
  2 (control)   194.45     4.00     6.00
  1 (profile)   204.45     4.00     7.00
  1 (profile)   215.45     4.00     2.75
  0 (direct)    222.20     4.00     1.00
  0 (direct)    227.20     4.00     6.50
  2 (control)   237.70     4.00     1.50
  2 (control)   243.20     4.00     6.75
  0 (direct)    253.95     4.00     5.00
  0 (direct)    262.95     4.00     1.50
  0 (direct)    268.45     4.00     1.25
  1 (profile)   273.70     4.00     4.75
  1 (profile)   282.45     4.00     1.25
  1 (profile)   287.70     4.00     5.25
  0 (direct)    296.95     4.00     2.75
  1 (profile)   303.70     4.00     2.50
  1 (profile)   310.20     4.00     5.50
  1 (profile)   319.70     4.00     3.00
  0 (direct)    326.70     4.00     4.25
  2 (control)   334.95     4.00     5.75
  2 (control)   344.70     4.00     5.00
  0 (direct)    353.70     4.00     3.50
  1 (profile)   361.20     4.00     0.00

