-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.50
  2 (control)    16.70     4.00     3.00
  1 (profile)    23.70     4.00     5.25
  2 (control)    32.95     4.00     2.75
  0 (direct)     39.70     4.00     2.75
  0 (direct)     46.45     4.00     3.75
  2 (control)    54.20     4.00     6.75
  1 (profile)    64.95     4.00     5.25
  2 (control)    74.20     4.00     1.25
  2 (control)    79.45     4.00     2.00
  0 (direct)     85.45     4.00     4.25
  0 (direct)     93.70     4.00     6.25
  0 (direct)    103.95     4.00     5.50
  1 (profile)   113.45     4.00     3.00
  2 (control)   120.45     4.00     6.50
  0 (direct)    130.95     4.00     2.25
  2 (control)   137.20     4.00     1.75
  1 (profile)   142.95     4.00     4.50
  1 (profile)   151.45     4.00     1.00
  2 (control)   156.45     4.00     2.50
  1 (profile)   162.95     4.00     7.00
  2 (control)   173.95     4.00     5.50
  0 (direct)    183.45     4.00     2.50
  1 (profile)   189.95     4.00     5.00
  0 (direct)    198.95     4.00     3.25
  0 (direct)    206.20     4.00     1.50
  1 (profile)   211.70     4.00     4.25
  0 (direct)    219.95     4.00     5.75
  1 (profile)   229.70     4.00     1.50
  1 (profile)   235.20     4.00     4.75
  0 (direct)    243.95     4.00     5.75
  2 (control)   253.70     4.00     6.50
  2 (control)   264.20     4.00     3.75
  0 (direct)    271.95     4.00     4.50
  0 (direct)    280.45     4.00     6.75
  0 (direct)    291.20     4.00     1.00
  1 (profile)   296.20     4.00     7.00
  2 (control)   307.20     4.00     6.00
  1 (profile)   317.20     4.00     6.25
  2 (control)   327.45     4.00     2.25
  0 (direct)    333.70     4.00     1.25
  2 (control)   338.95     4.00     1.75
  2 (control)   344.70     4.00     5.00
  1 (profile)   353.70     4.00     3.50
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     5.25
  0 (direct)     18.45     4.00     1.25
  1 (profile)    23.70     4.00     1.25
  1 (profile)    28.95     4.00     3.00
  1 (profile)    35.95     4.00     1.75
  0 (direct)     41.70     4.00     4.75
  2 (control)    50.45     4.00     2.00
  2 (control)    56.45     4.00     1.50
  2 (control)    61.95     4.00     6.50
  0 (direct)     72.45     4.00     1.75
  1 (profile)    78.20     4.00     4.25
  0 (direct)     86.45     4.00     2.25
  2 (control)    92.70     4.00     7.00
  2 (control)   103.70     4.00     5.50
  0 (direct)    113.20     4.00     5.75
  2 (control)   122.95     4.00     4.25
  2 (control)   131.20     4.00     3.50
  0 (direct)    138.70     4.00     6.25
  2 (control)   148.95     4.00     1.00
  0 (direct)    153.95     4.00     2.75
  1 (profile)   160.70     4.00     3.00
  1 (profile)   167.70     4.00     7.00
  2 (control)   178.70     4.00     6.75
  1 (profile)   189.45     4.00     6.75
  0 (direct)    200.20     4.00     1.00
  1 (profile)   205.20     4.00     3.75
  0 (direct)    212.95     4.00     5.50
  1 (profile)   222.45     4.00     1.50
  2 (control)   227.95     4.00     4.50
  0 (direct)    236.45     4.00     5.25
  2 (control)   245.70     4.00     3.50
  0 (direct)    253.20     4.00     5.00
  1 (profile)   262.20     4.00     5.00
  2 (control)   271.20     4.00     2.75
  2 (control)   277.95     4.00     2.25
  2 (control)   284.20     4.00     3.75
  1 (profile)   291.95     4.00     6.00
  0 (direct)    301.95     4.00     2.50
  1 (profile)   308.45     4.00     2.50
  1 (profile)   314.95     4.00     3.25
  0 (direct)    322.20     4.00     6.25
  1 (profile)   332.45     4.00     5.75
  1 (profile)   342.20     4.00     4.50
  0 (direct)    350.70     4.00     6.50
  2 (control)   361.20     4.00     0.00

