-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     5.00
  1 (profile)    18.20     4.00     3.00
  2 (control)    25.20     4.00     5.50
  0 (direct)     34.70     4.00     6.00
  0 (direct)     44.70     4.00     3.25
  0 (direct)     51.95     4.00     1.50
  2 (control)    57.45     4.00     2.25
  2 (control)    63.70     4.00     3.50
  0 (direct)     71.20     4.00     3.75
  0 (direct)     78.95     4.00     2.25
  1 (profile)    85.20     4.00     4.50
  2 (control)    93.70     4.00     2.75
  1 (profile)   100.45     4.00     6.75
  1 (profile)   111.20     4.00     5.25
  1 (profile)   120.45     4.00     6.25
  0 (direct)    130.70     4.00     6.75
  2 (control)   141.45     4.00     4.25
  2 (control)   149.70     4.00     6.25
  0 (direct)    159.95     4.00     1.00
  1 (profile)   164.95     4.00     1.25
  1 (profile)   170.20     4.00     5.75
  0 (direct)    179.95     4.00     3.50
  2 (control)   187.45     4.00     5.50
  2 (control)   196.95     4.00     5.00
  0 (direct)    205.95     4.00     4.25
  1 (profile)   214.20     4.00     6.50
  2 (control)   224.70     4.00     1.25
  0 (direct)    229.95     4.00     2.50
  2 (control)   236.45     4.00     7.00
  2 (control)   247.45     4.00     1.75
  1 (profile)   253.20     4.00     3.75
  2 (control)   260.95     4.00     3.00
  0 (direct)    267.95     4.00     1.00
  0 (direct)    272.95     4.00     2.00
  1 (profile)   278.95     4.00     2.50
  0 (direct)    285.45     4.00     5.25
  1 (profile)   294.70     4.00     1.50
  1 (profile)   300.20     4.00     4.50
  2 (control)   308.70     4.00     7.00
  2 (control)   319.70     4.00     2.75
  2 (control)   326.45     4.00     4.75
  0 (direct)    335.20     4.00     1.75
  1 (profile)   340.95     4.00     6.50
  1 (profile)   351.45     4.00     5.75
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     3.25
  2 (control)    16.45     4.00     4.25
  0 (direct)     24.70     4.00     1.00
  0 (direct)     29.70     4.00     4.50
  1 (profile)    38.20     4.00     3.75
  2 (control)    45.95     4.00     6.50
  2 (control)    56.45     4.00     5.75
  2 (control)    66.20     4.00     2.25
  1 (profile)    72.45     4.00     1.25
  2 (control)    77.70     4.00     1.50
  0 (direct)     83.20     4.00     3.00
  1 (profile)    90.20     4.00     2.25
  0 (direct)     96.45     4.00     2.75
  2 (control)   103.20     4.00     3.50
  1 (profile)   110.70     4.00     4.75
  0 (direct)    119.45     4.00     6.25
  1 (profile)   129.70     4.00     6.75
  0 (direct)    140.45     4.00     5.50
  0 (direct)    149.95     4.00     6.25
  1 (profile)   160.20     4.00     5.00
  2 (control)   169.20     4.00     5.50
  2 (control)   178.70     4.00     3.00
  0 (direct)    185.70     4.00     5.00
  1 (profile)   194.70     4.00     1.00
  0 (direct)    199.70     4.00     2.50
  2 (control)   206.20     4.00     3.50
  1 (profile)   213.70     4.00     3.75
  2 (control)   221.45     4.00     6.75
  1 (profile)   232.20     4.00     7.00
  0 (direct)    243.20     4.00     6.00
  1 (profile)   253.20     4.00     2.50
  2 (control)   259.70     4.00     5.75
  0 (direct)    269.45     4.00     1.75
  1 (profile)   275.20     4.00     5.25
  0 (direct)    284.45     4.00     4.25
  0 (direct)    292.70     4.00     1.25
  1 (profile)   297.95     4.00     2.75
  0 (direct)    304.70     4.00     6.50
  2 (control)   315.20     4.00     2.00
  0 (direct)    321.20     4.00     5.25
  2 (control)   330.45     4.00     1.50
  2 (control)   335.95     4.00     1.75
  1 (profile)   341.70     4.00     7.00
  1 (profile)   352.70     4.00     4.50
  1 (profile)   361.20     4.00     0.00

