-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     1.50
  1 (profile)    14.70     4.00     2.50
  1 (profile)    21.20     4.00     3.00
  2 (control)    28.20     4.00     3.00
  2 (control)    35.20     4.00     4.50
  2 (control)    43.70     4.00     7.00
  0 (direct)     54.70     4.00     5.75
  2 (control)    64.45     4.00     1.25
  0 (direct)     69.70     4.00     3.75
  2 (control)    77.45     4.00     4.75
  2 (control)    86.20     4.00     2.25
  0 (direct)     92.45     4.00     2.00
  2 (control)    98.45     4.00     6.25
  1 (profile)   108.70     4.00     3.50
  2 (control)   116.20     4.00     3.50
  1 (profile)   123.70     4.00     6.50
  2 (control)   134.20     4.00     2.50
  1 (profile)   140.70     4.00     1.50
  0 (direct)    146.20     4.00     2.25
  0 (direct)    152.45     4.00     4.25
  1 (profile)   160.70     4.00     6.75
  0 (direct)    171.45     4.00     7.00
  2 (control)   182.45     4.00     5.50
  0 (direct)    191.95     4.00     3.25
  1 (profile)   199.20     4.00     6.75
  0 (direct)    209.95     4.00     6.25
  1 (profile)   220.20     4.00     2.75
  1 (profile)   226.95     4.00     4.50
  2 (control)   235.45     4.00     2.75
  0 (direct)    242.20     4.00     6.00
  1 (profile)   252.20     4.00     3.75
  1 (profile)   259.95     4.00     1.00
  1 (profile)   264.95     4.00     1.75
  0 (direct)    270.70     4.00     1.00
  0 (direct)    275.70     4.00     4.25
  0 (direct)    283.95     4.00     6.50
  1 (profile)   294.45     4.00     1.75
  1 (profile)   300.20     4.00     1.25
  0 (direct)    305.45     4.00     5.00
  2 (control)   314.45     4.00     5.75
  2 (control)   324.20     4.00     5.00
  2 (control)   333.20     4.00     5.25
  0 (direct)    342.45     4.00     5.25
  0 (direct)    351.70     4.00     5.50
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     1.75
  2 (control)    14.95     4.00     3.50
  1 (profile)    22.45     4.00     5.75
  1 (profile)    32.20     4.00     2.00
  2 (control)    38.20     4.00     1.00
  2 (control)    43.20     4.00     4.25
  2 (control)    51.45     4.00     7.00
  1 (profile)    62.45     4.00     3.00
  0 (direct)     69.45     4.00     7.00
  1 (profile)    80.45     4.00     4.75
  1 (profile)    89.20     4.00     1.00
  2 (control)    94.20     4.00     3.75
  2 (control)   101.95     4.00     1.75
  2 (control)   107.70     4.00     6.50
  0 (direct)    118.20     4.00     3.00
  2 (control)   125.20     4.00     1.25
  2 (control)   130.45     4.00     4.50
  0 (direct)    138.95     4.00     2.50
  0 (direct)    145.45     4.00     1.50
  1 (profile)   150.95     4.00     6.50
  0 (direct)    161.45     4.00     3.50
  1 (profile)   168.95     4.00     1.50
  1 (profile)   174.45     4.00     6.75
  1 (profile)   185.20     4.00     5.50
  2 (control)   194.70     4.00     3.25
  2 (control)   201.95     4.00     6.00
  0 (direct)    211.95     4.00     5.00
  2 (control)   220.95     4.00     6.75
  1 (profile)   231.70     4.00     6.25
  0 (direct)    241.95     4.00     1.25
  0 (direct)    247.20     4.00     2.75
  1 (profile)   253.95     4.00     2.50
  1 (profile)   260.45     4.00     2.25
  0 (direct)    266.70     4.00     4.25
  0 (direct)    274.95     4.00     5.25
  0 (direct)    284.20     4.00     5.75
  1 (profile)   293.95     4.00     6.25
  0 (direct)    304.20     4.00     5.25
  0 (direct)    313.45     4.00     5.50
  2 (control)   322.95     4.00     5.00
  1 (profile)   331.95     4.00     3.75
  0 (direct)    339.70     4.00     4.50
  1 (profile)   348.20     4.00     2.75
  2 (control)   354.95     4.00     2.25
  2 (control)   361.20     4.00     0.00

