-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     2.25
  0 (direct)     15.45     4.00     1.00
  2 (control)    20.45     4.00     1.75
  1 (profile)    26.20     4.00     1.25
  0 (direct)     31.45     4.00     3.50
  1 (profile)    38.95     4.00     5.25
  0 (direct)     48.20     4.00     4.25
  2 (control)    56.45     4.00     6.50
  2 (control)    66.95     4.00     2.50
  1 (profile)    73.45     4.00     3.75
  0 (direct)     81.20     4.00     3.00
  2 (control)    88.20     4.00     4.50
  2 (control)    96.70     4.00     5.50
  2 (control)   106.20     4.00     4.50
  1 (profile)   114.70     4.00     3.00
  0 (direct)    121.70     4.00     7.00
  0 (direct)    132.70     4.00     6.75
  1 (profile)   143.45     4.00     1.75
  0 (direct)    149.20     4.00     6.00
  0 (direct)    159.20     4.00     3.50
  1 (profile)   166.70     4.00     2.00
  0 (direct)    172.70     4.00     6.25
  2 (control)   182.95     4.00     5.25
  0 (direct)    192.20     4.00     2.50
  1 (profile)   198.70     4.00     3.75
  1 (profile)   206.45     4.00     1.25
  1 (profile)   211.70     4.00     5.00
  0 (direct)    220.70     4.00     5.75
  2 (control)   230.45     4.00     4.25
  1 (profile)   238.70     4.00     1.00
  2 (control)   243.70     4.00     6.50
  2 (control)   254.20     4.00     1.50
  0 (direct)    259.70     4.00     2.25
  0 (direct)    265.95     4.00     4.75
  2 (control)   274.70     4.00     6.25
  1 (profile)   284.95     4.00     5.50
  2 (control)   294.45     4.00     5.75
  0 (direct)    304.20     4.00     5.00
  0 (direct)    313.20     4.00     1.50
  2 (control)   318.70     4.00     2.75
  2 (control)   325.45     4.00     3.25
  2 (control)   332.70     4.00     7.00
  1 (profile)   343.70     4.00     6.75
  1 (profile)   354.45     4.00     2.75
  1 (profile)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  1 (profile)     9.20     4.00     3.75
  2 (control)    16.95     4.00     1.75
  2 (control)    22.70     4.00     1.50
  1 (profile)    28.20     4.00     1.00
  0 (direct)     33.20     4.00     5.00
  0 (direct)     42.20     4.00     5.50
  1 (profile)    51.70     4.00     1.25
  2 (control)    56.95     4.00     6.25
  0 (direct)     67.20     4.00     1.25
  2 (control)    72.45     4.00     6.25
  0 (direct)     82.70     4.00     5.25
  0 (direct)     91.95     4.00     3.00
  1 (profile)    98.95     4.00     2.50
  2 (control)   105.45     4.00     5.00
  1 (profile)   114.45     4.00     4.25
  0 (direct)    122.70     4.00     5.50
  0 (direct)    132.20     4.00     4.50
  0 (direct)    140.70     4.00     2.50
  1 (profile)   147.20     4.00     7.00
  1 (profile)   158.20     4.00     3.25
  1 (profile)   165.45     4.00     5.75
  2 (control)   175.20     4.00     6.00
  2 (control)   185.20     4.00     4.50
  0 (direct)    193.70     4.00     6.75
  0 (direct)    204.45     4.00     5.75
  0 (direct)    214.20     4.00     2.75
  2 (control)   220.95     4.00     6.50
  2 (control)   231.45     4.00     3.75
  1 (profile)   239.20     4.00     2.25
  1 (profile)   245.45     4.00     6.75
  1 (profile)   256.20     4.00     1.00
  2 (control)   261.20     4.00     4.75
  2 (control)   269.95     4.00     2.25
  1 (profile)   276.20     4.00     1.75
  0 (direct)    281.95     4.00     5.25
  2 (control)   291.20     4.00     3.50
  0 (direct)    298.70     4.00     2.00
  1 (profile)   304.70     4.00     7.00
  1 (profile)   315.70     4.00     1.50
  2 (control)   321.20     4.00     6.50
  1 (profile)   331.70     4.00     3.50
  2 (control)   339.20     4.00     2.75
  0 (direct)    345.95     4.00     3.00
  2 (control)   352.95     4.00     4.25
  0 (direct)    361.20     4.00     0.00

