-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  0 (direct)      9.20     4.00     5.25
  2 (control)    18.45     4.00     1.25
  1 (profile)    23.70     4.00     1.00
  0 (direct)     28.70     4.00     6.50
  2 (control)    39.20     4.00     4.25
  1 (profile)    47.45     4.00     3.25
  1 (profile)    54.70     4.00     2.25
  0 (direct)     60.95     4.00     2.50
  0 (direct)     67.45     4.00     1.50
  1 (profile)    72.95     4.00     6.50
  1 (profile)    83.45     4.00     1.75
  1 (profile)    89.20     4.00     6.75
  2 (control)    99.95     4.00     2.25
  2 (control)   106.20     4.00     3.00
  1 (profile)   113.20     4.00     5.75
  0 (direct)    122.95     4.00     6.25
  0 (direct)    133.20     4.00     7.00
  2 (control)   144.20     4.00     4.50
  2 (control)   152.70     4.00     6.25
  0 (direct)    162.95     4.00     4.50
  0 (direct)    171.45     4.00     3.75
  2 (control)   179.20     4.00     3.75
  1 (profile)   186.95     4.00     6.00
  2 (control)   196.95     4.00     4.25
  1 (profile)   205.20     4.00     1.25
  1 (profile)   210.45     4.00     5.25
  2 (control)   219.70     4.00     2.00
  1 (profile)   225.70     4.00     5.00
  2 (control)   234.70     4.00     5.75
  0 (direct)    244.45     4.00     5.00
  1 (profile)   253.45     4.00     3.00
  0 (direct)    260.45     4.00     1.00
  1 (profile)   265.45     4.00     1.75
  2 (control)   271.20     4.00     5.50
  0 (direct)    280.70     4.00     2.75
  1 (profile)   287.45     4.00     4.75
  0 (direct)    296.20     4.00     6.75
  2 (control)   306.95     4.00     2.75
  0 (direct)    313.70     4.00     3.50
  2 (control)   321.20     4.00     1.50
  1 (profile)   326.70     4.00     2.50
  0 (direct)    333.20     4.00     7.00
  2 (control)   344.20     4.00     5.50
  2 (control)   353.70     4.00     3.50
  0 (direct)    361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     6.50
  0 (direct)     19.70     4.00     3.00
  0 (direct)     26.70     4.00     5.50
  2 (control)    36.20     4.00     3.25
  1 (profile)    43.45     4.00     2.75
  0 (direct)     50.20     4.00     7.00
  0 (direct)     61.20     4.00     1.75
  0 (direct)     66.95     4.00     2.75
  1 (profile)    73.70     4.00     4.25
  1 (profile)    81.95     4.00     6.75
  2 (control)    92.70     4.00     5.25
  2 (control)   101.95     4.00     1.00
  1 (profile)   106.95     4.00     1.25
  1 (profile)   112.20     4.00     4.25
  0 (direct)    120.45     4.00     5.75
  0 (direct)    130.20     4.00     6.50
  2 (control)   140.70     4.00     1.75
  2 (control)   146.45     4.00     6.25
  2 (control)   156.70     4.00     2.25
  1 (profile)   162.95     4.00     1.50
  0 (direct)    168.45     4.00     3.75
  1 (profile)   176.20     4.00     3.50
  1 (profile)   183.70     4.00     6.00
  2 (control)   193.70     4.00     5.00
  0 (direct)    202.70     4.00     5.50
  0 (direct)    212.20     4.00     5.75
  1 (profile)   221.95     4.00     1.00
  1 (profile)   226.95     4.00     5.25
  0 (direct)    236.20     4.00     7.00
  2 (control)   247.20     4.00     1.50
  2 (control)   252.70     4.00     1.25
  2 (control)   257.95     4.00     3.75
  1 (profile)   265.70     4.00     4.75
  1 (profile)   274.45     4.00     6.75
  1 (profile)   285.20     4.00     2.50
  0 (direct)    291.70     4.00     3.50
  2 (control)   299.20     4.00     5.00
  2 (control)   308.20     4.00     2.25
  2 (control)   314.45     4.00     2.50
  0 (direct)    320.95     4.00     4.50
  2 (control)   329.45     4.00     2.00
  1 (profile)   335.45     4.00     6.25
  0 (direct)    345.70     4.00     3.00
  1 (profile)   352.70     4.00     4.50
  0 (direct)    361.20     4.00     0.00

