-- run 1 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     1.75
  2 (control)    14.95     4.00     1.00
  2 (control)    19.95     4.00     3.00
  0 (direct)     26.95     4.00     1.50
  0 (direct)     32.45     4.00     5.00
  0 (direct)     41.45     4.00     3.25
  1 (profile)    48.70     4.00     5.75
  1 (profile)    58.45     4.00     1.75
  2 (control)    64.20     4.00     6.75
  0 (direct)     74.95     4.00     2.25
  2 (control)    81.20     4.00     4.25
  0 (direct)     89.45     4.00     6.25
  1 (profile)    99.70     4.00     2.50
  0 (direct)    106.20     4.00     3.50
  2 (control)   113.70     4.00     5.25
  2 (control)   122.95     4.00     4.50
  0 (direct)    131.45     4.00     7.00
  0 (direct)    142.45     4.00     1.00
  2 (control)   147.45     4.00     3.75
  1 (profile)   155.20     4.00     1.50
  1 (profile)   160.70     4.00     5.00
  2 (control)   169.70     4.00     6.50
  1 (profile)   180.20     4.00     5.25
  0 (direct)    189.45     4.00     2.50
  2 (control)   195.95     4.00     5.50
  0 (direct)    205.45     4.00     3.50
  0 (direct)    212.95     4.00     2.00
  1 (profile)   218.95     4.00     6.25
  1 (profile)   229.20     4.00     1.25
  1 (profile)   234.45     4.00     2.75
  2 (control)   241.20     4.00     4.75
  2 (control)   249.95     4.00     2.75
  0 (direct)    256.70     4.00     5.75
  1 (profile)   266.45     4.00     4.25
  2 (control)   274.70     4.00     6.00
  2 (control)   284.70     4.00     3.75
  0 (direct)    292.45     4.00     6.50
  1 (profile)   302.95     4.00     4.50
  1 (profile)   311.45     4.00     3.00
  1 (profile)   318.45     4.00     1.25
  0 (direct)    323.70     4.00     5.50
  1 (profile)   333.20     4.00     6.75
  1 (profile)   343.95     4.00     7.00
  0 (direct)    354.95     4.00     2.25
  2 (control)   361.20     4.00     0.00

-- run 2 events --
class            start      dur     rest
-----            -----     ----     ----
  2 (control)     9.20     4.00     2.75
  0 (direct)     15.95     4.00     1.75
  2 (control)    21.70     4.00     1.25
  1 (profile)    26.95     4.00     1.25
  0 (direct)     32.20     4.00     3.75
  2 (control)    39.95     4.00     2.75
  1 (profile)    46.70     4.00     5.50
  2 (control)    56.20     4.00     2.25
  0 (direct)     62.45     4.00     2.50
  1 (profile)    68.95     4.00     5.00
  1 (profile)    77.95     4.00     2.00
  0 (direct)     83.95     4.00     6.25
  1 (profile)    94.20     4.00     5.50
  0 (direct)    103.70     4.00     5.75
  1 (profile)   113.45     4.00     5.75
  2 (control)   123.20     4.00     6.00
  1 (profile)   133.20     4.00     4.50
  1 (profile)   141.70     4.00     7.00
  2 (control)   152.70     4.00     1.75
  1 (profile)   158.45     4.00     3.75
  0 (direct)    166.20     4.00     3.00
  1 (profile)   173.20     4.00     4.50
  0 (direct)    181.70     4.00     7.00
  2 (control)   192.70     4.00     6.25
  2 (control)   202.95     4.00     6.75
  2 (control)   213.70     4.00     6.50
  1 (profile)   224.20     4.00     1.50
  2 (control)   229.70     4.00     1.50
  2 (control)   235.20     4.00     3.00
  1 (profile)   242.20     4.00     4.75
  0 (direct)    250.95     4.00     6.75
  1 (profile)   261.70     4.00     2.25
  0 (direct)    267.95     4.00     6.50
  0 (direct)    278.45     4.00     3.50
  2 (control)   285.95     4.00     4.25
  0 (direct)    294.20     4.00     4.25
  0 (direct)    302.45     4.00     1.00
  0 (direct)    307.45     4.00     5.25
  2 (control)   316.70     4.00     3.50
  1 (profile)   324.20     4.00     5.25
  1 (profile)   333.45     4.00     2.50
  2 (control)   339.95     4.00     5.00
  2 (control)   348.95     4.00     1.00
  0 (direct)    353.95     4.00     3.25
  0 (direct)    361.20     4.00     0.00

